"","test_data.respon","predRF","predNB","predSVM","predC50"
"11769",1,"1","1",5,"1"
"11770",1,"1","1",5,"1"
"11771",1,"1","1",3,"1"
"11772",4,"4","1",5,"4"
"11773",5,"5","3",1,"5"
"11774",2,"2","4",5,"2"
"11775",3,"3","1",3,"3"
"11776",1,"1","1",5,"1"
"11777",1,"1","5",5,"1"
"11778",2,"2","5",5,"2"
"11779",3,"3","1",5,"3"
"11780",4,"4","5",5,"4"
"11781",5,"5","4",5,"5"
"11782",2,"2","2",2,"2"
"11783",3,"3","5",5,"3"
"11784",2,"2","1",1,"2"
"11785",5,"5","5",5,"5"
"11786",1,"1","1",5,"1"
"11787",5,"5","5",5,"5"
"11788",1,"1","2",3,"1"
"11789",1,"1","1",3,"1"
"11790",5,"5","5",5,"5"
"11791",1,"1","1",5,"1"
"11792",4,"4","1",1,"4"
"11793",1,"1","1",3,"1"
"11794",1,"1","4",3,"1"
"11795",1,"1","5",5,"1"
"11796",4,"4","5",5,"4"
"11797",4,"4","4",5,"4"
"11798",5,"5","5",5,"5"
"11799",5,"5","4",5,"5"
"11800",5,"5","5",5,"5"
"11801",4,"4","1",5,"4"
"11802",5,"5","4",3,"5"
"11803",3,"3","1",5,"3"
"11804",2,"2","1",5,"2"
"11805",5,"5","2",1,"5"
"11806",1,"1","3",5,"1"
"11807",3,"3","5",5,"3"
"11808",2,"2","1",5,"2"
"11809",4,"4","1",3,"4"
"11810",5,"5","5",5,"5"
"11811",4,"4","4",5,"4"
"11812",1,"1","5",5,"1"
"11813",3,"3","2",5,"3"
"11814",5,"5","1",5,"3"
"11815",4,"4","1",5,"4"
"11816",1,"1","1",5,"1"
"11817",5,"5","5",5,"5"
"11818",2,"2","1",5,"2"
"11819",1,"1","1",5,"1"
"11820",3,"3","1",5,"3"
"11821",3,"3","4",3,"3"
"11822",3,"3","1",5,"3"
"11823",2,"2","1",5,"2"
"11824",3,"3","1",5,"3"
"11825",1,"1","1",3,"1"
"11826",3,"3","4",5,"3"
"11827",1,"1","1",1,"1"
"11828",1,"1","1",5,"1"
"11829",1,"1","2",1,"1"
"11830",4,"4","4",5,"4"
"11831",3,"3","4",5,"3"
"11832",2,"2","1",1,"2"
"11833",4,"4","1",5,"4"
"11834",2,"2","2",1,"2"
"11835",2,"2","1",2,"2"
"11836",1,"1","1",1,"1"
"11837",2,"2","5",5,"2"
"11838",1,"1","3",3,"1"
"11839",3,"3","4",1,"3"
"11840",5,"5","5",5,"5"
"11841",4,"4","2",4,"4"
"11842",3,"3","4",5,"3"
"11843",1,"1","5",5,"1"
"11844",4,"4","2",5,"4"
"11845",5,"3","4",5,"3"
"11846",1,"1","1",5,"1"
"11847",1,"1","1",5,"1"
"11848",2,"2","2",2,"2"
"11849",2,"2","2",3,"2"
"11850",2,"2","5",5,"2"
"11851",4,"4","2",3,"4"
"11852",5,"5","5",5,"5"
"11853",5,"5","5",5,"5"
"11854",2,"2","1",5,"2"
"11855",4,"4","1",3,"4"
"11856",1,"1","1",5,"1"
"11857",3,"3","5",5,"3"
"11858",1,"1","2",5,"1"
"11859",1,"1","1",5,"1"
"11860",3,"3","5",5,"3"
"11861",3,"3","5",5,"3"
"11862",1,"1","1",5,"1"
"11863",2,"2","5",5,"2"
"11864",5,"5","5",5,"5"
"11865",4,"4","5",5,"4"
"11866",1,"1","5",5,"1"
"11867",4,"4","4",4,"4"
"11868",2,"2","1",5,"2"
"11869",2,"2","4",5,"2"
"11870",1,"1","1",1,"1"
"11871",1,"1","1",3,"1"
"11872",4,"4","3",5,"4"
"11873",1,"1","1",1,"1"
"11874",1,"1","1",3,"1"
"11875",1,"1","1",5,"1"
"11876",1,"1","3",5,"1"
"11877",4,"4","2",1,"4"
"11878",2,"2","1",3,"2"
"11879",1,"1","1",1,"1"
"11880",5,"5","5",5,"5"
"11881",5,"5","5",5,"5"
"11882",5,"5","2",4,"5"
"11883",5,"5","5",5,"5"
"11884",1,"1","2",5,"1"
"11885",3,"3","5",1,"3"
"11886",3,"3","2",2,"3"
"11887",1,"1","2",5,"1"
"11888",4,"4","5",5,"4"
"11889",1,"1","5",5,"1"
"11890",5,"5","5",5,"5"
"11891",4,"4","4",5,"4"
"11892",5,"5","5",5,"5"
"11893",3,"3","2",5,"3"
"11894",5,"5","5",5,"5"
"11895",1,"1","1",1,"1"
"11896",5,"5","5",5,"5"
"11897",3,"3","5",3,"3"
"11898",2,"2","5",5,"2"
"11899",5,"5","5",5,"5"
"11900",2,"2","1",5,"2"
"11901",1,"1","1",1,"1"
"11902",1,"1","4",3,"1"
"11903",2,"2","1",5,"2"
"11904",3,"3","4",5,"3"
"11905",4,"4","5",5,"4"
"11906",1,"1","1",5,"1"
"11907",5,"5","5",5,"5"
"11908",3,"3","5",5,"3"
"11909",1,"1","1",5,"1"
"11910",3,"3","1",1,"3"
"11911",3,"3","5",5,"3"
"11912",5,"5","5",5,"5"
"11913",2,"2","5",5,"2"
"11914",2,"2","1",5,"2"
"11915",3,"3","1",5,"3"
"11916",4,"4","2",3,"4"
"11917",2,"2","2",1,"2"
"11918",3,"3","5",5,"3"
"11919",4,"4","1",5,"4"
"11920",3,"3","1",5,"3"
"11921",2,"2","3",2,"2"
"11922",2,"2","1",3,"2"
"11923",4,"4","5",5,"4"
"11924",4,"4","1",5,"4"
"11925",3,"3","5",5,"3"
"11926",3,"3","1",1,"3"
"11927",1,"1","5",5,"1"
"11928",3,"3","5",5,"3"
"11929",1,"1","1",1,"1"
"11930",2,"2","4",5,"2"
"11931",2,"2","1",3,"2"
"11932",1,"1","1",1,"1"
"11933",3,"3","1",5,"3"
"11934",3,"3","4",1,"3"
"11935",2,"2","1",5,"2"
"11936",4,"4","4",3,"4"
"11937",5,"5","5",5,"5"
"11938",1,"1","1",3,"1"
"11939",3,"3","1",5,"3"
"11940",1,"1","2",3,"1"
"11941",1,"1","1",5,"1"
"11942",1,"1","1",3,"1"
"11943",2,"2","1",5,"2"
"11944",2,"2","5",5,"2"
"11945",4,"4","5",5,"4"
"11946",1,"1","1",3,"1"
"11947",5,"5","2",5,"5"
"11948",4,"4","1",5,"4"
"11949",2,"2","2",3,"2"
"11950",5,"5","3",5,"5"
"11951",3,"3","4",5,"3"
"11952",5,"5","5",5,"5"
"11953",4,"4","5",5,"4"
"11954",3,"3","5",5,"3"
"11955",2,"2","4",5,"2"
"11956",4,"4","5",5,"4"
"11957",1,"1","2",5,"1"
"11958",4,"4","4",5,"4"
"11959",2,"2","1",3,"2"
"11960",4,"4","5",5,"4"
"11961",3,"3","4",5,"3"
"11962",2,"2","1",5,"2"
"11963",1,"1","1",5,"1"
"11964",5,"5","5",1,"5"
"11965",2,"2","4",5,"2"
"11966",5,"5","5",5,"5"
"11967",5,"5","5",5,"5"
"11968",2,"2","2",3,"2"
"11969",1,"1","1",1,"1"
"11970",2,"2","1",5,"2"
"11971",3,"3","5",5,"3"
"11972",4,"4","2",3,"4"
"11973",3,"3","3",3,"3"
"11974",5,"5","5",5,"5"
"11975",4,"4","1",4,"4"
"11976",2,"2","1",3,"2"
"11977",2,"2","2",3,"2"
"11978",1,"1","2",1,"1"
"11979",4,"4","5",5,"4"
"11980",5,"5","5",5,"5"
"11981",2,"2","1",5,"2"
"11982",4,"4","5",5,"4"
"11983",3,"3","5",5,"3"
"11984",1,"1","1",3,"1"
"11985",3,"3","1",5,"3"
"11986",5,"5","5",5,"3"
"11987",2,"2","1",3,"2"
"11988",4,"4","1",4,"4"
"11989",4,"4","3",5,"4"
"11990",5,"5","5",5,"5"
"11991",4,"4","3",3,"4"
"11992",2,"2","1",3,"2"
"11993",3,"3","5",5,"3"
"11994",3,"3","5",5,"3"
"11995",4,"4","5",5,"4"
"11996",4,"4","5",5,"4"
"11997",4,"4","1",5,"4"
"11998",1,"1","1",5,"1"
"11999",5,"5","5",5,"5"
"12000",5,"5","5",5,"5"
"12001",3,"3","5",5,"3"
"12002",4,"4","5",5,"4"
"12003",1,"1","2",1,"1"
"12004",5,"5","5",5,"5"
"12005",4,"4","1",5,"4"
"12006",4,"4","2",5,"4"
"12007",5,"5","5",5,"5"
"12008",5,"5","2",5,"5"
"12009",4,"4","5",5,"4"
"12010",5,"5","5",5,"5"
"12011",4,"4","1",5,"4"
"12012",3,"3","5",5,"3"
"12013",1,"1","1",3,"1"
"12014",4,"4","2",1,"4"
"12015",2,"2","2",3,"2"
"12016",3,"3","1",2,"3"
"12017",1,"1","1",1,"1"
"12018",4,"4","5",5,"4"
"12019",4,"4","2",5,"4"
"12020",5,"5","5",5,"5"
"12021",4,"4","5",5,"4"
"12022",3,"3","2",1,"3"
"12023",4,"4","5",5,"4"
"12024",3,"3","1",5,"3"
"12025",1,"1","1",3,"1"
"12026",5,"5","2",3,"1"
"12027",3,"3","2",5,"3"
"12028",3,"3","5",5,"3"
"12029",4,"4","1",3,"4"
"12030",3,"3","2",1,"3"
"12031",5,"5","5",5,"5"
"12032",5,"5","2",5,"5"
"12033",5,"5","5",5,"5"
"12034",2,"2","5",5,"2"
"12035",5,"5","5",5,"5"
"12036",1,"1","1",5,"1"
"12037",5,"4","1",5,"3"
"12038",3,"3","1",5,"4"
"12039",2,"2","5",5,"2"
"12040",4,"4","5",5,"4"
"12041",5,"5","5",5,"5"
"12042",4,"4","5",5,"4"
"12043",3,"3","5",5,"3"
"12044",5,"5","5",5,"5"
"12045",2,"2","5",5,"2"
"12046",4,"4","2",5,"4"
"12047",5,"5","5",5,"5"
"12048",5,"5","5",5,"5"
"12049",1,"1","1",5,"1"
"12050",5,"5","5",5,"5"
"12051",2,"2","5",5,"2"
"12052",3,"3","5",5,"3"
"12053",2,"2","5",5,"2"
"12054",4,"4","4",5,"4"
"12055",1,"1","1",3,"1"
"12056",2,"2","1",3,"2"
"12057",2,"2","1",5,"2"
"12058",5,"4","5",5,"4"
"12059",2,"2","1",2,"2"
"12060",3,"3","2",1,"3"
"12061",1,"1","1",1,"1"
"12062",3,"3","2",2,"3"
"12063",5,"5","1",1,"5"
"12064",2,"2","4",2,"2"
"12065",1,"1","1",3,"1"
"12066",2,"2","2",1,"2"
"12067",4,"4","4",5,"4"
"12068",2,"2","1",5,"2"
"12069",2,"2","1",5,"2"
"12070",5,"5","2",1,"5"
"12071",4,"4","1",5,"4"
"12072",4,"4","2",5,"4"
"12073",3,"3","1",1,"3"
"12074",1,"1","1",3,"1"
"12075",2,"2","1",3,"2"
"12076",2,"2","1",5,"2"
"12077",5,"5","5",5,"5"
"12078",4,"4","1",5,"4"
"12079",3,"3","5",5,"3"
"12080",4,"4","1",2,"4"
"12081",3,"3","4",5,"3"
"12082",1,"1","1",3,"1"
"12083",4,"4","1",5,"4"
"12084",3,"3","5",5,"3"
"12085",2,"2","1",3,"2"
"12086",3,"3","1",3,"3"
"12087",3,"3","3",5,"3"
"12088",2,"2","1",5,"2"
"12089",1,"1","5",5,"1"
"12090",4,"4","4",5,"4"
"12091",3,"3","1",5,"3"
"12092",2,"2","5",5,"2"
"12093",1,"1","2",5,"1"
"12094",4,"4","5",5,"4"
"12095",3,"3","2",5,"3"
"12096",4,"4","2",4,"4"
"12097",1,"1","1",3,"1"
"12098",1,"1","1",1,"1"
"12099",4,"4","1",4,"4"
"12100",4,"4","1",4,"4"
"12101",5,"5","5",5,"5"
"12102",3,"3","1",5,"3"
"12103",3,"3","4",5,"3"
"12104",5,"5","5",5,"5"
"12105",2,"2","1",5,"2"
"12106",2,"2","1",5,"2"
"12107",5,"5","3",5,"5"
"12108",2,"2","3",3,"2"
"12109",1,"1","1",5,"1"
"12110",3,"3","5",5,"3"
"12111",2,"2","4",5,"2"
"12112",1,"1","1",5,"1"
"12113",2,"2","2",3,"2"
"12114",2,"2","1",1,"2"
"12115",5,"5","3",5,"5"
"12116",1,"1","1",3,"1"
"12117",5,"5","5",5,"5"
"12118",4,"4","5",5,"4"
"12119",2,"2","1",5,"2"
"12120",3,"3","1",5,"3"
"12121",1,"1","1",1,"1"
"12122",4,"4","5",5,"4"
"12123",5,"5","5",5,"5"
"12124",4,"4","5",5,"4"
"12125",1,"1","1",3,"1"
"12126",1,"1","1",5,"1"
"12127",1,"1","1",3,"1"
"12128",3,"3","1",3,"3"
"12129",2,"2","1",3,"2"
"12130",5,"5","4",5,"5"
"12131",4,"4","1",5,"4"
"12132",4,"4","1",5,"4"
"12133",4,"4","2",3,"4"
"12134",3,"3","1",5,"3"
"12135",3,"3","5",5,"3"
"12136",1,"1","1",1,"1"
"12137",5,"5","5",5,"4"
"12138",1,"1","1",1,"1"
"12139",1,"1","1",1,"1"
"12140",2,"2","1",2,"2"
"12141",4,"4","2",5,"1"
"12142",1,"1","1",1,"1"
"12143",4,"4","5",5,"4"
"12144",1,"1","1",3,"1"
"12145",1,"1","4",3,"1"
"12146",4,"4","1",5,"4"
"12147",1,"1","4",3,"1"
"12148",5,"5","5",5,"5"
"12149",5,"5","5",5,"5"
"12150",5,"5","5",1,"5"
"12151",3,"3","1",1,"3"
"12152",3,"3","1",3,"3"
"12153",1,"1","1",3,"1"
"12154",3,"3","4",5,"3"
"12155",2,"2","1",3,"2"
"12156",1,"1","5",5,"1"
"12157",3,"3","1",5,"3"
"12158",5,"5","5",5,"5"
"12159",5,"5","5",5,"5"
"12160",4,"4","2",5,"4"
"12161",1,"1","1",1,"1"
"12162",5,"5","3",1,"5"
"12163",5,"5","5",5,"5"
"12164",5,"5","5",5,"5"
"12165",4,"4","3",5,"4"
"12166",1,"1","3",1,"1"
"12167",4,"4","5",5,"4"
"12168",2,"2","1",5,"2"
"12169",5,"5","5",5,"5"
"12170",2,"2","1",5,"2"
"12171",2,"2","2",5,"2"
"12172",5,"5","5",5,"5"
"12173",2,"2","1",5,"2"
"12174",5,"5","5",5,"5"
"12175",3,"3","1",3,"3"
"12176",2,"2","4",3,"2"
"12177",4,"4","1",5,"4"
"12178",3,"3","5",5,"3"
"12179",5,"5","5",1,"5"
"12180",1,"1","1",3,"1"
"12181",4,"4","4",5,"4"
"12182",2,"2","1",1,"2"
"12183",5,"5","5",5,"5"
"12184",4,"4","5",5,"4"
"12185",3,"3","5",5,"3"
"12186",1,"1","1",3,"1"
"12187",2,"2","1",5,"2"
"12188",1,"1","2",1,"1"
"12189",1,"1","1",1,"1"
"12190",4,"4","5",5,"4"
"12191",3,"3","5",5,"3"
"12192",3,"3","5",5,"3"
"12193",3,"3","3",3,"3"
"12194",3,"3","5",1,"3"
"12195",3,"3","4",3,"3"
"12196",2,"2","5",5,"2"
"12197",4,"4","5",5,"4"
"12198",5,"5","4",3,"5"
"12199",5,"5","5",5,"5"
"12200",3,"3","4",1,"3"
"12201",3,"3","1",3,"3"
"12202",5,"5","5",5,"5"
"12203",4,"4","5",5,"4"
"12204",3,"3","4",3,"3"
"12205",4,"4","3",5,"4"
"12206",1,"1","5",5,"1"
"12207",5,"5","5",5,"5"
"12208",2,"2","1",3,"2"
"12209",5,"5","5",5,"5"
"12210",5,"5","5",5,"5"
"12211",2,"2","2",5,"2"
"12212",5,"5","5",5,"5"
"12213",1,"1","1",5,"1"
"12214",2,"2","3",3,"2"
"12215",4,"4","3",5,"4"
"12216",2,"2","1",3,"2"
"12217",2,"2","2",1,"2"
"12218",1,"1","1",3,"1"
"12219",2,"2","2",2,"2"
"12220",2,"2","4",2,"2"
"12221",3,"3","3",1,"3"
"12222",2,"2","4",5,"2"
"12223",2,"2","1",5,"2"
"12224",4,"4","4",5,"4"
"12225",3,"3","5",5,"3"
"12226",3,"3","3",1,"3"
"12227",5,"5","5",5,"5"
"12228",2,"2","1",3,"2"
"12229",4,"4","1",5,"4"
"12230",2,"2","4",3,"2"
"12231",3,"3","5",5,"3"
"12232",2,"2","2",3,"2"
"12233",1,"1","3",5,"1"
"12234",5,"5","5",5,"5"
"12235",5,"5","5",5,"5"
"12236",5,"5","5",5,"5"
"12237",4,"4","1",5,"4"
"12238",5,"5","5",5,"5"
"12239",5,"5","5",5,"5"
"12240",2,"2","5",5,"2"
"12241",3,"3","2",2,"3"
"12242",2,"2","1",5,"2"
"12243",4,"4","2",5,"4"
"12244",1,"1","2",1,"1"
"12245",5,"5","5",5,"5"
"12246",1,"1","1",3,"1"
"12247",5,"5","5",5,"5"
"12248",4,"4","4",4,"4"
"12249",3,"3","4",5,"3"
"12250",3,"3","5",5,"3"
"12251",3,"3","5",1,"3"
"12252",2,"2","2",1,"2"
"12253",3,"3","5",1,"3"
"12254",5,"3","1",3,"3"
"12255",2,"2","1",5,"2"
"12256",1,"1","1",1,"1"
"12257",4,"4","5",5,"4"
"12258",4,"4","1",5,"4"
"12259",3,"3","1",5,"3"
"12260",4,"4","5",5,"4"
"12261",1,"1","1",1,"1"
"12262",3,"3","4",5,"3"
"12263",2,"2","1",3,"2"
"12264",1,"1","1",3,"1"
"12265",1,"1","1",3,"1"
"12266",5,"5","5",5,"5"
"12267",2,"2","2",2,"2"
"12268",5,"5","5",5,"5"
"12269",2,"2","1",5,"2"
"12270",5,"5","5",5,"5"
"12271",1,"1","1",3,"1"
"12272",5,"5","3",5,"5"
"12273",2,"2","1",5,"2"
"12274",2,"2","5",5,"2"
"12275",3,"3","5",5,"3"
"12276",4,"4","2",4,"4"
"12277",3,"3","5",5,"3"
"12278",5,"5","5",5,"5"
"12279",3,"3","5",5,"3"
"12280",3,"3","5",5,"3"
"12281",2,"2","1",3,"2"
"12282",5,"5","5",5,"5"
"12283",5,"5","5",5,"5"
"12284",1,"1","5",5,"1"
"12285",1,"1","1",1,"1"
"12286",3,"3","1",3,"3"
"12287",2,"2","5",5,"2"
"12288",5,"5","5",5,"5"
"12289",5,"5","1",5,"5"
"12290",4,"4","5",5,"4"
"12291",2,"2","1",5,"2"
"12292",1,"1","1",1,"1"
"12293",3,"3","1",5,"3"
"12294",4,"4","5",5,"4"
"12295",3,"3","5",5,"3"
"12296",2,"2","1",5,"2"
"12297",3,"3","5",5,"3"
"12298",2,"2","1",5,"2"
"12299",3,"3","1",3,"3"
"12300",3,"3","1",5,"3"
"12301",5,"5","5",5,"5"
"12302",2,"2","5",5,"2"
"12303",1,"1","2",1,"1"
"12304",2,"2","2",5,"2"
"12305",4,"4","2",1,"4"
"12306",1,"1","1",3,"1"
"12307",3,"3","1",5,"3"
"12308",3,"3","2",5,"3"
"12309",5,"5","5",5,"5"
"12310",4,"4","1",5,"4"
"12311",1,"1","5",5,"1"
"12312",4,"4","5",5,"4"
"12313",2,"2","4",1,"2"
"12314",5,"5","5",5,"5"
"12315",2,"2","2",1,"2"
"12316",2,"2","3",5,"2"
"12317",3,"3","1",5,"3"
"12318",5,"5","5",5,"5"
"12319",3,"3","5",5,"3"
"12320",4,"4","5",5,"4"
"12321",3,"3","5",5,"3"
"12322",2,"2","1",3,"2"
"12323",1,"1","1",5,"1"
"12324",1,"1","1",3,"1"
"12325",3,"3","2",1,"3"
"12326",2,"2","1",5,"2"
"12327",1,"1","1",5,"1"
"12328",1,"1","1",3,"1"
"12329",4,"4","4",5,"4"
"12330",5,"5","5",5,"5"
"12331",3,"3","5",5,"3"
"12332",4,"4","5",5,"4"
"12333",1,"1","1",5,"1"
"12334",3,"3","5",5,"4"
"12335",4,"4","2",3,"4"
"12336",5,"5","1",5,"4"
"12337",5,"5","5",5,"4"
"12338",4,"4","5",5,"4"
"12339",1,"1","1",5,"1"
"12340",5,"5","5",5,"5"
"12341",2,"2","1",5,"2"
"12342",5,"5","5",5,"5"
"12343",5,"5","4",5,"5"
"12344",5,"5","5",5,"5"
"12345",3,"3","5",5,"3"
"12346",5,"5","1",5,"5"
"12347",4,"4","5",5,"4"
"12348",1,"1","1",5,"1"
"12349",2,"2","1",3,"2"
"12350",5,"5","4",3,"5"
"12351",3,"3","1",5,"3"
"12352",3,"3","5",5,"3"
"12353",1,"1","4",5,"1"
"12354",5,"5","4",2,"5"
"12355",5,"5","5",5,"5"
"12356",2,"2","1",5,"2"
"12357",2,"2","1",5,"2"
"12358",3,"3","1",5,"3"
"12359",4,"4","5",5,"4"
"12360",2,"2","1",5,"2"
"12361",2,"2","5",5,"2"
"12362",2,"2","5",5,"2"
"12363",2,"2","2",3,"2"
"12364",1,"1","1",1,"1"
"12365",5,"3","5",5,"5"
"12366",4,"4","1",5,"4"
"12367",2,"2","5",5,"2"
"12368",2,"2","4",3,"2"
"12369",2,"2","5",5,"2"
"12370",5,"5","5",5,"3"
"12371",5,"5","1",5,"5"
"12372",2,"2","1",3,"2"
"12373",2,"2","4",3,"2"
"12374",5,"5","5",5,"5"
"12375",2,"2","1",5,"2"
"12376",1,"1","5",5,"1"
"12377",5,"5","1",5,"4"
"12378",4,"4","5",5,"4"
"12379",1,"1","1",1,"1"
"12380",3,"3","4",5,"5"
"12381",2,"2","1",3,"2"
"12382",4,"4","5",5,"4"
"12383",3,"3","1",5,"3"
"12384",5,"5","5",5,"5"
"12385",4,"4","5",5,"4"
"12386",5,"5","3",3,"5"
"12387",2,"2","5",5,"2"
"12388",2,"2","1",3,"2"
"12389",3,"3","5",5,"3"
"12390",4,"4","2",3,"4"
"12391",2,"2","5",5,"2"
"12392",2,"2","1",3,"2"
"12393",2,"2","4",5,"2"
"12394",5,"5","5",5,"5"
"12395",1,"1","1",1,"1"
"12396",5,"5","5",5,"5"
"12397",5,"5","5",5,"5"
"12398",1,"1","1",1,"1"
"12399",4,"4","4",5,"4"
"12400",5,"5","5",5,"5"
"12401",1,"1","5",5,"1"
"12402",1,"1","1",5,"1"
"12403",5,"5","5",5,"5"
"12404",4,"4","4",1,"4"
"12405",1,"1","1",3,"1"
"12406",2,"2","1",3,"2"
"12407",1,"1","1",3,"1"
"12408",3,"3","5",5,"3"
"12409",3,"3","5",5,"3"
"12410",1,"1","1",3,"1"
"12411",5,"5","5",5,"5"
"12412",3,"3","5",5,"3"
"12413",2,"2","1",5,"2"
"12414",5,"5","5",5,"5"
"12415",2,"2","4",5,"2"
"12416",5,"5","1",5,"5"
"12417",1,"1","5",5,"1"
"12418",4,"4","4",4,"4"
"12419",4,"4","1",4,"4"
"12420",4,"4","3",5,"4"
"12421",2,"2","2",3,"2"
"12422",3,"3","5",5,"3"
"12423",1,"1","5",5,"1"
"12424",3,"3","3",1,"3"
"12425",1,"1","3",5,"1"
"12426",2,"2","1",5,"2"
"12427",4,"4","5",5,"4"
"12428",3,"3","1",5,"3"
"12429",5,"5","3",1,"5"
"12430",4,"4","5",5,"4"
"12431",1,"1","1",5,"1"
"12432",5,"5","5",5,"5"
"12433",2,"2","2",3,"2"
"12434",2,"2","1",2,"2"
"12435",3,"3","5",5,"3"
"12436",2,"2","2",1,"2"
"12437",5,"5","5",5,"5"
"12438",1,"1","3",5,"1"
"12439",5,"5","2",5,"5"
"12440",1,"1","1",3,"1"
"12441",4,"4","5",5,"4"
"12442",5,"5","5",5,"5"
"12443",3,"3","5",5,"3"
"12444",1,"1","4",3,"1"
"12445",4,"4","3",3,"4"
"12446",5,"5","5",5,"5"
"12447",4,"4","1",5,"4"
"12448",4,"4","5",5,"4"
"12449",3,"3","5",5,"3"
"12450",1,"1","2",5,"1"
"12451",4,"4","1",3,"4"
"12452",2,"2","1",5,"2"
"12453",4,"4","5",5,"4"
"12454",4,"4","5",5,"4"
"12455",2,"2","5",5,"2"
"12456",2,"2","2",1,"2"
"12457",2,"2","2",1,"2"
"12458",5,"5","5",5,"5"
"12459",2,"2","2",1,"2"
"12460",2,"2","1",1,"2"
"12461",5,"5","4",5,"5"
"12462",3,"3","3",3,"3"
"12463",5,"5","5",5,"4"
"12464",3,"3","1",5,"3"
"12465",4,"4","5",5,"4"
"12466",4,"4","5",5,"4"
"12467",3,"3","1",5,"3"
"12468",2,"2","1",3,"2"
"12469",4,"4","2",5,"4"
"12470",2,"2","2",5,"2"
"12471",1,"1","1",3,"1"
"12472",2,"2","1",5,"2"
"12473",5,"5","5",5,"5"
"12474",3,"3","5",5,"3"
"12475",4,"4","5",5,"4"
"12476",1,"1","2",3,"1"
"12477",5,"5","1",1,"5"
"12478",4,"4","5",5,"4"
"12479",5,"5","5",5,"5"
"12480",4,"4","1",4,"4"
"12481",2,"2","1",1,"2"
"12482",4,"4","5",5,"4"
"12483",3,"3","5",5,"3"
"12484",4,"4","4",5,"4"
"12485",4,"4","5",5,"4"
"12486",3,"3","2",2,"3"
"12487",1,"1","2",3,"1"
"12488",1,"1","1",5,"1"
"12489",1,"1","1",1,"1"
"12490",1,"1","1",5,"1"
"12491",3,"3","1",5,"3"
"12492",1,"1","1",3,"1"
"12493",1,"1","1",3,"1"
"12494",4,"4","4",5,"4"
"12495",5,"5","1",4,"5"
"12496",5,"5","2",5,"5"
"12497",5,"5","5",5,"5"
"12498",5,"5","5",5,"5"
"12499",3,"3","5",5,"3"
"12500",2,"2","1",3,"2"
"12501",4,"4","3",2,"4"
"12502",4,"4","1",1,"4"
"12503",2,"2","2",1,"2"
"12504",5,"5","5",5,"5"
"12505",4,"4","5",5,"4"
"12506",1,"1","1",1,"1"
"12507",5,"5","1",5,"5"
"12508",1,"1","1",5,"1"
"12509",4,"4","1",2,"4"
"12510",2,"2","5",5,"2"
"12511",4,"4","5",5,"4"
"12512",2,"2","1",3,"2"
"12513",5,"5","5",5,"5"
"12514",3,"3","5",5,"3"
"12515",5,"5","4",5,"5"
"12516",4,"4","2",2,"4"
"12517",3,"3","5",1,"3"
"12518",4,"4","5",5,"4"
"12519",1,"1","5",5,"1"
"12520",4,"4","2",5,"4"
"12521",1,"1","1",1,"1"
"12522",4,"4","4",5,"4"
"12523",4,"4","4",1,"4"
"12524",3,"3","4",5,"3"
"12525",5,"5","5",5,"5"
"12526",5,"5","5",5,"5"
"12527",2,"2","1",5,"2"
"12528",2,"2","2",5,"2"
"12529",5,"5","5",5,"5"
"12530",5,"5","5",5,"5"
"12531",4,"4","5",5,"4"
"12532",4,"4","5",5,"4"
"12533",2,"2","1",3,"2"
"12534",2,"2","2",1,"2"
"12535",1,"1","1",1,"1"
"12536",2,"2","2",2,"2"
"12537",2,"2","1",3,"2"
"12538",1,"1","1",5,"1"
"12539",5,"5","5",5,"5"
"12540",2,"2","4",5,"2"
"12541",2,"2","1",5,"2"
"12542",2,"2","5",5,"2"
"12543",4,"4","4",3,"4"
"12544",3,"3","4",5,"3"
"12545",3,"3","1",5,"3"
"12546",5,"5","5",5,"5"
"12547",4,"4","2",5,"4"
"12548",1,"1","1",3,"1"
"12549",5,"5","5",5,"5"
"12550",3,"3","4",5,"3"
"12551",3,"3","4",5,"3"
"12552",4,"4","5",5,"4"
"12553",4,"4","5",5,"4"
"12554",5,"5","5",5,"5"
"12555",4,"4","4",2,"4"
"12556",3,"3","5",5,"3"
"12557",3,"3","5",5,"3"
"12558",5,"5","5",5,"5"
"12559",2,"2","4",5,"2"
"12560",1,"1","1",5,"1"
"12561",4,"4","1",5,"4"
"12562",3,"3","5",5,"3"
"12563",1,"1","1",3,"1"
"12564",1,"1","2",5,"1"
"12565",1,"1","1",3,"1"
"12566",1,"1","1",1,"1"
"12567",1,"1","2",1,"1"
"12568",5,"5","5",5,"5"
"12569",3,"3","2",5,"3"
"12570",4,"4","4",5,"4"
"12571",3,"3","2",1,"3"
"12572",5,"5","1",5,"5"
"12573",3,"3","4",5,"3"
"12574",2,"2","1",1,"2"
"12575",4,"4","5",5,"4"
"12576",4,"4","1",5,"4"
"12577",4,"4","5",5,"4"
"12578",5,"5","5",5,"5"
"12579",2,"2","3",3,"2"
"12580",1,"1","1",3,"1"
"12581",4,"4","1",3,"1"
"12582",3,"3","5",5,"3"
"12583",1,"1","1",5,"1"
"12584",3,"3","5",5,"3"
"12585",1,"1","1",5,"1"
"12586",2,"2","5",5,"2"
"12587",3,"3","2",1,"3"
"12588",5,"5","5",5,"5"
"12589",4,"4","5",5,"4"
