,test_data.respon,predRF,predC50,predSVM,predNB
2225,5,5,5,5,5
2226,5,5,5,5,5
2227,5,5,5,5,5
2228,3,3,5,5,1
2229,5,5,5,5,4
2230,5,5,5,5,5
2231,5,5,5,5,5
2232,3,5,4,5,3
2233,5,5,5,5,5
2234,5,5,5,5,5
2235,4,3,5,1,2
2236,5,5,5,5,5
2237,2,2,2,1,2
2238,5,5,5,3,2
2239,1,1,1,1,1
2240,5,5,4,5,4
2241,4,4,5,5,1
2242,3,3,3,5,5
2243,5,5,5,5,5
2244,5,5,5,5,5
2245,1,3,3,1,1
2246,5,5,5,5,5
2247,5,5,5,5,4
2248,5,5,5,5,5
2249,5,5,5,5,5
2250,5,5,5,5,4
2251,5,5,5,5,4
2252,5,5,5,5,5
2253,5,5,5,5,4
2254,5,5,5,5,2
2255,5,5,5,5,5
2256,5,5,5,5,5
2257,5,5,5,5,5
2258,5,5,5,5,5
2259,1,4,3,1,1
2260,5,5,5,5,5
2261,3,3,3,5,5
2262,4,4,4,3,2
2263,5,3,5,5,1
2264,5,5,5,5,5
2265,3,3,3,5,5
2266,5,5,5,5,5
2267,3,3,3,5,5
2268,4,4,4,5,5
2269,5,5,5,5,1
2270,4,4,4,1,1
2271,2,5,5,5,5
2272,4,4,4,5,5
2273,4,4,4,5,4
2274,5,5,5,5,5
2275,5,5,3,5,5
2276,5,5,5,5,5
2277,5,5,5,5,5
2278,5,5,5,5,5
2279,5,5,5,5,5
2280,5,5,5,5,5
2281,5,5,5,5,5
2282,5,5,5,5,5
2283,5,5,5,5,5
2284,5,5,5,5,5
2285,5,5,5,5,5
2286,5,5,5,5,5
2287,5,5,5,5,5
2288,4,4,4,5,4
2289,5,5,5,5,5
2290,5,5,5,5,2
2291,1,3,3,3,1
2292,5,5,5,5,1
2293,5,5,5,5,5
2294,4,4,4,5,5
2295,3,3,3,5,2
2296,5,5,5,5,1
2297,5,5,5,5,5
2298,5,5,5,5,5
2299,3,3,5,5,3
2300,5,5,5,5,5
2301,5,5,5,5,5
2302,4,4,4,5,2
2303,5,5,5,5,1
2304,5,5,5,5,5
2305,2,3,3,3,1
2306,5,5,3,5,5
2307,5,5,5,5,5
2308,5,5,5,5,4
2309,5,5,5,5,5
2310,3,5,5,5,5
2311,5,5,5,5,5
2312,5,5,5,4,5
2313,4,4,4,5,5
2314,5,5,5,5,5
2315,5,5,5,5,5
2316,5,5,5,5,5
2317,5,5,5,5,5
2318,4,4,4,5,4
2319,4,4,4,5,5
2320,5,5,5,5,5
2321,5,3,5,3,1
2322,2,2,2,5,4
2323,3,3,3,3,4
2324,3,5,5,3,1
2325,5,5,5,5,5
2326,5,5,5,5,2
2327,5,5,5,5,5
2328,5,2,5,3,1
2329,5,5,5,5,1
2330,3,3,5,5,5
2331,3,3,3,5,2
2332,5,5,5,5,5
2333,2,4,4,1,1
2334,5,5,5,5,5
2335,5,5,5,5,4
2336,5,5,5,5,4
2337,3,3,3,5,5
2338,2,5,5,3,1
2339,5,5,5,5,5
2340,5,5,5,5,5
2341,4,4,4,5,5
2342,4,4,4,5,5
2343,5,5,5,5,2
2344,5,5,5,5,4
2345,3,5,5,1,1
2346,5,5,5,1,1
2347,5,5,5,5,5
2348,5,5,5,5,5
2349,5,5,5,5,5
2350,4,4,4,5,4
2351,5,5,5,5,4
2352,3,1,1,5,5
2353,5,5,5,5,5
2354,3,3,3,2,2
2355,5,5,5,5,5
2356,5,4,4,1,1
2357,5,5,5,5,5
2358,5,5,5,5,5
2359,5,5,5,5,4
2360,5,5,5,5,5
2361,5,5,5,5,4
2362,5,5,5,1,3
2363,4,4,4,5,5
2364,3,1,1,5,1
2365,5,5,5,5,5
2366,4,5,5,5,5
2367,5,5,5,5,5
2368,3,3,1,1,1
2369,5,5,5,5,5
2370,5,5,5,5,5
2371,5,5,5,5,5
2372,3,5,5,5,5
2373,3,3,3,5,5
2374,4,4,4,5,5
2375,5,5,5,5,5
2376,5,5,5,5,5
2377,5,5,5,4,5
2378,5,5,5,5,5
2379,5,3,5,5,1
2380,2,3,3,5,1
2381,5,5,5,5,5
2382,5,5,5,5,5
2383,5,5,5,4,4
2384,4,4,4,5,4
2385,5,5,5,5,5
2386,5,5,5,5,5
2387,5,5,5,5,5
2388,5,5,5,5,5
2389,3,5,5,5,5
2390,2,2,3,3,1
2391,5,5,5,5,5
2392,5,5,5,1,5
2393,3,3,3,5,5
2394,5,5,5,5,5
2395,5,5,5,5,5
2396,5,5,5,5,5
2397,5,5,5,5,5
2398,5,5,5,5,5
2399,5,5,5,5,5
2400,2,2,2,2,2
2401,5,5,3,3,1
2402,1,4,1,1,1
2403,5,5,5,5,5
2404,5,5,5,5,5
2405,5,5,5,5,5
2406,5,5,5,5,5
2407,3,5,5,5,5
2408,5,5,5,5,5
2409,5,5,5,5,5
2410,5,5,5,5,5
2411,3,3,3,5,5
2412,5,5,5,5,5
2413,3,3,3,5,5
2414,5,5,5,1,5
2415,5,5,5,5,5
2416,5,5,5,5,4
2417,5,5,5,5,5
2418,4,4,4,5,5
2419,5,5,5,5,5
2420,5,5,5,5,5
2421,5,5,5,5,5
2422,5,5,5,5,1
2423,5,5,5,5,5
2424,5,5,5,5,4
2425,3,5,5,5,1
2426,5,5,5,5,5
2427,5,5,5,4,3
2428,5,5,5,5,5
2429,5,5,5,5,4
2430,5,5,5,5,5
2431,5,5,5,4,5
2432,4,5,5,5,2
2433,5,5,5,5,2
2434,5,5,3,5,5
2435,5,4,5,1,1
2436,4,4,4,5,1
2437,5,5,5,5,5
2438,3,3,3,1,1
2439,5,5,5,5,5
2440,5,5,5,5,4
2441,5,5,4,5,5
2442,3,3,3,5,1
2443,5,5,5,5,5
2444,5,5,5,4,5
2445,5,5,5,5,5
2446,5,5,5,5,5
2447,5,5,5,5,5
2448,5,5,5,5,5
2449,5,5,5,5,5
2450,3,5,3,3,1
2451,5,5,5,5,5
2452,5,5,5,5,2
2453,5,5,5,5,5
2454,5,5,5,5,5
2455,5,5,5,5,5
2456,2,2,4,5,1
2457,5,5,4,5,2
2458,5,5,5,5,5
2459,5,3,3,1,1
2460,4,4,4,5,5
2461,5,5,5,5,5
2462,5,4,4,3,2
2463,5,5,5,5,5
2464,2,2,4,3,1
2465,5,5,5,5,5
2466,5,5,5,5,3
2467,5,5,5,5,5
2468,3,3,3,5,5
2469,5,5,5,5,1
2470,5,3,3,3,1
2471,3,5,5,5,1
2472,3,3,3,5,3
2473,2,2,2,5,5
2474,5,5,5,5,5
2475,5,5,5,5,5
2476,5,5,4,5,1
2477,5,5,5,5,5
2478,2,2,2,1,1
2479,5,5,5,5,5
2480,5,3,3,5,1
2481,4,4,4,5,4
2482,4,4,4,5,5
2483,5,5,5,5,5
2484,5,5,5,5,5
2485,5,5,5,5,4
2486,4,4,4,5,4
2487,5,5,5,5,5
2488,5,5,5,5,5
2489,5,5,5,5,5
2490,5,5,5,5,5
2491,5,5,5,5,5
2492,2,2,2,3,2
2493,5,5,5,5,5
2494,5,5,5,5,5
2495,5,5,5,5,5
2496,4,4,4,3,2
2497,5,5,5,5,5
2498,5,5,5,5,5
2499,5,5,5,5,5
2500,5,5,5,5,5
2501,5,5,5,5,5
2502,5,5,5,5,5
2503,3,3,5,5,5
2504,5,5,5,5,5
2505,5,5,5,1,1
2506,5,5,5,5,5
2507,5,5,5,5,5
2508,5,5,5,5,5
2509,4,2,3,3,1
2510,5,5,5,5,5
2511,1,5,1,3,1
2512,5,5,5,5,5
2513,5,5,5,5,5
2514,2,1,3,1,1
2515,2,5,5,5,5
2516,5,5,5,5,1
2517,5,5,5,5,5
2518,4,4,4,5,5
2519,3,5,5,5,5
2520,5,5,4,5,5
2521,5,5,5,5,5
2522,2,5,4,5,2
2523,5,5,5,1,1
2524,5,3,5,1,1
2525,3,3,3,5,5
2526,5,5,5,5,5
2527,5,5,5,3,2
2528,5,5,5,4,5
2529,5,5,5,5,5
2530,5,5,5,5,5
2531,5,5,5,5,5
2532,4,4,5,5,1
2533,5,5,5,5,5
2534,3,5,5,5,1
2535,5,5,5,5,5
2536,5,5,5,5,1
2537,5,5,5,2,3
2538,5,5,5,5,5
2539,5,5,5,5,5
2540,5,5,5,5,5
2541,5,5,5,5,5
2542,5,5,5,5,4
2543,4,4,4,2,4
2544,2,4,4,5,1
2545,5,5,5,5,5
2546,4,5,5,5,1
2547,5,5,5,5,5
2548,4,4,4,5,5
2549,5,5,5,5,5
2550,2,1,5,3,1
2551,2,5,3,1,1
2552,5,5,5,5,5
2553,5,5,5,5,5
2554,4,5,4,5,1
2555,1,5,5,5,2
2556,4,4,4,4,4
2557,3,3,1,3,1
2558,5,5,5,5,2
2559,4,5,5,5,5
2560,5,5,5,5,5
2561,5,5,5,5,5
2562,5,5,5,5,5
2563,5,5,5,5,5
2564,3,3,3,5,1
2565,4,4,4,5,5
2566,5,5,5,4,5
2567,3,3,5,5,1
2568,3,4,1,1,1
2569,5,5,5,5,5
2570,5,5,5,5,5
2571,3,3,1,5,1
2572,5,5,5,5,5
2573,4,4,4,5,5
2574,4,5,3,3,1
2575,3,3,3,5,1
2576,5,5,5,5,4
2577,5,5,5,5,5
2578,5,5,5,5,4
2579,5,5,5,5,5
2580,5,5,5,5,5
2581,4,4,5,5,5
2582,5,3,3,5,1
2583,3,3,3,5,2
2584,2,4,5,5,5
2585,5,5,5,5,5
2586,5,5,5,5,1
2587,5,5,5,5,5
2588,4,4,2,5,1
2589,1,2,2,5,5
2590,5,5,5,4,5
2591,4,5,5,1,1
2592,5,5,5,1,1
2593,5,5,5,5,5
2594,5,5,5,5,5
2595,5,5,5,5,5
2596,5,5,5,5,5
2597,4,3,5,5,1
2598,5,5,5,5,5
2599,4,5,2,5,2
2600,5,5,5,5,5
2601,4,1,1,1,1
2602,5,5,5,5,5
2603,5,5,5,5,5
2604,5,5,5,5,3
2605,5,5,5,5,5
2606,5,5,5,5,5
2607,4,4,4,4,5
2608,5,5,5,4,5
2609,3,3,5,3,1
2610,5,5,5,5,5
2611,4,4,4,5,5
2612,5,5,5,5,5
2613,5,5,5,5,5
2614,5,5,5,5,5
2615,5,5,5,5,5
2616,5,5,5,5,2
2617,5,5,5,5,5
2618,5,5,5,5,5
2619,5,5,5,1,5
2620,4,5,5,3,1
2621,5,5,5,5,5
2622,5,5,5,5,5
2623,5,5,5,5,5
2624,2,4,2,1,1
2625,4,4,4,1,2
2626,5,5,5,5,5
2627,5,5,5,5,3
2628,4,4,4,5,5
2629,5,5,5,5,4
2630,5,5,5,5,5
2631,4,4,4,4,2
2632,5,5,5,5,5
2633,5,5,5,5,5
2634,5,5,5,5,5
2635,5,5,5,5,5
2636,5,5,5,5,5
2637,3,3,3,5,5
2638,3,3,5,5,5
2639,5,5,5,5,5
2640,5,5,5,5,5
2641,4,4,4,5,4
2642,4,4,5,5,5
2643,5,5,5,5,1
2644,4,4,4,1,1
2645,2,3,3,5,2
2646,5,5,5,5,5
2647,4,4,2,1,2
2648,2,5,5,5,2
2649,1,1,1,5,4
2650,5,5,5,5,5
2651,2,4,4,5,2
2652,5,5,5,5,5
2653,4,5,5,5,1
2654,5,5,5,5,5
2655,3,3,3,5,5
2656,5,2,5,5,1
2657,5,5,5,5,4
2658,4,5,5,5,2
2659,4,4,4,3,1
2660,5,5,5,5,5
2661,5,5,5,5,5
2662,5,5,5,5,5
2663,5,5,5,5,5
2664,5,5,5,5,5
2665,5,5,5,5,5
2666,5,5,5,5,4
2667,1,3,5,5,1
2668,1,3,3,5,5
2669,3,3,3,5,4
2670,3,3,3,1,1
2671,5,5,5,5,5
2672,1,5,3,3,1
2673,5,5,5,5,5
2674,4,4,4,5,5
2675,5,5,5,4,5
2676,5,5,5,5,4
2677,5,5,5,5,4
2678,4,4,4,5,5
2679,3,5,5,5,5
2680,5,5,5,5,5
2681,5,5,5,5,5
2682,5,5,5,5,5
2683,5,5,5,5,5
2684,5,5,5,5,5
2685,5,5,5,5,2
2686,5,5,5,5,5
2687,5,5,5,5,5
2688,5,5,5,5,5
2689,4,4,4,5,5
2690,5,5,5,5,4
2691,5,5,5,5,5
2692,3,3,1,1,1
2693,5,5,5,5,5
2694,4,4,2,5,1
2695,5,5,5,5,3
2696,3,5,5,5,5
2697,5,5,5,5,5
2698,5,5,5,5,5
2699,3,5,3,5,5
2700,1,5,3,1,1
2701,4,4,5,5,2
2702,5,5,5,1,5
2703,3,3,3,5,2
2704,5,5,5,5,5
2705,4,4,4,3,1
2706,5,5,5,5,2
2707,5,5,5,5,5
2708,5,5,5,5,2
2709,5,5,4,3,1
2710,5,5,5,5,5
2711,4,4,4,5,2
2712,5,5,5,5,5
2713,5,5,5,5,5
2714,5,5,5,5,5
2715,5,5,5,5,5
2716,5,5,5,5,5
2717,5,5,5,4,5
2718,1,1,3,1,1
2719,5,5,5,5,5
2720,5,5,5,5,5
2721,1,3,3,1,1
2722,5,5,5,5,5
2723,5,5,5,5,5
2724,4,4,4,5,5
2725,4,4,4,5,5
2726,5,5,5,5,5
2727,5,5,5,5,1
2728,5,4,4,3,1
2729,5,5,5,3,1
2730,5,5,5,5,5
2731,5,5,5,5,5
2732,5,5,5,5,5
2733,5,5,5,4,2
2734,5,5,5,5,5
2735,5,5,5,5,5
2736,5,5,5,5,5
2737,4,4,1,3,1
2738,5,5,5,5,2
2739,5,5,5,5,5
2740,4,5,5,5,2
2741,5,4,5,5,1
2742,5,5,5,5,5
2743,5,5,5,3,1
2744,4,2,4,3,2
2745,5,5,5,5,5
2746,5,5,5,5,5
2747,5,5,5,5,1
2748,4,5,5,5,1
2749,5,5,5,5,5
2750,5,5,5,4,4
2751,4,1,3,3,1
2752,5,5,5,5,5
2753,5,5,5,5,5
2754,5,5,4,5,1
2755,2,4,4,5,2
2756,5,5,5,5,5
2757,5,5,5,1,5
2758,5,5,5,5,5
2759,5,5,5,5,5
2760,3,3,5,1,1
2761,5,5,5,5,5
2762,4,4,4,5,3
2763,5,5,5,5,5
2764,5,5,5,5,5
2765,5,5,5,5,5
2766,5,5,5,5,5
2767,5,5,5,1,1
2768,4,4,4,5,5
2769,5,5,5,5,5
2770,5,5,5,5,5
2771,5,5,5,5,5
2772,5,5,5,5,5
2773,5,5,5,5,5
2774,5,5,5,5,5
2775,2,2,4,3,2
2776,3,3,5,5,2
2777,5,5,5,5,5
2778,5,5,5,5,5
2779,4,4,4,5,1
2780,5,5,5,5,1
2781,5,5,5,5,5
2782,4,4,4,5,5
2783,5,5,5,5,5
2784,5,5,5,5,5
2785,5,5,5,5,5
2786,5,5,5,5,5
2787,5,5,5,4,5
2788,5,5,5,5,5
2789,3,3,3,5,5
2790,5,5,5,5,5
2791,5,5,5,5,5
2792,3,5,5,5,5
2793,5,5,3,5,5
2794,5,5,5,5,5
2795,5,5,5,4,5
2796,5,5,5,5,5
2797,5,5,5,2,3
2798,4,4,4,5,5
2799,3,5,3,5,5
2800,3,3,3,5,3
2801,5,5,5,5,1
2802,5,5,5,5,2
2803,5,5,5,5,5
2804,4,4,4,5,5
2805,4,4,4,3,1
2806,1,4,5,5,2
2807,5,5,5,5,5
2808,4,4,4,5,5
2809,5,5,5,5,5
2810,5,5,5,5,5
2811,5,5,5,5,5
2812,5,5,5,5,5
2813,5,5,5,5,5
2814,5,5,5,5,5
2815,5,5,5,5,5
2816,5,5,5,5,5
2817,5,5,5,5,5
2818,4,4,4,5,1
2819,4,4,4,5,5
2820,5,5,5,5,5
2821,5,5,5,5,5
2822,5,5,5,5,5
2823,5,5,4,5,5
2824,2,1,1,1,1
2825,5,5,5,1,5
2826,5,5,5,5,4
2827,4,4,4,5,5
2828,5,5,5,5,5
2829,5,5,5,5,5
2830,4,5,5,3,1
2831,5,5,5,5,5
2832,5,5,5,5,3
2833,5,5,5,5,5
2834,3,3,3,5,5
2835,5,5,5,5,5
2836,3,3,3,5,5
2837,5,1,1,1,1
2838,5,5,5,5,5
2839,4,4,5,3,1
2840,5,5,5,5,5
2841,5,5,5,5,2
2842,3,3,3,5,5
2843,5,5,5,4,5
2844,4,4,5,5,1
2845,5,5,5,5,5
2846,4,4,4,5,5
2847,5,5,5,5,5
2848,5,5,5,5,5
2849,5,5,5,5,5
2850,5,5,5,5,5
2851,5,5,5,5,4
2852,5,5,5,5,5
2853,5,5,5,5,5
2854,5,5,5,5,5
2855,5,5,5,5,5
2856,5,5,5,5,5
2857,5,5,5,5,3
2858,4,4,3,5,1
2859,5,5,5,5,5
2860,5,5,5,5,5
2861,5,5,5,5,5
2862,5,5,5,5,5
2863,5,5,5,5,5
2864,5,5,5,5,5
2865,5,5,5,5,5
2866,4,3,5,5,2
2867,5,5,5,5,5
2868,5,5,5,5,5
2869,4,4,4,5,2
2870,5,5,5,5,5
2871,5,5,5,5,5
2872,5,5,5,5,2
2873,5,5,5,5,5
2874,5,5,5,5,5
2875,4,4,4,5,4
2876,5,5,5,5,5
2877,2,2,2,5,4
2878,5,5,5,5,1
2879,5,5,5,5,2
2880,5,5,5,5,5
2881,4,5,5,1,3
2882,1,1,2,1,1
2883,4,4,4,5,5
2884,5,5,5,5,5
2885,5,5,5,5,5
2886,5,5,5,5,5
2887,5,5,5,5,5
2888,4,4,4,5,5
2889,4,4,5,5,2
2890,5,5,3,5,5
2891,5,5,5,5,4
2892,5,5,5,5,5
2893,3,3,4,5,2
2894,3,3,3,5,5
2895,3,5,5,5,2
2896,3,5,5,5,5
2897,5,5,5,5,5
2898,5,5,5,5,5
2899,5,5,5,3,1
2900,5,5,5,5,5
2901,3,5,5,5,5
2902,5,5,5,5,5
2903,5,5,5,5,5
2904,5,5,5,5,5
2905,5,5,5,5,5
2906,5,5,5,5,5
2907,2,1,3,5,1
2908,5,5,5,5,5
2909,5,5,5,5,5
2910,5,5,5,5,3
2911,5,5,5,5,2
2912,5,5,5,5,5
2913,5,5,5,5,5
2914,2,1,3,1,1
2915,3,3,3,5,5
2916,4,4,4,5,5
2917,5,5,5,5,5
2918,3,5,2,1,1
2919,5,5,5,5,5
2920,2,2,2,3,2
2921,1,5,2,1,1
2922,5,5,5,5,4
2923,5,5,5,5,5
2924,4,4,4,5,2
2925,5,3,5,5,1
2926,4,4,4,5,5
2927,3,5,5,5,5
2928,5,5,5,5,5
2929,5,5,5,4,5
2930,5,5,5,5,5
2931,5,5,5,5,5
2932,5,5,5,5,5
2933,5,5,5,5,5
2934,2,1,3,3,1
2935,5,5,5,5,5
2936,5,5,5,5,1
2937,5,5,5,1,3
2938,2,2,3,5,4
2939,4,3,5,5,5
2940,4,5,2,3,1
2941,4,4,4,5,5
2942,5,5,5,1,1
2943,5,5,5,5,5
2944,2,3,1,1,2
2945,5,5,5,5,5
2946,3,3,5,5,5
2947,5,5,5,5,5
2948,5,5,5,5,5
2949,5,5,5,5,5
2950,4,3,3,3,1
2951,5,5,5,5,5
2952,4,2,5,5,5
2953,2,2,3,3,2
2954,5,5,5,5,5
2955,5,5,5,5,4
2956,5,5,5,1,5
2957,5,5,5,5,5
2958,5,5,5,5,5
2959,5,5,5,5,5
2960,5,5,5,5,5
2961,5,5,5,5,4
2962,3,3,3,5,5
2963,5,5,5,5,5
2964,5,5,5,5,5
2965,5,5,5,5,5
2966,5,5,5,5,5
2967,5,5,5,5,5
2968,5,5,5,5,4
2969,4,3,2,3,1
2970,5,5,5,5,5
2971,2,2,2,1,2
2972,4,5,5,1,5
2973,5,5,5,5,5
2974,5,5,5,5,4
2975,5,5,5,5,4
2976,1,1,3,1,1
2977,2,2,2,5,4
2978,5,5,5,5,5
2979,5,5,5,5,5
2980,3,3,5,5,4
2981,5,5,5,5,5
2982,5,5,5,5,5
2983,5,5,5,5,5
2984,5,5,5,5,5
2985,5,5,5,5,5
2986,4,4,5,5,3
2987,5,5,5,5,5
2988,5,5,5,5,5
2989,2,2,2,1,2
2990,5,5,5,5,5
2991,5,5,5,5,5
2992,5,5,5,5,5
2993,3,5,5,5,1
2994,3,4,4,1,1
2995,3,3,3,3,1
2996,5,5,5,5,2
2997,5,5,5,5,5
2998,5,5,5,5,5
2999,2,2,2,3,1
3000,4,5,5,1,2
3001,5,5,5,5,4
3002,5,5,5,5,5
3003,1,3,5,5,1
3004,5,5,5,5,5
3005,5,5,5,5,5
3006,5,5,5,5,5
3007,3,3,1,5,1
3008,5,5,5,5,5
3009,5,5,5,5,5
3010,5,5,5,1,5
3011,5,5,5,5,4
3012,5,5,5,5,5
3013,5,5,4,5,3
3014,5,5,5,5,5
3015,5,5,5,5,1
3016,5,5,5,5,5
3017,4,3,5,1,1
3018,1,2,2,1,1
3019,5,5,5,5,4
3020,5,5,5,5,5
3021,4,4,4,5,5
3022,5,5,5,5,5
3023,5,5,5,1,5
3024,5,5,5,5,5
3025,5,5,3,1,5
3026,5,5,5,5,5
3027,5,5,5,5,5
3028,5,5,5,5,5
3029,5,5,5,5,3
3030,5,5,5,2,5
3031,2,4,2,1,1
3032,5,5,5,5,5
3033,5,5,5,5,5
3034,5,5,5,5,4
3035,1,4,3,5,2
3036,5,5,5,5,5
3037,5,5,5,5,1
3038,5,5,5,3,1
3039,2,2,2,5,4
3040,5,5,5,5,5
3041,3,5,5,5,5
3042,5,5,5,5,5
3043,3,5,5,5,5
3044,5,5,5,3,2
3045,5,5,5,5,5
3046,4,4,5,3,2
3047,5,5,5,5,5
3048,5,5,5,5,5
3049,5,5,5,5,5
3050,5,5,5,3,1
3051,5,5,5,5,2
3052,5,5,5,5,1
3053,5,5,5,1,5
3054,5,5,5,1,5
3055,5,5,5,5,5
3056,3,3,3,5,1
3057,5,5,5,5,4
3058,4,4,4,5,5
3059,1,3,5,5,1
3060,5,5,5,5,5
3061,5,5,5,5,5
3062,5,5,5,5,5
3063,5,5,5,1,3
3064,5,5,5,5,5
3065,5,3,5,1,1
3066,5,5,5,5,5
3067,5,5,5,5,1
3068,5,5,5,5,5
3069,5,5,5,5,5
3070,3,3,3,2,3
3071,5,5,5,3,5
3072,4,4,4,5,5
3073,5,5,5,5,5
3074,5,5,5,5,5
3075,5,5,5,5,4
3076,4,4,4,5,2
3077,5,5,5,5,5
3078,5,5,5,5,5
3079,5,5,5,5,5
3080,5,5,5,5,5
3081,5,5,5,5,5
3082,5,5,5,5,5
3083,4,4,4,5,5
3084,3,5,4,5,1
3085,5,5,5,5,5
3086,5,5,5,5,5
3087,5,5,5,5,4
3088,5,5,5,5,5
3089,4,4,4,5,1
3090,5,5,5,5,5
3091,5,5,5,5,5
3092,5,5,5,5,4
3093,5,5,5,5,5
3094,5,5,5,5,5
3095,5,5,5,5,5
3096,1,5,1,1,1
3097,2,2,3,1,1
3098,5,5,5,1,1
3099,5,5,5,5,5
3100,5,5,5,5,5
3101,3,5,5,5,1
3102,5,5,5,5,5
3103,5,5,5,5,5
3104,5,5,5,5,1
3105,5,5,5,4,1
3106,5,5,5,5,5
3107,4,5,3,5,1
3108,2,5,2,3,1
3109,5,5,5,5,4
3110,1,3,4,3,2
3111,3,3,3,5,5
3112,4,4,4,5,5
3113,5,5,5,5,4
3114,5,5,5,5,5
3115,5,5,5,5,5
3116,5,5,5,5,5
3117,5,5,5,5,5
3118,5,5,5,1,5
3119,4,4,4,5,5
3120,5,5,5,5,5
3121,5,5,5,5,5
3122,5,5,5,1,5
3123,5,5,5,5,2
3124,5,5,5,5,5
3125,4,4,4,5,5
3126,5,5,5,5,5
3127,5,5,5,5,5
3128,5,5,5,5,5
3129,5,5,5,5,5
3130,5,5,5,5,5
3131,4,4,4,4,2
3132,5,5,5,5,5
3133,5,5,5,5,5
3134,5,5,5,5,5
3135,5,5,5,5,5
3136,5,5,5,5,1
3137,5,5,5,5,5
3138,5,5,5,5,5
3139,5,5,5,5,5
3140,5,5,5,5,5
3141,3,3,3,5,5
3142,5,5,5,5,5
3143,5,5,5,5,5
3144,5,5,5,5,5
3145,5,5,5,5,5
3146,4,4,4,5,2
3147,5,5,5,5,5
3148,5,5,5,5,4
3149,5,5,5,1,5
3150,5,5,5,5,5
3151,5,5,5,5,5
3152,5,5,5,5,5
3153,5,5,5,5,5
3154,5,5,5,5,3
3155,5,5,5,5,5
3156,4,2,2,1,1
3157,5,5,5,5,5
3158,3,5,5,5,1
3159,5,5,5,5,5
3160,5,5,5,5,2
3161,5,5,5,5,1
3162,5,5,5,5,5
3163,5,5,5,5,5
3164,5,5,5,5,5
3165,5,5,5,5,5
3166,5,5,5,5,5
3167,3,3,3,5,5
3168,5,5,5,5,5
3169,5,5,5,5,5
3170,3,3,3,5,5
3171,5,5,5,5,4
3172,5,5,5,5,5
3173,4,4,1,3,1
3174,5,5,5,5,5
3175,4,4,5,3,1
3176,4,4,4,5,4
3177,5,5,5,5,2
3178,4,5,5,5,5
3179,5,5,5,5,5
3180,1,5,3,5,5
3181,4,5,5,1,1
3182,5,5,5,5,5
3183,5,5,5,5,5
3184,2,2,3,1,1
3185,5,5,5,5,5
3186,5,5,5,5,1
3187,5,5,3,5,1
3188,4,4,4,5,5
3189,1,4,4,1,1
3190,5,5,5,5,5
3191,5,5,5,5,3
3192,4,4,4,5,2
3193,5,5,5,5,5
3194,5,5,5,5,1
3195,4,3,5,5,5
3196,5,5,5,1,3
3197,4,5,5,5,5
3198,5,5,5,5,5
3199,5,5,5,5,5
3200,5,5,5,5,5
3201,5,5,5,5,5
3202,5,5,5,5,5
3203,5,5,5,5,5
3204,5,5,5,5,5
3205,5,5,5,4,5
3206,5,5,5,5,5
3207,5,5,5,5,5
3208,5,5,5,5,5
3209,3,3,3,5,5
3210,4,4,4,5,4
3211,5,5,5,5,5
3212,5,5,5,5,5
3213,5,5,5,5,5
3214,5,5,5,5,5
3215,5,5,5,5,4
3216,5,5,5,5,3
3217,3,3,3,5,5
3218,5,5,5,5,2
3219,5,5,5,5,5
3220,5,5,5,5,5
3221,4,4,4,5,5
3222,5,5,5,5,3
3223,5,5,5,5,5
3224,5,5,5,5,5
3225,5,5,5,5,1
3226,5,5,5,5,5
3227,5,5,5,5,5
3228,3,5,5,5,1
3229,5,5,5,5,5
3230,5,5,5,5,5
3231,5,5,5,5,5
3232,5,5,5,5,4
3233,5,5,5,5,5
3234,2,2,2,5,1
3235,5,5,5,5,5
3236,5,5,5,5,3
3237,5,5,5,5,5
3238,5,5,5,5,5
3239,5,5,5,5,1
3240,5,5,5,5,5
3241,5,5,5,5,5
3242,5,5,5,5,5
3243,5,5,5,5,5
3244,5,5,5,5,5
3245,5,5,5,5,5
3246,5,5,5,5,5
3247,5,5,5,5,5
3248,5,5,5,5,5
3249,5,5,5,5,5
3250,5,5,5,5,5
3251,5,5,5,5,5
3252,5,5,5,5,4
3253,5,5,5,5,5
3254,5,5,5,5,5
3255,4,4,4,5,4
3256,5,5,5,5,2
3257,4,4,4,5,5
3258,4,4,4,5,5
3259,5,5,5,5,5
3260,5,5,5,5,5
3261,5,5,5,5,2
3262,5,5,5,5,5
3263,5,5,5,5,1
3264,1,5,3,5,1
3265,4,4,4,5,5
3266,5,5,5,5,5
3267,5,5,5,5,5
3268,5,5,5,5,5
3269,5,5,5,5,5
3270,4,4,4,5,5
3271,5,5,5,5,5
3272,5,5,5,1,4
3273,5,5,5,5,5
3274,5,5,5,5,5
3275,3,5,5,5,1
3276,5,5,5,5,5
3277,4,5,5,5,1
3278,5,5,5,5,5
3279,5,5,5,5,5
3280,5,5,5,5,5
3281,5,5,5,5,5
3282,3,1,1,5,1
3283,5,4,5,5,1
3284,5,5,5,5,3
3285,5,5,5,5,5
3286,5,5,5,5,1
3287,5,5,5,1,1
3288,5,5,5,5,5
3289,2,5,4,3,1
3290,5,3,5,5,2
3291,5,5,5,5,5
3292,4,4,5,5,5
3293,4,4,4,5,5
3294,5,5,5,5,4
3295,4,4,5,3,2
3296,4,4,5,5,2
3297,5,5,5,5,1
3298,3,5,1,3,1
3299,5,5,5,5,5
