source-word,target-word,origin_n_show,origin_total_duration,origin_mean_duration,origin_median_duration,origin_total_vote_up,origin_mean_vote_up,origin_median_vote_up,origin_total_vote_down,origin_mean_vote_down,origin_median_vote_down,origin_n_gram,origin_n_char,origin_n_user,origin_n_diff_translation,origin_readibility,origin_mean_n_gram_translation,origin_mean_n_char_translation,origin_num_most_common_translation,origin_most_common_n_gram,origin_most_common_n_char,origin_word_entropy,translation_n_show,translation_total_duration,translation_mean_duration,translation_median_duration,translation_total_vote_up,translation_mean_vote_up,translation_median_vote_up,translation_total_vote_down,translation_mean_vote_down,translation_median_vote_down,translation_n_gram,translation_n_char,translation_n_user,is_top_translation,translation_lv_distance,translation_jaro_distance,manual_origin_source,manual_assessment
human assets,kekayaan manusia,15,242.971,16.1980666667,11.47,26,1.73333333333,2.0,1,0.0666666666667,0.0,2,12,15,4,2,2.26666666667,14.0,11,2,12,1.23664074194,1,21.219,21.219,21.219,1,1.0,1.0,1,1.0,1.0,2,16,1,0,12,0.569444444444,3.0,3.0
disaster management agencies,agen manajemen bencana,17,449.759,26.4564117647,21.129,27,1.58823529412,2.0,5,0.294117647059,0.0,3,28,17,10,3,2.88235294118,23.3529411765,4,3,28,3.10188122348,1,30.282,30.282,30.282,2,2.0,2.0,0,0.0,0.0,3,22,1,0,13,0.656035141329,3.0,3.0
technological hazards,bahaya teknis,15,243.826,16.2550666667,11.946,25,1.66666666667,2.0,2,0.133333333333,0.0,2,21,15,7,2,2.26666666667,18.0,8,2,16,2.17355726228,1,11.946,11.946,11.946,1,1.0,1.0,0,0.0,0.0,2,13,1,0,17,0.540445665446,,3.0
safe school,sekolah keamanan,16,164.765,10.2978125,8.891,30,1.875,2.0,1,0.0625,0.0,2,11,16,4,0,2.5625,15.5625,9,3,17,1.72634722434,1,10.787,10.787,10.787,2,2.0,2.0,0,0.0,0.0,2,16,1,0,14,0.548430735931,1.0,3.0
good health status,keadaan sehat,19,265.446,13.9708421053,13.289,36,1.89473684211,2.0,1,0.0526315789474,0.0,3,18,19,6,1,3.47368421053,23.3684210526,8,3,21,1.95048096321,1,17.612,17.612,17.612,1,1.0,1.0,0,0.0,0.0,2,13,1,0,13,0.519943019943,3.0,4.0
disaster victims worldwide,korban bencana sedunia,14,295.157,21.0826428571,14.881,23,1.64285714286,2.0,1,0.0714285714286,0.0,3,26,14,4,3,4.35714285714,28.5,7,5,31,1.57441742714,1,17.767,17.767,17.767,2,2.0,2.0,0,0.0,0.0,3,22,1,0,23,0.47972027972,3.0,5.0
critical infrastructure failure,kegagalan infrastruktur penting,16,452.884,28.30525,17.569,29,1.8125,2.0,3,0.1875,0.0,3,31,16,9,3,3.0625,30.25,7,3,30,2.6467822216,2,29.427,14.7135,14.7135,3,1.5,1.5,1,0.5,0.5,3,31,2,0,17,0.613440860215,3.0,5.0
social organization,organisasi kemasyarakatan,15,135.663,9.0442,7.468,26,1.73333333333,2.0,0,0.0,0.0,2,19,15,2,2,2.0,17.5333333333,14,2,17,0.353359335021,1,21.405,21.405,21.405,1,1.0,1.0,0,0.0,0.0,2,25,1,0,19,0.632172739541,3.0,5.0
education personnel,pendidikan personal,18,577.408,32.0782222222,22.4035,31,1.72222222222,2.0,4,0.222222222222,0.0,2,19,18,11,2,2.0,17.7777777778,4,2,19,3.23909791799,1,108.98,108.98,108.98,2,2.0,2.0,0,0.0,0.0,2,19,1,0,10,0.77694235589,3.0,1.0
multi pronged strategy,strategi pendekatan bercabang,12,382.429,31.8690833333,22.9385,21,1.75,2.0,0,0.0,0.0,3,22,12,6,2,2.75,21.75,5,3,21,2.221251836,1,43.387,43.387,43.387,2,2.0,2.0,0,0.0,0.0,3,29,1,0,21,0.613832288401,2.0,3.0
technological hazard,kerusakan teknis,17,350.371,20.6100588235,7.777,32,1.88235294118,2.0,2,0.117647058824,0.0,2,20,17,9,2,2.29411764706,18.3529411765,9,2,16,2.58496250072,1,6.251,6.251,6.251,1,1.0,1.0,1,1.0,1.0,2,16,1,0,17,0.447222222222,2.0,2.0
monitoring for multiple hazards,memantau berbagai bahaya,21,573.05,27.2880952381,19.61,35,1.66666666667,2.0,4,0.190476190476,0.0,4,31,21,18,3,3.66666666667,29.4761904762,4,3,24,4.01136504183,1,24.446,24.446,24.446,2,2.0,2.0,0,0.0,0.0,3,24,1,0,24,0.535458269329,5.0,5.0
emergency management,pengelolaan keadaan darurat,14,192.769,13.7692142857,15.083,25,1.78571428571,2.0,1,0.0714285714286,0.0,2,20,14,10,2,2.14285714286,19.9285714286,4,2,17,3.09306920777,1,15.245,15.245,15.245,2,2.0,2.0,0,0.0,0.0,3,27,1,0,21,0.561560044893,3.0,5.0
NGOs,organisasi non-pemerintah (onp/ornop) / lembaga swadaya masyarakat (lsm),18,537.433,29.8573888889,18.3855,31,1.72222222222,2.0,1,0.0555555555556,0.0,1,4,18,10,0,2.44444444444,19.8333333333,5,1,3,,1,64.959,64.959,64.959,2,2.0,2.0,0,0.0,0.0,8,72,1,0,69,0.601851851852,,5.0
hurricane black,badai yang kelam,8,131.001,16.375125,11.542,12,1.5,2.0,3,0.375,0.0,2,15,8,6,1,2.375,13.5,2,3,17,2.5,1,30.811,30.811,30.811,2,2.0,2.0,0,0.0,0.0,3,16,1,0,11,0.511111111111,1.0,3.0
causalities,korban jiwa,16,283.284,17.70525,17.308,29,1.8125,2.0,2,0.125,0.0,1,11,16,9,1,1.9375,14.6875,3,3,21,2.98345859334,1,4.914,4.914,4.914,2,2.0,2.0,0,0.0,0.0,2,11,1,0,9,0.454545454545,3.0,1.0
praying families,keluarga pendoa,13,306.097,23.5459230769,18.559,19,1.46153846154,2.0,6,0.461538461538,0.0,2,16,13,8,2,2.53846153846,17.6153846154,4,3,20,2.77736279506,1,21.007,21.007,21.007,2,2.0,2.0,0,0.0,0.0,2,15,1,0,15,0.491865079365,1.0,4.0
practices,penerapan,16,180.126,11.257875,6.4865,27,1.6875,2.0,4,0.25,0.0,1,9,16,7,1,1.125,7.8125,6,1,7,2.30503653258,1,2.927,2.927,2.927,2,2.0,2.0,0,0.0,0.0,1,9,1,0,8,0.555555555556,3.0,5.0
redcross donate,sumbangan dari plang merah,16,282.588,17.66175,16.739,23,1.4375,1.5,8,0.5,0.0,2,15,16,8,2,3.0,21.25,6,3,19,2.82218195864,1,29.389,29.389,29.389,1,1.0,1.0,1,1.0,1.0,4,26,1,0,22,0.483394383394,1.0,3.0
tropical cyclone,topan di daerah tropis,16,343.814,21.488375,14.703,30,1.875,2.0,1,0.0625,0.0,2,16,16,8,2,2.3125,13.875,8,2,12,2.55805107654,1,20.869,20.869,20.869,2,2.0,2.0,0,0.0,0.0,4,22,1,0,17,0.583122895623,3.0,5.0
generously donating,menyumbang dengan murah hati,14,315.209,22.5149285714,16.101,21,1.5,1.5,3,0.214285714286,0.0,2,19,14,11,2,3.57142857143,25.4285714286,3,4,28,3.45656476213,2,48.073,24.0365,24.0365,2,1.0,1.0,0,0.0,0.0,4,28,2,0,22,0.578947368421,3.0,5.0
dead hundreds,ratusan orang meninggal,11,229.472,20.8610909091,15.664,21,1.90909090909,2.0,1,0.0909090909091,0.0,2,13,11,9,1,2.54545454545,18.1818181818,2,2,17,3.095795255,1,13.15,13.15,13.15,2,2.0,2.0,0,0.0,0.0,3,23,1,0,19,0.471412645326,1.0,3.0
facilities,fasilias,14,76.858,5.48985714286,4.9505,25,1.78571428571,2.0,0,0.0,0.0,1,10,14,3,1,1.0,9.64285714286,12,1,9,0.734529921439,1,3.864,3.864,3.864,2,2.0,2.0,0,0.0,0.0,1,8,1,0,4,0.783333333333,3.0,4.0
environmental assets,lingkungan hidup yang berharga,19,413.63,21.77,9.694,35,1.84210526316,2.0,1,0.0526315789474,0.0,2,20,19,5,2,2.15789473684,16.5789473684,15,2,15,1.16354020112,1,101.424,101.424,101.424,1,1.0,1.0,0,0.0,0.0,4,30,1,0,25,0.546296296296,3.0,3.0
multiple capacities,banyak kapasitas,13,304.188,23.3990769231,20.791,21,1.61538461538,2.0,2,0.153846153846,0.0,2,19,13,8,2,2.23076923077,18.7692307692,5,2,18,2.65354429703,1,9.451,9.451,9.451,2,2.0,2.0,0,0.0,0.0,2,16,1,0,12,0.459116541353,3.0,1.0
temporary shelter,perlindungan sementara,19,343.305,18.0686842105,11.187,32,1.68421052632,2.0,2,0.105263157895,0.0,2,17,19,11,2,2.47368421053,23.2631578947,6,2,21,3.076103171,1,32.445,32.445,32.445,2,2.0,2.0,0,0.0,0.0,2,22,1,0,16,0.594474153298,3.0,5.0
socio-economic infrastructure repairs,perbaikan prasarana sosioekonomi,17,408.089,24.0052352941,23.023,30,1.76470588235,2.0,1,0.0588235294118,0.0,3,37,17,12,3,3.58823529412,36.6470588235,4,3,38,3.38158048831,1,18.422,18.422,18.422,2,2.0,2.0,0,0.0,0.0,3,32,1,0,32,0.571846846847,3.0,5.0
lack of immunity,kekurangan sistem imun,18,336.901,18.7167222222,15.249,31,1.72222222222,2.0,2,0.111111111111,0.0,3,16,18,10,1,2.11111111111,17.8888888889,5,2,19,2.96938941953,1,7.146,7.146,7.146,2,2.0,2.0,0,0.0,0.0,3,22,1,0,19,0.577651515152,3.0,5.0
improve accountability,meningkatkan akuntanbilitas,20,378.703,18.93515,13.718,33,1.65,2.0,3,0.15,0.0,2,22,20,8,1,2.15,26.4,9,2,26,2.31497982052,1,45.933,45.933,45.933,2,2.0,2.0,0,0.0,0.0,2,27,1,0,17,0.57543690877,3.0,5.0
handwashing facilities,fasilitas pencuci tangan,16,236.569,14.7855625,11.475,27,1.6875,2.0,1,0.0625,0.0,2,22,16,9,2,3.125,22.125,8,3,21,2.5,1,59.065,59.065,59.065,2,2.0,2.0,0,0.0,0.0,3,24,1,0,20,0.597041847042,3.0,4.0
cluster sampling,contoh kluster,12,356.698,29.7248333333,26.3455,21,1.75,2.0,1,0.0833333333333,0.0,2,16,12,10,2,2.58333333333,21.6666666667,3,2,15,3.18872187554,1,7.448,7.448,7.448,2,2.0,2.0,0,0.0,0.0,2,14,1,0,13,0.565476190476,1.0,3.0
citizens,warganegara,19,236.125,12.4276315789,9.971,32,1.68421052632,2.0,3,0.157894736842,0.0,1,8,19,7,1,1.26315789474,8.36842105263,7,1,5,2.37153359479,1,25.496,25.496,25.496,2,2.0,2.0,0,0.0,0.0,1,11,1,0,10,0.310606060606,3.0,5.0
risk running,menjalankan risiko,11,133.077,12.0979090909,12.237,18,1.63636363636,2.0,3,0.272727272727,0.0,2,12,11,9,0,2.36363636364,16.1818181818,3,2,15,3.02716911844,1,4.758,4.758,4.758,2,2.0,2.0,0,0.0,0.0,2,18,1,0,15,0.51455026455,1.0,3.0
orthopedic,ortopedi / yang berkaitan dengan tulang,14,257.841,18.4172142857,15.118,21,1.5,2.0,5,0.357142857143,0.0,1,10,14,11,1,2.07142857143,14.8571428571,4,1,8,3.37355726228,1,20.01,20.01,20.01,1,1.0,1.0,0,0.0,0.0,6,39,1,0,32,0.668376068376,3.0,5.0
sexually transmitted infections,penularan melalui hubungan seksual,17,548.638,32.2728235294,29.891,28,1.64705882353,2.0,3,0.176470588235,0.0,3,31,17,10,3,3.58823529412,27.7058823529,7,3,23,2.81384610864,1,29.891,29.891,29.891,2,2.0,2.0,0,0.0,0.0,4,34,1,0,28,0.592241197554,3.0,5.0
livelihoods production,produksi sehari-hari,16,547.465,34.2165625,26.0315,28,1.75,2.0,1,0.0625,0.0,2,22,16,8,2,2.9375,24.8125,9,3,25,2.21691718669,1,26.534,26.534,26.534,2,2.0,2.0,0,0.0,0.0,2,20,1,0,20,0.518181818182,3.0,1.0
deadly tornado,angin puting beliung letal,17,332.0,19.5294117647,14.226,27,1.58823529412,2.0,2,0.117647058824,0.0,2,14,17,11,2,3.11764705882,22.0588235294,5,3,22,3.1692486957,1,93.219,93.219,93.219,1,1.0,1.0,1,1.0,1.0,4,26,1,0,24,0.449816849817,3.0,4.0
bodies recovered,tubuh pulih,17,430.159,25.3034705882,12.335,29,1.70588235294,2.0,3,0.176470588235,0.0,2,16,17,14,1,2.47058823529,18.9411764706,3,3,23,3.69011651759,1,12.335,12.335,12.335,1,1.0,1.0,1,1.0,1.0,2,11,1,0,15,0.375631313131,1.0,5.0
sewage,limbah,7,148.478,21.2111428571,24.449,12,1.71428571429,2.0,0,0.0,0.0,1,6,7,6,0,1.28571428571,9.71428571429,2,1,7,2.52164063634,1,31.562,31.562,31.562,1,1.0,1.0,0,0.0,0.0,1,6,1,0,6,0.444444444444,3.0,2.0
flocculation,peristiwa berkumpulnya beberapa tetesan minyak,13,413.34,31.7953846154,24.688,21,1.61538461538,2.0,3,0.230769230769,0.0,1,12,13,5,1,1.38461538462,12.4615384615,9,1,9,1.5058762556,1,84.668,84.668,84.668,2,2.0,2.0,0,0.0,0.0,5,46,1,0,41,0.432367149758,1.0,1.0
pathogenic microorganisms,mikroorganisme patologi,16,401.166,25.072875,17.005,28,1.75,2.0,1,0.0625,0.0,2,25,16,4,2,2.0625,22.625,10,2,22,1.4237949407,1,35.452,35.452,35.452,0,0.0,0.0,1,1.0,1.0,2,23,1,0,21,0.686054750403,3.0,4.0
heart prayers,doa di dalam hati,16,357.587,22.3491875,21.96,25,1.5625,2.0,5,0.3125,0.0,2,13,16,9,0,2.875,14.625,3,3,17,2.98345859334,1,4.411,4.411,4.411,1,1.0,1.0,0,0.0,0.0,4,17,1,0,14,0.469079939668,1.0,3.0
dependence on humanitarian relief,sesuai dengan bantuan kemanusiaan,15,378.13,25.2086666667,21.393,26,1.73333333333,2.0,1,0.0666666666667,0.0,4,33,15,5,3,4.0,39.1333333333,9,4,39,1.6879430946,1,20.73,20.73,20.73,2,2.0,2.0,0,0.0,0.0,4,33,1,0,26,0.60404040404,3.0,2.0
public assistance,asisten publik,16,279.479,17.4674375,14.8995,27,1.6875,2.0,1,0.0625,0.0,2,17,16,6,1,1.9375,13.5,10,2,14,1.7987949407,1,3.677,3.677,3.677,2,2.0,2.0,0,0.0,0.0,2,14,1,0,16,0.482726423903,3.0,1.0
management services,jasa pengelolaan,24,425.677,17.7365416667,12.2845,40,1.66666666667,2.0,6,0.25,0.0,2,19,24,12,2,2.04166666667,17.4583333333,9,2,17,3.03145364592,1,8.115,8.115,8.115,2,2.0,2.0,0,0.0,0.0,2,16,1,0,14,0.515350877193,3.0,5.0
gender-sensitive topics,topik mengenai gender,14,527.963,37.7116428571,30.5035,23,1.64285714286,2.0,2,0.142857142857,0.0,2,23,14,11,2,3.78571428571,26.5,4,3,21,3.23592635063,1,46.854,46.854,46.854,2,2.0,2.0,0,0.0,0.0,3,21,1,0,20,0.570324361629,2.0,4.0
retweet donate,menyumbang retweet,15,264.579,17.6386,13.183,18,1.2,1.0,10,0.666666666667,1.0,2,14,15,14,1,2.4,17.1333333333,2,2,14,3.77355726228,1,39.051,39.051,39.051,1,1.0,1.0,0,0.0,0.0,2,18,1,0,15,0.546957671958,1.0,3.0
extensive disaster risk,luas resiko bencana,14,437.96,31.2828571429,27.8235,24,1.71428571429,2.0,0,0.0,0.0,3,23,14,11,2,3.42857142857,22.5,3,3,19,3.32486295762,1,55.559,55.559,55.559,2,2.0,2.0,0,0.0,0.0,3,19,1,0,19,0.510551741673,3.0,1.0
included,meliputi,20,135.323,6.76615,6.4705,34,1.7,2.0,0,0.0,0.0,1,8,20,2,1,1.0,8.0,19,1,8,0.286396957116,1,5.867,5.867,5.867,1,1.0,1.0,0,0.0,0.0,1,8,1,0,8,0.472222222222,3.0,5.0
community water supply,persediaan air komunitas,25,616.662,24.66648,23.12,37,1.48,2.0,5,0.2,0.0,3,22,25,12,2,3.2,23.8,10,3,22,2.91508495182,1,22.159,22.159,22.159,1,1.0,1.0,0,0.0,0.0,3,24,1,0,20,0.490404040404,3.0,5.0
people dead,kematian manusia,21,298.847,14.2308095238,11.642,36,1.71428571429,2.0,4,0.190476190476,0.0,2,11,21,10,0,2.04761904762,14.6666666667,6,2,16,2.95114301771,1,10.244,10.244,10.244,2,2.0,2.0,0,0.0,0.0,2,16,1,0,14,0.375631313131,2.0,4.0
flood levy,pajak makanan,16,453.402,28.337625,17.662,28,1.75,2.0,3,0.1875,0.0,2,10,16,10,0,2.0625,15.0,6,2,16,2.90563906223,1,5.048,5.048,5.048,2,2.0,2.0,0,0.0,0.0,2,13,1,0,12,0.392307692308,1.0,1.0
flood appeal,pemicu banjir,10,288.422,28.8422,27.2925,17,1.7,2.0,2,0.2,0.0,2,12,10,5,1,2.6,16.9,6,3,17,2.04945207279,1,30.216,30.216,30.216,2,2.0,2.0,0,0.0,0.0,2,13,1,0,12,0.440170940171,1.0,3.0
excluded children,anak-anak yang disisihkan,11,279.92,25.4472727273,20.135,17,1.54545454545,2.0,3,0.272727272727,0.0,2,17,11,11,1,3.36363636364,24.0,1,4,24,3.45943161864,1,10.241,10.241,10.241,2,2.0,2.0,0,0.0,0.0,3,25,1,0,22,0.43137254902,2.0,5.0
human-caused conflicts,konflik yang di sebabkan oleh manusia,16,311.016,19.4385,12.8985,32,2.0,2.0,0,0.0,0.0,2,22,16,8,2,4.125,30.75,7,4,31,2.47460175271,1,54.149,54.149,54.149,2,2.0,2.0,0,0.0,0.0,6,37,1,0,30,0.519215019215,3.0,5.0
geologic hazards,bencana alam geologi,17,304.528,17.9134117647,11.937,30,1.76470588235,2.0,1,0.0588235294118,0.0,2,16,17,4,2,2.05882352941,15.1176470588,11,2,15,1.61138345672,1,75.338,75.338,75.338,2,2.0,2.0,0,0.0,0.0,3,20,1,0,18,0.500595238095,3.0,4.0
local government,pemerintal daerah,20,225.71,11.2855,8.96,37,1.85,2.0,1,0.05,0.0,2,16,20,5,1,2.0,16.85,8,2,16,1.90160949706,1,9.03,9.03,9.03,1,1.0,1.0,1,1.0,1.0,2,17,1,0,16,0.47356442577,3.0,5.0
life skills,keahlian hidup,14,200.182,14.2987142857,14.026,23,1.64285714286,2.0,3,0.214285714286,0.0,2,11,14,8,0,2.21428571429,17.6428571429,4,2,18,2.75343438619,1,17.965,17.965,17.965,2,2.0,2.0,0,0.0,0.0,2,14,1,0,11,0.546897546898,3.0,5.0
info,kabar,19,230.763,12.1454210526,7.582,34,1.78947368421,2.0,2,0.105263157895,0.0,1,4,19,6,1,1.0,7.15789473684,9,1,9,2.03008722463,1,11.858,11.858,11.858,2,2.0,2.0,0,0.0,0.0,1,5,1,0,5,0.0,3.0,5.0
shelter assistance,bantuan di tempat pengungsian,17,428.161,25.1859411765,21.46,25,1.47058823529,2.0,5,0.294117647059,0.0,2,18,17,11,2,2.58823529412,20.1764705882,6,2,14,3.05747607629,1,21.46,21.46,21.46,2,2.0,2.0,0,0.0,0.0,4,29,1,0,25,0.500127713921,1.0,3.0
potential interrelated effects,dampak tidak terkait potensial,9,331.859,36.8732222222,29.776,17,1.88888888889,2.0,0,0.0,0.0,3,30,9,9,3,4.77777777778,34.5555555556,1,5,36,3.16992500144,1,29.776,29.776,29.776,2,2.0,2.0,0,0.0,0.0,4,30,1,0,25,0.566666666667,2.0,1.0
suspect pinned,tersangka dicantumkan,10,361.501,36.1501,17.6735,17,1.7,2.0,3,0.3,0.0,2,14,10,9,1,2.1,18.7,2,2,18,3.12192809489,1,99.152,99.152,99.152,2,2.0,2.0,0,0.0,0.0,2,21,1,0,17,0.579365079365,1.0,3.0
laundry,membersihkan,20,538.005,26.90025,12.4105,37,1.85,2.0,1,0.05,0.0,1,7,20,7,0,1.15,7.9,13,1,6,1.8166422781,1,9.264,9.264,9.264,1,1.0,1.0,1,1.0,1.0,1,12,1,0,11,0.40873015873,3.0,1.0
disaster update,berita bencana,10,178.216,17.8216,11.787,19,1.9,2.0,1,0.1,0.0,2,15,10,7,2,1.9,15.2,2,2,14,2.72192809489,1,6.823,6.823,6.823,2,2.0,2.0,0,0.0,0.0,2,14,1,0,13,0.576587301587,3.0,5.0
generous donation,donasi dermawan,16,408.786,25.549125,13.8925,31,1.9375,2.0,0,0.0,0.0,2,17,16,12,2,2.4375,18.3125,3,2,18,3.45281953111,1,24.953,24.953,24.953,2,2.0,2.0,0,0.0,0.0,2,15,1,0,13,0.56165577342,3.0,5.0
Telecommunications equipment,kelengkapan telekomunikasi,14,179.611,12.8293571429,10.0815,27,1.92857142857,2.0,1,0.0714285714286,0.0,2,28,14,8,2,2.0,23.3571428571,6,2,24,,1,9.898,9.898,9.898,1,1.0,1.0,1,1.0,1.0,2,26,1,0,23,0.596800258565,,5.0
fortified foods,makanan yang difortifikasi,8,285.685,35.710625,20.048,15,1.875,2.0,0,0.0,0.0,2,15,8,4,1,2.875,21.5,5,3,22,1.5487949407,1,12.429,12.429,12.429,2,2.0,2.0,0,0.0,0.0,3,26,1,0,22,0.435775335775,2.0,4.0
prospective disaster risk management,manajemen resiko bencana,9,399.612,44.4013333333,18.948,17,1.88888888889,2.0,1,0.111111111111,0.0,4,36,9,9,3,4.66666666667,37.4444444444,1,5,42,3.16992500144,1,12.772,12.772,12.772,2,2.0,2.0,0,0.0,0.0,3,24,1,0,29,0.589596949891,3.0,4.0
trauma care,perawatan korban trauma,12,297.321,24.77675,11.132,21,1.75,2.0,0,0.0,0.0,2,11,12,8,1,2.5,19.8333333333,4,2,16,2.75162916739,1,32.953,32.953,32.953,2,2.0,2.0,0,0.0,0.0,3,23,1,0,17,0.60836627141,3.0,5.0
feedback mechanism,mekanisme kembali,18,391.477,21.7487222222,15.242,32,1.77777777778,2.0,1,0.0555555555556,0.0,2,18,18,6,2,2.77777777778,20.2222222222,11,3,21,1.79166748438,1,29.284,29.284,29.284,1,1.0,1.0,0,0.0,0.0,2,17,1,0,14,0.614596949891,2.0,1.0
functioning toilet,toilet fungsional,17,412.27,24.2511764706,11.769,26,1.52941176471,2.0,7,0.411764705882,0.0,2,18,17,9,1,2.82352941176,19.7647058824,9,3,21,2.40926725225,1,9.514,9.514,9.514,2,2.0,2.0,0,0.0,0.0,2,17,1,0,15,0.700770906653,3.0,1.0
disaster preparedness,pencegahan bencana,15,345.553,23.0368666667,15.47,27,1.8,2.0,0,0.0,0.0,2,21,15,9,2,2.33333333333,20.6,4,2,21,3.125,1,18.736,18.736,18.736,2,2.0,2.0,0,0.0,0.0,2,18,1,0,19,0.483465608466,3.0,4.0
lack of coordination,hilangnya koordinasi,30,476.713,15.8904333333,12.003,55,1.83333333333,2.0,2,0.0666666666667,0.0,3,20,30,10,1,2.03333333333,18.6,11,2,17,2.55412150168,1,8.173,8.173,8.173,1,1.0,1.0,0,0.0,0.0,2,20,1,0,11,0.638461538462,3.0,3.0
monitoring for multiple hazards,pengawasan terhadap berbagai macam bahaya,21,573.05,27.2880952381,19.61,35,1.66666666667,2.0,4,0.190476190476,0.0,4,31,21,18,3,3.66666666667,29.4761904762,4,3,24,4.01136504183,1,89.897,89.897,89.897,2,2.0,2.0,0,0.0,0.0,5,41,1,0,34,0.517085512411,5.0,5.0
municipally owned utilities,keperluan milik pemerintah kota,15,594.445,39.6296666667,41.154,24,1.6,2.0,4,0.266666666667,0.0,3,27,15,12,2,3.8,28.9333333333,4,4,30,3.37355726228,1,37.857,37.857,37.857,1,1.0,1.0,1,1.0,1.0,4,31,1,0,26,0.56914283037,1.0,1.0
evidence-based data,bukti berbasis data,18,420.802,23.3778888889,19.309,33,1.83333333333,2.0,2,0.111111111111,0.0,2,19,18,8,2,3.16666666667,21.0555555556,8,3,19,2.46132014021,1,44.15,44.15,44.15,1,1.0,1.0,1,1.0,1.0,3,19,1,0,10,0.617543859649,3.0,1.0
agricultural labor system,sistem tenaga kerja agrikultural,28,697.537,24.9120357143,18.724,49,1.75,2.0,3,0.107142857143,0.0,3,25,28,12,3,3.53571428571,26.1785714286,14,4,29,2.66243147881,1,11.932,11.932,11.932,2,2.0,2.0,0,0.0,0.0,4,32,1,0,26,0.522976190476,3.0,5.0
uncovered,tidak tertutup,21,417.858,19.898,16.325,34,1.61904761905,2.0,3,0.142857142857,0.0,1,9,21,10,1,1.28571428571,10.9047619048,10,1,10,2.61997071093,1,17.45,17.45,17.45,2,2.0,2.0,0,0.0,0.0,2,14,1,0,12,0.404761904762,3.0,5.0
self-learning material,bahan untuk belajar sendiri,15,189.451,12.6300666667,12.214,25,1.66666666667,2.0,3,0.2,0.0,2,22,15,12,2,3.0,23.8666666667,3,3,22,3.45656476213,1,12.214,12.214,12.214,2,2.0,2.0,0,0.0,0.0,4,27,1,0,24,0.562591729258,3.0,5.0
functioning markets,pasar yang mempunyai peran,11,174.934,15.9030909091,12.533,19,1.72727272727,2.0,2,0.181818181818,0.0,2,19,11,5,2,3.0,20.4545454545,7,3,20,1.67293303187,1,28.066,28.066,28.066,2,2.0,2.0,0,0.0,0.0,4,26,1,0,21,0.458464537412,3.0,1.0
reports,melaporkan,19,127.915,6.73236842105,4.685,35,1.84210526316,2.0,1,0.0526315789474,0.0,1,7,19,6,1,1.05263157895,8.47368421053,12,1,7,1.77321435509,2,17.459,8.7295,8.7295,3,1.5,1.5,1,0.5,0.5,1,10,2,0,6,0.657142857143,3.0,5.0
survivor finds,orang yang selamat menemunkan,11,281.867,25.6242727273,15.965,17,1.54545454545,2.0,2,0.181818181818,0.0,2,14,11,10,1,3.63636363636,26.9090909091,2,4,28,3.27761343682,1,26.164,26.164,26.164,2,2.0,2.0,0,0.0,0.0,4,29,1,0,27,0.443185550082,1.0,3.0
damaging physical event,peristiwa merusak fisik,10,220.527,22.0527,18.309,17,1.7,2.0,0,0.0,0.0,3,23,10,9,2,3.4,24.5,2,3,19,3.12192809489,1,34.065,34.065,34.065,1,1.0,1.0,0,0.0,0.0,3,23,1,0,20,0.45652173913,1.0,1.0
nonimmunized,tidak di imunisasi,14,357.988,25.5705714286,13.285,24,1.71428571429,2.0,2,0.142857142857,0.0,1,12,14,5,1,2.14285714286,18.1428571429,10,2,17,1.43454914,1,34.211,34.211,34.211,1,1.0,1.0,0,0.0,0.0,3,18,1,0,13,0.5,3.0,5.0
acute respiratory infection,infeksi saluran pernapasan akut (ispa),12,156.194,13.0161666667,11.8135,21,1.75,2.0,2,0.166666666667,0.0,3,27,12,5,2,3.16666666667,24.0,7,3,23,1.78067212952,1,31.822,31.822,31.822,2,2.0,2.0,0,0.0,0.0,5,38,1,0,31,0.583820662768,3.0,5.0
high river,kota di canada,14,292.933,20.9237857143,11.519,25,1.78571428571,2.0,2,0.142857142857,0.0,2,10,14,9,0,2.64285714286,15.6428571429,4,3,18,3.10689059561,1,75.082,75.082,75.082,2,2.0,2.0,0,0.0,0.0,3,14,1,0,12,0.280952380952,1.0,5.0
hazardous events,situasi situasi berbahaya,17,327.732,19.2783529412,10.02,33,1.94117647059,2.0,0,0.0,0.0,2,16,17,6,1,2.11764705882,19.1764705882,9,2,18,1.93867901696,1,9.783,9.783,9.783,2,2.0,2.0,0,0.0,0.0,3,25,1,0,20,0.481666666667,3.0,5.0
resilient city,kota tangguh,17,475.971,27.9982941176,19.968,27,1.58823529412,2.0,5,0.294117647059,0.0,2,14,17,11,1,3.17647058824,17.6470588235,5,3,17,3.1692486957,1,42.361,42.361,42.361,2,2.0,2.0,0,0.0,0.0,2,12,1,0,13,0.376984126984,2.0,5.0
redcross donate,palang merah menyumbang,16,282.588,17.66175,16.739,23,1.4375,1.5,8,0.5,0.0,2,15,16,8,2,3.0,21.25,6,3,19,2.82218195864,1,15.173,15.173,15.173,2,2.0,2.0,0,0.0,0.0,3,23,1,0,20,0.442512077295,1.0,3.0
community,komunitas/gabungan dari beberapa orang,19,196.91,10.3636842105,5.334,34,1.78947368421,2.0,0,0.0,0.0,1,9,19,3,1,1.15789473684,10.5789473684,17,1,9,0.590723918641,1,27.782,27.782,27.782,1,1.0,1.0,0,0.0,0.0,4,38,1,0,33,0.608187134503,3.0,5.0
