origin,translation,score original word,score for translation quality-Yulis,Awan,Dika,x-times,prop #translated (x times),prop #translated (x times),vote up,Propotion of vote up,vote down,score,min,max,mean,median,std,time-needed,,,,,,,,
flood toll,banjir,,1,,,4,"11,780",,3,"428,571,429",4,-1,2.948,36.846,214.885,23.08,148.797.452,"[36.845999999999997, 2.948, 10.812999999999999, 35.347000000000001]",,,,,,,,
flood toll,nan,,,,,2,"5,890",,0,0,0,0,"422,222,222",6,3.304,3.304,2.696,"[0.60799999999999998, 6.0]",,,,,,,,
flood tornado,banjir tornado,1,3,,,3,"8,835",,5,"833,333,333",1,4,5.412,15.984,10.272,9.42,4.357.845.339,"[5.4120000000000008, 15.984000000000002, 9.4199999999999999]",,,,,,,,
flood tornado,banjir badai,,3,,,2,"5,890",,4,1,0,4,10.378,13.926,12.152,12.152,1.774,"[10.378, 13.925999999999998]",,,,,,,,
flood tornado,tornado banjir,,,,,2,"5,890",,3,1,0,3,6.897,17.308,121.025,121.025,52.055,"[6.8970000000000002, 17.308]",,,,,,,,
flood tornado,banjir karena angin topan,,,,,1,"2,945",,2,1,0,2,17.636,17.636,17.636,17.636,0,[17.635999999999999],,,,,,,,
flood tornado,banjir dan angin topan,,,,,1,"2,945",,2,1,0,2,11.555,11.555,11.555,11.555,0,[11.555],,,,,,,,
flood tornado,banjir akibat tornado,,,,,1,"2,945",,2,1,0,2,35.906,35.906,35.906,35.906,0,[35.905999999999999],,,,,,,,
flood tornado,topan banjir,,,,,1,"2,945",,2,1,0,2,9.788,9.788,9.788,9.788,0,[9.7880000000000003],,,,,,,,
flood tornado,angin topan dengan banjir,,,,,1,"2,945",,2,1,0,2,63.161,63.161,63.161,63.161,0,[63.161000000000001],,,,,,,,
flood tornado,banjir angin topan,,,,,1,"2,945",,2,1,0,2,8.368,8.368,8.368,8.368,0,[8.3680000000000003],,,,,,,,
flood tornado,angin topan dan banjir,,,,,1,"2,945",,1,"0,5",1,0,13.825,13.825,13.825,13.825,0,[13.824999999999999],,,,,,,,
flood tornado,banjir lokal,,,,,1,"2,945",,1,"0,5",1,0,71.281,71.281,71.281,71.281,0,[71.281000000000006],,,,,,,,
flood tornado,banjir taifun,,,,,1,"2,945",,0,0,1,-1,5.321,5.321,5.321,5.321,0,[5.3210000000000006],,,,,,,,
flood victims,korban banjir,3,5,,,16,"47,118",,30,1,0,30,4.006,11.339,66.430.625,5.904,2.122.160.558,"[7.0070000000000006, 6.0220000000000002, 5.4129999999999994, 10.755000000000001, 4.0060000000000002, 5.3260000000000005, 8.4969999999999999, 4.8680000000000003, 11.339, 4.1319999999999997, 6.3499999999999996, 5.7860000000000005, 5.7549999999999999, 6.899, 8.9969999999999999, 5.1370000000000005]",,,,,,,,
flood victims,korban-korban dari bencana banjir,,5,,,1,"2,945",,2,1,0,2,12.282,12.282,12.282,12.282,0,[12.282],,,,,,,,
flood victims,korban-korban banjir,,,,,1,"2,945",,2,1,0,2,9.494,9.494,9.494,9.494,0,[9.4939999999999998],,,,,,,,
flood warnings,peringatan banjir,3,5,,,19,"55,953",,37,1,0,37,2.903,52.028,1.072.768.421,8.745,1.043.212.804,"[11.068, 5.726, 52.027999999999999, 4.9489999999999998, 5.7189999999999994, 3.891, 13.327999999999999, 5.0389999999999997, 6.3520000000000003, 16.689, 4.6419999999999995, 8.7449999999999992, 11.478, 5.8559999999999999, 11.529999999999999, 8.8879999999999999, 11.755999999999998, 2.903, 13.239000000000001]",,,,,,,,
flood warnings,peringatan bencana banjir,,5,,,1,"2,945",,2,1,0,2,34.265,34.265,34.265,34.265,0,[34.265000000000001],,,,,,,,
flood waters,air banjir,2,5,,,15,"44,174",,28,"965,517,241",1,27,2.722,12.569,62.678,5.787,2.696.669.234,"[7.484, 4.2989999999999995, 7.5139999999999993, 8.0689999999999991, 5.8260000000000005, 4.7460000000000004, 2.722, 6.3879999999999999, 3.859, 4.5089999999999995, 12.569000000000001, 5.7620000000000005, 5.7870000000000008, 11.294, 3.1889999999999996]",,,,,,,,
flood waters,banjir,,5,,,2,"5,890",,3,1,0,3,4.162,6.402,5.282,5.282,1.12,"[6.4020000000000001, 4.1619999999999999]",,,,,,,,
flood waters,banjir air,,,,,1,"2,945",,0,0,2,-2,19.018,19.018,19.018,19.018,0,[19.018000000000001],,,,,,,,
flood worsens,banjir yang memburuk,,5,,,5,"14,725",,9,1,0,9,9.413,64.697,225.322,9.933,2.140.674.535,"[9.4130000000000003, 19.170999999999999, 64.697000000000003, 9.447000000000001, 9.9329999999999998]",,,,,,,,
flood worsens,banjir memburuk,1,5,,,5,"14,725",,9,"0,9",1,8,"394,444,444",119.207,336.336,12.301,4.293.842.474,"[8.9760000000000009, 12.300999999999998, 119.20700000000001, 8.8800000000000008, 18.804000000000002]",,,,,,,,
flood worsens,banjir semakin parah,,,,,2,"5,890",,3,1,0,3,9.233,73.361,41.297,41.297,32.064,"[9.2329999999999988, 73.361000000000004]",,,,,,,,
flood worsens,banjir memperburuk,,,,,1,"2,945",,2,1,0,2,6.949,6.949,6.949,6.949,0,[6.9489999999999998],,,,,,,,
flood worsens,banjir semakin buruk,,,,,1,"2,945",,2,1,0,2,8.765,8.765,8.765,8.765,0,[8.7650000000000006],,,,,,,,
flood worsens,banjir menjadi lebih buruk,,,,,1,"2,945",,2,1,0,2,9.437,9.437,9.437,9.437,0,[9.4370000000000012],,,,,,,,
flood worsens,banjir yang parah,,,,,1,"2,945",,1,"0,5",1,0,"352,083,333","352,083,333","352,083,333","352,083,333",0,[7.8700000000000001],,,,,,,,
flood worsens,banjie memburuk,,,,,1,"2,945",,0,0,2,-2,10.044,10.044,10.044,10.044,0,[10.044],,,,,,,,
flood years,tahun banjir,1,3,,,4,"11,780",,8,1,0,8,6.326,11.119,82.545,77.865,1.867.146.285,"[8.6760000000000002, 11.119000000000002, 6.8970000000000002, 6.3260000000000005]",,,,,,,,
flood years,tahun-tahun banjir,,3,,,4,"11,780",,6,"857,142,857",1,5,5.971,11.359,9.089,9.513,1.963.992.363,"[11.359000000000002, 9.2010000000000005, 9.8249999999999993, 5.9710000000000001]",,,,,,,,
flood years,banjir tahunan,,3,,,2,"5,890",,2,"0,5",2,0,4.676,4.831,47.535,47.535,"538,194,444","[4.6760000000000002, 4.8310000000000004]",,,,,,,,
flood years,era banjir,,,,,1,"2,945",,2,1,0,2,8.733,8.733,8.733,8.733,0,[8.7329999999999988],,,,,,,,
flood years,musim banjir,,,,,1,"2,945",,2,1,0,2,13.012,13.012,13.012,13.012,0,[13.012],,,,,,,,
flood years,hujan tahunan,,,,,1,"2,945",,0,0,2,-2,9.198,9.198,9.198,9.198,0,[9.1980000000000004],,,,,,,,
flooding,banjir,3,5,,,11,"32,394",,20,1,0,20,3.029,52.947,1.360.827.273,7.614,1.550.198.444,"[7.6139999999999999, 5.1829999999999998, 3.4300000000000002, 8.5069999999999997, 3.0289999999999999, 36.259999999999998, 3.887, 7.9089999999999998, 52.946999999999996, 3.8460000000000001, 17.079000000000001]",,,,,,,,
flooding,membanjiri,,5,,,3,"8,835",,5,1,0,5,5.701,6.258,6.002.333.333,6.048,0.229675617,"[6.0479999999999992, 5.7010000000000005, 6.2579999999999991]",,,,,,,,
flooding,pembanjiran,,,,,1,"2,945",,2,1,0,2,46.004,46.004,46.004,46.004,0,[46.003999999999998],,,,,,,,
flooding,kebanjiran,,,,,1,"2,945",,2,1,0,2,"585,416,667","585,416,667","585,416,667","585,416,667",0,[13.630000000000001],,,,,,,,
flooding,membanjir,,,,,1,"2,945",,1,"0,5",1,0,5.258,5.258,5.258,5.258,0,[5.2579999999999991],,,,,,,,
floodplains,dataran banjir,1,1,,,14,"41,229",,23,"0,92",2,21,9.609,85.373,3.208.107.143,27.439,214.036.844,"[11.465, 16.515000000000001, 45.413000000000004, 25.239999999999998, 55.538999999999994, 31.765000000000001, 18.341999999999999, 9.609, 85.37299999999999, 55.075000000000003, 12.686, 41.378, 29.638000000000002, 11.097000000000001]",,,,,,,,
floodplains,daratan banjir,,1,,,1,"2,945",,2,1,0,2,16.593,16.593,16.593,16.593,0,[16.593],,,,,,,,
floodplains,wilayah dataran banjir,,1,,,1,"2,945",,1,1,0,1,73.059,73.059,73.059,73.059,0,[73.058999999999997],,,,,,,,
floodplains,nan,,1,,,1,"2,945",,0,0,0,0,1.188,1.188,1.188,1.188,0,[1.1879999999999999],,,,,,,,
floodplains,longsor karena banjir,,,,,1,"2,945",,1,"0,5",1,0,9.661,9.661,9.661,9.661,0,[9.6609999999999996],,,,,,,,
floodplains,banjir,,,,,1,"2,945",,1,"0,5",1,0,4.939,4.939,4.939,4.939,0,[4.9390000000000001],,,,,,,,
floods,banjir,3,5,,,18,"53,008",,35,1,0,35,2.268,11.618,5.764.944.444,43.525,3.040.132.572,"[7.9860000000000007, 11.618, 4.1050000000000004, 4.3049999999999997, 10.982000000000001, 4.3399999999999999, 3.835, 3.8939999999999997, 2.6010000000000004, 10.488, 7.3200000000000003, 2.282, 7.069, 4.915, 2.2680000000000002, 4.3650000000000002, 9.0389999999999997, 2.3569999999999998]",,,,,,,,
floods force,kekuatan banjir,1,3,,,6,"17,669",,12,1,0,12,12.943,79.154,2.575.683.333,"652,083,333",2.394.494.055,"[14.975999999999999, 18.620999999999999, 15.004000000000001, 79.153999999999996, 13.843, 12.943]",,,,,,,,
floods force,tekanan banjir,,3,,,2,"5,890",,3,1,0,3,6.561,8.34,74.505,74.505,"6,177,083,333","[6.5609999999999999, 8.3399999999999999]",,,,,,,,
floods force,banjir memaksa,,,,,2,"5,890",,3,"0,75",1,2,8.861,12.031,10.446,10.446,1.585,"[8.8610000000000007, 12.030999999999999]",,,,,,,,
floods force,serangan banjir,,,,,1,"2,945",,2,1,0,2,9.211,9.211,9.211,9.211,0,[9.2110000000000003],,,,,,,,
floods force,daya banjir,,,,,1,"2,945",,2,1,0,2,15.598,15.598,15.598,15.598,0,[15.597999999999999],,,,,,,,
floods force,penyelamat banjir,,,,,1,"2,945",,2,1,0,2,16.902,16.902,16.902,16.902,0,[16.902000000000001],,,,,,,,
floods force,nan,,,,,1,"2,945",,0,0,0,0,3.435,3.435,3.435,3.435,0,[3.4350000000000001],,,,,,,,
floods force,pasukan banjir,,,,,1,"2,945",,0,0,1,-1,11.293,11.293,11.293,11.293,0,[11.292999999999999],,,,,,,,
floods kill,banjir membunuh,1,3,,,8,"23,559",,13,"928,571,429",1,12,3.435,"732,638,889",968.475,"434,027,778",3.832.545.164,"[7.556, 6.2770000000000001, 9.9109999999999996, 16.949999999999999, 3.4350000000000001, 9.7889999999999997, 11.198, 12.362]",,,,,,,,
floods kill,banjir mematikan,,3,,,2,"5,890",,4,1,0,4,4.278,15.666,9.972,9.972,5.694,"[4.2780000000000005, 15.665999999999999]",,,,,,,,
floods kill,banjir yang membunuh,,,,,1,"2,945",,2,1,0,2,24.883,24.883,24.883,24.883,0,[24.883000000000003],,,,,,,,
floods kill,meninggal karena bencana banjir,,,,,1,"2,945",,2,1,0,2,21.482,21.482,21.482,21.482,0,[21.481999999999999],,,,,,,,
floods kill,banjir menewaskan,,,,,1,"2,945",,1,"0,5",1,0,29.912,29.912,29.912,29.912,0,[29.911999999999999],,,,,,,,
floodwaters,air banjir,1,3,,,8,"23,559",,16,1,0,16,4.797,17.839,1.139.575,120.385,4.829.544.123,"[17.839000000000002, 15.875999999999999, 7.6299999999999999, 15.462999999999999, 14.774000000000001, 9.302999999999999, 4.7969999999999997, 5.484]",,,,,,,,
floodwaters,air bah,,2,,,3,"8,835",,5,1,0,5,4.096,19.582,9.386,4.48,7.211.364.919,"[4.0960000000000001, 19.582000000000001, 4.4800000000000004]",,,,,,,,
floodwaters,banjir,,1,,,3,"8,835",,4,"0,8",1,3,7.028,21.242,14.635,15.635,5.845.764.792,"[7.0279999999999996, 21.241999999999997, 15.635]",,,,,,,,
floodwaters,aliran banjir,,,,,1,"2,945",,2,1,0,2,8.312,8.312,8.312,8.312,0,[8.3120000000000012],,,,,,,,
floridan aquifer,floridan aquifer,1,,,,1,"2,945",,1,"0,5",1,0,30.629,30.629,30.629,30.629,0,[30.629000000000001],,,,,,,,
floridan aquifer,akuifer florida,,5,,,1,"2,945",,1,"0,5",1,0,47.39.00,47.39.00,47.39.00,47.39.00,0,[47.390000000000001],,,,,,,,
floridan aquifer,akuifer floridan,,5,,,1,"2,945",,1,"0,5",1,0,11.26,11.26,11.26,11.26,0,[11.26],,,,,,,,
focus group discussions,diskusi kelompok terarah,2,4,,,3,"8,835",,6,1,0,6,8.173,29.617,2.176.033.333,27.491,9.646.819.487,"[29.616999999999997, 27.491, 8.173]",,,,,,,,
focus group discussions,diskusi kelompok terfokus,,4,,,3,"8,835",,5,1,0,5,15.389,29.443,2.018.666.667,15.728,6.546.679.073,"[15.389000000000001, 29.443000000000001, 15.728]",,,,,,,,
focus group discussions,fokus pada kelompok diskusi,,,,,1,"2,945",,2,1,0,2,110.043,110.043,110.043,110.043,0,[110.04299999999999],,,,,,,,
focus group discussions,grup diskusi fokus pada topik tertentu,,5,,,1,"2,945",,2,1,0,2,29.841,29.841,29.841,29.841,0,[29.840999999999998],,,,,,,,
focus group discussions,diskusi fokus berkelompok,,,,,1,"2,945",,2,1,0,2,9.563,9.563,9.563,9.563,0,[9.5629999999999988],,,,,,,,
focus group discussions,diskusi grup terarah,,,,,1,"2,945",,2,1,0,2,9.469,9.469,9.469,9.469,0,[9.4689999999999994],,,,,,,,
focus group discussions,diskusi grup berfokus,,,,,1,"2,945",,2,1,0,2,14.302,14.302,14.302,14.302,0,[14.302],,,,,,,,
focus group discussions,diskusi kelompok,,,,,1,"2,945",,1,1,0,1,20.074,20.074,20.074,20.074,0,[20.074000000000002],,,,,,,,
focus group discussions,diskusi kelompok yang berfokus,,,,,1,"2,945",,1,"0,5",1,0,13.916,13.916,13.916,13.916,0,[13.915999999999999],,,,,,,,
following explosion,ledakan susulan,3,3,,,6,"17,669",,12,1,0,12,"275,694,444",22.621,13.985,12.437,6.560.181.552,"[22.045000000000002, 8.4000000000000004, 5.9699999999999998, 22.620999999999999, 9.4000000000000004, 15.474]",,,,,,,,
following explosion,mengikuti ledakan,,3,,,2,"5,890",,4,1,0,4,8.46,10.954,9.707,9.707,1.247,"[10.954000000000001, 8.4600000000000009]",,,,,,,,
following explosion,ledakan lanjutan,,,,,2,"5,890",,4,1,0,4,5.886,7.063,64.745,64.745,"4,086,805,556","[5.8860000000000001, 7.0629999999999997]",,,,,,,,
following explosion,berikut ledakan,,,,,1,"2,945",,2,1,0,2,7.314,7.314,7.314,7.314,0,[7.3140000000000001],,,,,,,,
following explosion,ledakan selanjutnya,,,,,1,"2,945",,2,1,0,2,9.968,9.968,9.968,9.968,0,[9.968],,,,,,,,
following explosion,mengikuti eksploitasi,,,,,1,"2,945",,2,1,0,2,9.021,9.021,9.021,9.021,0,[9.0210000000000008],,,,,,,,
following explosion,ledakan beruntun,,,,,1,"2,945",,2,1,0,2,18.547,18.547,18.547,18.547,0,[18.547000000000001],,,,,,,,
following explosion,laporan lanjutan,,,,,1,"2,945",,0,0,1,-1,18.607,18.607,18.607,18.607,0,[18.606999999999999],,,,,,,,
food,makanan,3,5,,,17,"50,063",,30,1,0,30,2.373,17.864,6.037.411.765,4.567,3.998.449.774,"[5.6520000000000001, 3.742, 2.6539999999999999, 3.883, 3.52, 3.9239999999999999, 8.3019999999999996, 10.652999999999999, 9.9789999999999992, 2.3730000000000002, 3.1200000000000001, 2.585, 10.312999999999999, 4.6120000000000001, 4.8929999999999998, 17.864000000000001, 4.5670000000000002]",,,,,,,,
food,pangan,,5,,,1,"2,945",,2,1,0,2,4.712,4.712,4.712,4.712,0,[4.7119999999999997],,,,,,,,
food,"makanan, pangan",,,,,1,"2,945",,2,1,0,2,7.212,7.212,7.212,7.212,0,[7.2120000000000006],,,,,,,,
food assistance,bantuan makanan,3,5,,,11,"32,394",,21,1,0,21,"172,916,667",27.578,1.034.154.545,9.114,6.384.925.818,"[11.161, 7.6960000000000006, 5.4160000000000004, 9.113999999999999, 3.6899999999999999, 6.7839999999999998, 14.802, 4.274, 10.905999999999999, 27.578000000000003, 12.335999999999999]",,,,,,,,
food assistance,bantuan pangan,,5,,,2,"5,890",,4,1,0,4,16.157,26.262,212.095,212.095,50.525,"[16.157, 26.261999999999997]",,,,,,,,
food assistance,pertolongan pangan,,,,,1,"2,945",,2,1,0,2,11.802,11.802,11.802,11.802,0,[11.802],,,,,,,,
food assistance,"bantuan pangan, bantuan makanan",,,,,1,"2,945",,2,1,0,2,11.375,11.375,11.375,11.375,0,[11.375],,,,,,,,
food assistance,ketahanan pangan,,1,,,1,"2,945",,2,1,0,2,15.449,15.449,15.449,15.449,0,[15.449000000000002],,,,,,,,
food assistance,makanan tambahan,,,,,1,"2,945",,2,1,0,2,58.77,58.77,58.77,58.77,0,[58.770000000000003],,,,,,,,
food assistance,asisten makanan,,1,,,1,"2,945",,1,"0,5",1,0,8.814,8.814,8.814,8.814,0,[8.8140000000000001],,,,,,,,
food availability,ketersediaan makanan,3,5,,,10,"29,449",,19,1,0,19,5.187,17.572,104.322,112.985,359.270.669,"[6.5970000000000004, 11.605, 12.547000000000001, 12.714, 9.5179999999999989, 11.821, 5.7690000000000001, 17.571999999999999, 5.1870000000000003, 10.992000000000001]",,,,,,,,
food availability,ketersediaan pangan,,5,,,5,"14,725",,8,1,0,8,4.889,22.992,106.894,7.286,6.583.077.262,"[7.2860000000000005, 11.905999999999999, 22.991999999999997, 6.3739999999999997, 4.8889999999999993]",,,,,,,,
food availability,kesediaan pangan,,,,,2,"5,890",,4,1,0,4,3.722,10.654,7.188,7.188,3.466,"[10.654000000000002, 3.722]",,,,,,,,
food availability,ketersedian makanan,,,,,1,"2,945",,1,1,0,1,22.046,22.046,22.046,22.046,0,[22.045999999999999],,,,,,,,
food availability,makan tersedia,,1,,,1,"2,945",,0,0,1,-1,8.414,8.414,8.414,8.414,0,[8.4139999999999997],,,,,,,,
food basket,keranjang makanan,3,5,,,14,"41,229",,25,"925,925,926",2,23,4.516,17.601,8.076.857.143,77.705,3.044.565.577,"[8.7560000000000002, 6.2779999999999996, 7.9529999999999994, 5.3370000000000006, 8.5020000000000007, 6.2800000000000002, 7.7470000000000008, 17.600999999999999, 7.7939999999999996, 9.5489999999999995, 4.516, 5.4870000000000001, 9.6529999999999987, 7.6229999999999993]",,,,,,,,
food basket,wadah makanan,,5,,,1,"2,945",,2,1,0,2,13.689,13.689,13.689,13.689,0,[13.689],,,,,,,,
food basket,makanan dalam keranjang,,,,,1,"2,945",,1,1,0,1,11.567,11.567,11.567,11.567,0,[11.567],,,,,,,,
food commodities,komoditas pangan,3,5,,,8,"23,559",,14,1,0,14,6.772,48.177,17.254,122.655,1.354.784.595,"[6.7720000000000002, 6.8779999999999992, 7.4920000000000009, 13.402999999999999, 11.128, 15.015000000000001, 48.177, 29.166999999999998]",,,,,,,,
food commodities,komoditas makanan,,5,,,6,"17,669",,12,1,0,12,7.111,14.06,96.045,87.045,2.492.185.838,"[7.8729999999999993, 14.06, 7.5010000000000003, 9.5359999999999996, 11.545999999999999, 7.1110000000000007]",,,,,,,,
food commodities,komitas makanan,,,,,1,"2,945",,2,1,0,2,7.24,7.24,7.24,7.24,0,[7.2400000000000002],,,,,,,,
food commodities,bahan dasar makanan,,,,,1,"2,945",,2,1,0,2,5.619,5.619,5.619,5.619,0,[5.6189999999999998],,,,,,,,
food commodities,bahan makanan,,,,,1,"2,945",,2,1,0,2,20.485,20.485,20.485,20.485,0,[20.484999999999999],,,,,,,,
food commodities,komoditi makanan,,,,,1,"2,945",,1,1,0,1,18.072,18.072,18.072,18.072,0,[18.071999999999999],,,,,,,,
food commodities,nan,,,,,1,"2,945",,0,0,0,0,3.407,3.407,3.407,3.407,0,[3.407],,,,,,,,
food distribution system,sistem distribusi makanan,3,5,,,6,"17,669",,12,1,0,12,8.518,14.648,105.565,9.611,2.154.539.529,"[8.9370000000000012, 12.014000000000001, 8.5179999999999989, 10.07, 14.648, 9.152000000000001]",,,,,,,,
food distribution system,sistem distribusi pangan,,5,,,2,"5,890",,4,1,0,4,7.184,18.796,"56,875","56,875",5.806,"[18.795999999999999, 7.1840000000000002]",,,,,,,,
food distribution system,sistem penyaluran makanan,,,,,1,"2,945",,2,1,0,2,9.977,9.977,9.977,9.977,0,[9.9770000000000003],,,,,,,,
food distribution system,sistem pendistribusian makanan,,,,,1,"2,945",,2,1,0,2,21.537,21.537,21.537,21.537,0,[21.536999999999999],,,,,,,,
food distribution system,sisten distribusi pangan,,,,,1,"2,945",,1,"0,5",1,0,10.381,10.381,10.381,10.381,0,[10.380999999999998],,,,,,,,
food security,ketahanan pangan,3,5,,,7,"20,614",,10,"833,333,333",2,8,6.203,25.009,1.110.757.143,9.552,6.094.051.054,"[11.539000000000001, 6.7870000000000008, 6.5860000000000003, 12.077, 9.5519999999999996, 6.2029999999999994, 25.009]",,,,,,,,
food security,keamanan pangan,,4,,,3,"8,835",,6,1,0,6,6.258,8.805,7.723.333.333,8.107,1.074.616.934,"[8.1070000000000011, 6.2579999999999991, 8.8049999999999997]",,,,,,,,
food security,keamanan bahan pangan,,,,,1,"2,945",,2,1,0,2,11.773,11.773,11.773,11.773,0,[11.773],,,,,,,,
food security,keamanan makanan,,,,,1,"2,945",,2,1,0,2,8.097,8.097,8.097,8.097,0,[8.0970000000000013],,,,,,,,
food security,ketersediaan makanan,,,,,1,"2,945",,1,"0,5",1,0,14.39,14.39,14.39,14.39,0,[14.390000000000001],,,,,,,,
food shortage,kekurangan makanan,3,,,,11,"32,394",,20,"952,380,952",1,19,4.416,85.936,2.474.554.545,19.276,2.300.492.298,"[19.276, 5.274, 11.447000000000001, 7.6200000000000001, 21.841999999999999, 20.27, 4.4160000000000004, 43.481000000000002, 40.466999999999999, 85.936000000000007, 12.172000000000001]",,,,,,,,
food shortage,kekurangan pangan,,5,,,3,"8,835",,6,1,0,6,"216,666,667",21.015,10.924,7.037,7.197.839.166,"[4.7199999999999998, 21.015000000000001, 7.0370000000000008]",,,,,,,,
food shortage,kekurangan bahan pangan,,5,,,1,"2,945",,2,1,0,2,30.755,30.755,30.755,30.755,0,[30.754999999999999],,,,,,,,
food shortages,kekurangan makanan,3,,,,14,"41,229",,23,"958,333,333",1,22,4.083,46.668,1.528.242.857,9.964,1.160.699.268,"[6.984, 9.5660000000000007, 9.0090000000000003, 21.760999999999999, 5.8470000000000004, 8.1489999999999991, 18.321999999999999, 10.362, 46.667999999999999, 5.4260000000000002, 24.449999999999999, 30.516999999999999, 4.0830000000000002, 12.81]",,,,,,,,
food shortages,kekurangan pangan,,,,,5,"14,725",,8,"888,888,889",1,7,5.943,64.162,314.446,26.788,226.082.697,"[50.288999999999994, 64.161999999999992, 26.788, 10.041, 5.9429999999999996]",,,,,,,,
food shortages,kekurangan pasokan pangan,,,,,1,"2,945",,2,1,0,2,6.021,6.021,6.021,6.021,0,[6.0209999999999999],,,,,,,,
food shortages,berkurangnya makanan,,,,,1,"2,945",,2,1,0,2,7.884,7.884,7.884,7.884,0,[7.8839999999999995],,,,,,,,
food stuffs,bahan makanan,3,5,,,10,"29,449",,20,1,0,20,2.827,45.855,166.796,13.101,1.374.037.584,"[10.83, 38.323999999999998, 16.687999999999999, 45.854999999999997, 5.4529999999999994, 4.0700000000000003, 2.827, 9.3559999999999999, 18.021000000000001, 15.372]",,,,,,,,
food stuffs,bahan pangan,,5,,,2,"5,890",,4,1,0,4,5.233,15.55,103.915,103.915,51.585,"[15.550000000000001, 5.2329999999999997]",,,,,,,,
food stuffs,barang makanan,,,,,2,"5,890",,2,"0,5",2,0,9.559,17.765,13.662,13.662,4.103,"[9.5589999999999993, 17.765000000000001]",,,,,,,,
food stuffs,bahan-bahan makanan,,,,,1,"2,945",,2,1,0,2,24.522,24.522,24.522,24.522,0,[24.521999999999998],,,,,,,,
food stuffs,perlengkapan makanan,,,,,1,"2,945",,1,"0,5",1,0,15.005,15.005,15.005,15.005,0,[15.005000000000001],,,,,,,,
food stuffs,makanan,,4,,,1,"2,945",,1,"0,5",1,0,11.798,11.798,11.798,11.798,0,[11.798],,,,,,,,
food stuffs,kelompok bahan makanan,,,,,1,"2,945",,1,"0,5",1,0,33.307,33.307,33.307,33.307,0,[33.306999999999995],,,,,,,,
food utilization,penggunaan makanan,3,4,,,6,"17,669",,10,"909,090,909",1,9,7.689,22.278,113.365,90.485,5.025.801.454,"[11.455, 22.278000000000002, 9.0779999999999994, 7.6890000000000001, 9.0190000000000001, 8.5]",,,,,,,,
food utilization,pemanfaatan makanan,,4,,,5,"14,725",,10,1,0,10,5.174,45.887,194.492,11.258,15.643.154,"[6.3770000000000007, 28.550000000000001, 11.257999999999999, 5.1739999999999995, 45.887]",,,,,,,,
food utilization,pemanfaatan pangan,,4,,,4,"11,780",,8,1,0,8,12.882,22.459,18.056,184.415,4.332.541.113,"[22.225000000000001, 14.657999999999999, 12.882, 22.459]",,,,,,,,
food utilization,pemanfaatan bahan pangan,,,,,2,"5,890",,4,1,0,4,8.14,10.082,9.111,9.111,"674,305,556","[8.1400000000000006, 10.082000000000001]",,,,,,,,
food utilization,utilisasi makanan,,,,,2,"5,890",,4,1,0,4,"678,472,222",16.036,15.903,15.903,"92,361,111","[15.77, 16.035999999999998]",,,,,,,,
food utilization,kegunaan makanan,,,,,1,"2,945",,2,1,0,2,"544,444,444","544,444,444","544,444,444","544,444,444",0,[12.640000000000001],,,,,,,,
food utilization,pemakaian makanan,,,,,1,"2,945",,1,1,0,1,7.404,7.404,7.404,7.404,0,[7.4039999999999999],,,,,,,,
food utilization,penggunaan bahan makanan,,,,,1,"2,945",,1,1,0,1,16.591,16.591,16.591,16.591,0,[16.590999999999998],,,,,,,,
food-for-work,makanan untuk bekerja,1,3,,,6,"17,669",,10,"909,090,909",1,9,6.937,38.828,195.315,13.184,1.202.730.324,"[6.9370000000000003, 33.445, 13.013, 11.610999999999999, 13.355, 38.828000000000003]",,,,,,,,
food-for-work,makanan untuk kerja,,3,,,2,"5,890",,3,"0,75",1,2,5.549,25.345,15.447,15.447,9.898,"[25.344999999999999, 5.5489999999999995]",,,,,,,,
food-for-work,diberi upah dengan makanan,,,,,1,"2,945",,2,1,0,2,20.09,20.09,20.09,20.09,0,[20.899999999999999],,,,,,,,
food-for-work,makanan sebagai upah kerja,,,,,1,"2,945",,2,1,0,2,12.974,12.974,12.974,12.974,0,[12.974],,,,,,,,
food-for-work,asupan energi,,,,,1,"2,945",,1,1,0,1,50.621,50.621,50.621,50.621,0,[50.621000000000002],,,,,,,,
food-for-work,pangan untuk kerja,,,,,1,"2,945",,1,1,0,1,6.826,6.826,6.826,6.826,0,[6.8260000000000005],,,,,,,,
food-for-work,jatah makanan,,,,,1,"2,945",,1,"0,5",1,0,24.228,24.228,24.228,24.228,0,[24.228000000000002],,,,,,,,
food-for-work,makanan untuk pekerja,,,,,1,"2,945",,0,0,1,-1,18.761,18.761,18.761,18.761,0,[18.760999999999999],,,,,,,,
foods,makanan,3,5,,,15,"44,174",,28,1,0,28,2.172,10.592,56.066,4.964,2.699.271.872,"[3.9760000000000004, 9.9930000000000003, 5.7649999999999997, 4.0339999999999998, 2.4330000000000003, 7.8889999999999993, 4.1289999999999996, 8.0860000000000003, 10.592000000000001, 2.1719999999999997, 2.7930000000000001, 2.9630000000000001, 4.9639999999999995, 8.6579999999999995, 5.6520000000000001]",,,,,,,,
foods,bahan pangan,,5,,,1,"2,945",,2,1,0,2,5.609,5.609,5.609,5.609,0,[5.609],,,,,,,,
