source-word,target-word,origin_n_show,origin_total_duration,origin_mean_duration,origin_median_duration,origin_total_vote_up,origin_mean_vote_up,origin_median_vote_up,origin_total_vote_down,origin_mean_vote_down,origin_median_vote_down,origin_n_gram,origin_n_char,origin_n_user,origin_n_diff_translation,origin_readibility,origin_mean_n_gram_translation,origin_mean_n_char_translation,origin_num_most_common_translation,origin_most_common_n_gram,origin_most_common_n_char,origin_word_entropy,translation_n_show,translation_total_duration,translation_mean_duration,translation_median_duration,translation_total_vote_up,translation_mean_vote_up,translation_median_vote_up,translation_total_vote_down,translation_mean_vote_down,translation_median_vote_down,translation_n_gram,translation_n_char,translation_n_user,is_top_translation,translation_lv_distance,translation_jaro_distance,manual_origin_source,manual_assessment
organizational capacity,kapasitas secara organisasi,17,258.759,15.2211176471,10.442,32,1.88235294118,2.0,0,0.0,0.0,2,23,17,5,2,2.05882352941,20.9411764706,11,2,20,1.61371297037,1,11.695,11.695,11.695,2,2.0,2.0,0,0.0,0.0,3,27,1,0,20,0.544283413849,3.0,5.0
public shelters,pengungsian publik,21,532.755,25.3692857143,14.947,34,1.61904761905,2.0,3,0.142857142857,0.0,2,15,21,16,1,2.66666666667,20.8571428571,5,3,23,3.74423930495,1,55.227,55.227,55.227,2,2.0,2.0,0,0.0,0.0,2,18,1,0,15,0.52328042328,3.0,1.0
toll rises,kenaikan jalan tol,12,383.285,31.9404166667,21.136,19,1.58333333333,2.0,3,0.25,0.0,2,10,12,9,1,2.41666666667,17.75,2,2,16,3.08496250072,1,53.352,53.352,53.352,2,2.0,2.0,0,0.0,0.0,3,18,1,0,17,0.374074074074,3.0,3.0
the limited availability of technology,keterbatasan ketersediaannya teknologi,21,638.154,30.3882857143,24.565,33,1.57142857143,2.0,4,0.190476190476,0.0,5,38,21,15,3,3.28571428571,33.1428571429,5,3,34,3.6130541858,1,35.967,35.967,35.967,2,2.0,2.0,0,0.0,0.0,3,38,1,0,29,0.552631578947,3.0,5.0
non-natural disaster,bencana artifisial,13,266.091,20.4685384615,13.031,20,1.53846153846,2.0,4,0.307692307692,0.0,2,20,13,10,2,3.0,19.7692307692,2,2,16,3.2389012566,1,7.243,7.243,7.243,2,2.0,2.0,0,0.0,0.0,2,18,1,0,15,0.629461279461,1.0,2.0
temporary shelter,posko sementara,19,343.305,18.0686842105,11.187,32,1.68421052632,2.0,2,0.105263157895,0.0,2,17,19,11,2,2.47368421053,23.2631578947,6,2,21,3.076103171,1,56.88,56.88,56.88,2,2.0,2.0,0,0.0,0.0,2,15,1,0,12,0.584967320261,3.0,5.0
infrequent disasters,bencana bukan musiman,11,243.009,22.0917272727,16.806,20,1.81818181818,2.0,1,0.0909090909091,0.0,2,20,11,8,2,3.18181818182,22.1818181818,4,3,22,2.73215889136,1,16.806,16.806,16.806,2,2.0,2.0,0,0.0,0.0,3,21,1,0,19,0.468650793651,3.0,1.0
community based child protection mechanisms (CBCPM),masyarakat yang berdasarkan mekanisme perlindungan anak,13,464.283,35.7140769231,21.731,23,1.76923076923,2.0,1,0.0769230769231,0.0,6,51,13,6,3,5.07692307692,46.8461538462,5,5,47,,1,29.336,29.336,29.336,2,2.0,2.0,0,0.0,0.0,6,55,1,0,46,0.560702358268,,1.0
deepest sympathy,simpati yang terdalam,17,234.037,13.7668823529,10.017,28,1.64705882353,2.0,3,0.176470588235,0.0,2,16,17,6,2,2.17647058824,17.1176470588,10,2,16,1.89809337367,1,19.43,19.43,19.43,2,2.0,2.0,0,0.0,0.0,3,21,1,0,18,0.501984126984,3.0,5.0
power supplies,persediaan daya,12,201.368,16.7806666667,16.4955,20,1.66666666667,2.0,1,0.0833333333333,0.0,2,14,12,7,1,2.0,14.75,6,2,15,2.29248125036,1,15.617,15.617,15.617,2,2.0,2.0,0,0.0,0.0,2,15,1,0,13,0.553968253968,3.0,3.0
warnings,peringatan-peringatan,17,207.71,12.2182352941,11.666,31,1.82352941176,2.0,0,0.0,0.0,1,8,17,2,1,1.0,10.6470588235,16,1,10,0.322756958897,1,11.666,11.666,11.666,2,2.0,2.0,0,0.0,0.0,1,21,1,0,16,0.56746031746,3.0,5.0
handwashing facilities,tempat cuci tangan,16,236.569,14.7855625,11.475,27,1.6875,2.0,1,0.0625,0.0,2,22,16,9,2,3.125,22.125,8,3,21,2.5,1,7.707,7.707,7.707,2,2.0,2.0,0,0.0,0.0,3,18,1,0,19,0.488215488215,3.0,5.0
risk running,risiko berlari,11,133.077,12.0979090909,12.237,18,1.63636363636,2.0,3,0.272727272727,0.0,2,12,11,9,0,2.36363636364,16.1818181818,3,2,15,3.02716911844,1,12.237,12.237,12.237,1,1.0,1.0,1,1.0,1.0,2,14,1,0,9,0.599206349206,1.0,1.0
impartiality,netralitas,16,299.276,18.70475,14.947,29,1.8125,2.0,2,0.125,0.0,1,12,16,8,1,1.0625,14.3125,9,1,17,2.21691718669,1,49.318,49.318,49.318,2,2.0,2.0,0,0.0,0.0,1,10,1,0,8,0.618253968254,3.0,5.0
indepth assessments,kajian mendalam,17,299.167,17.5980588235,10.629,29,1.70588235294,2.0,1,0.0588235294118,0.0,2,19,17,9,2,2.23529411765,19.0588235294,8,2,18,2.55805107654,1,66.546,66.546,66.546,2,2.0,2.0,0,0.0,0.0,2,15,1,0,17,0.484795321637,3.0,5.0
impacted,berakibat,10,115.145,11.5145,10.133,20,2.0,2.0,0,0.0,0.0,1,8,10,5,1,1.2,10.4,3,1,9,2.48171457299,1,10.848,10.848,10.848,2,2.0,2.0,0,0.0,0.0,1,9,1,0,8,0.490740740741,3.0,5.0
compensatory disaster risk management,manajemen resiko bencana imbangan,15,700.313,46.6875333333,48.147,23,1.53333333333,2.0,5,0.333333333333,0.0,4,37,15,13,3,4.13333333333,35.4,2,4,37,3.64022392894,1,100.798,100.798,100.798,1,1.0,1.0,0,0.0,0.0,4,33,1,0,30,0.587087087087,1.0,2.0
injuries reported,korban luka terlapor,20,398.543,19.92715,14.3145,27,1.35,1.0,10,0.5,0.0,2,17,20,17,2,2.4,18.3,3,2,18,3.98418371978,1,14.217,14.217,14.217,1,1.0,1.0,1,1.0,1.0,3,20,1,0,17,0.529411764706,3.0,1.0
voluntary counselling,koseling sukarela,15,314.656,20.9770666667,11.623,24,1.6,2.0,0,0.0,0.0,2,21,15,5,2,2.13333333333,19.2666666667,10,2,18,1.55893853235,1,10.361,10.361,10.361,2,2.0,2.0,0,0.0,0.0,2,17,1,0,17,0.588141923436,2.0,5.0
cash-for-work,modal kerja,10,151.377,15.1377,11.733,15,1.5,1.5,4,0.4,0.0,1,13,10,8,1,3.1,19.2,2,3,18,2.92192809489,1,8.347,8.347,8.347,1,1.0,1.0,0,0.0,0.0,2,11,1,0,13,0.390054390054,1.0,2.0
toll,jalan bebas hambatan,19,551.586,29.0308421053,13.667,27,1.42105263158,2.0,9,0.473684210526,0.0,1,4,19,7,0,1.42105263158,8.84210526316,10,1,6,2.32321967234,1,94.385,94.385,94.385,1,1.0,1.0,1,1.0,1.0,3,20,1,0,19,0.433333333333,2.0,5.0
deaths confirmed,dipastikan tewas,13,200.506,15.4235384615,12.132,23,1.76923076923,2.0,2,0.153846153846,0.0,2,16,13,9,1,2.46153846154,22.0,4,2,21,2.93120894891,1,8.864,8.864,8.864,1,1.0,1.0,0,0.0,0.0,2,16,1,0,14,0.583333333333,1.0,5.0
cross cutting issues,isu yang melibatkan banyak sektor,14,404.739,28.9099285714,22.231,22,1.57142857143,2.0,3,0.214285714286,0.0,3,20,14,9,1,3.0,19.5714285714,5,3,19,2.83523774531,1,24.463,24.463,24.463,1,1.0,1.0,1,1.0,1.0,5,33,1,0,29,0.506565656566,1.0,1.0
active recreational sports education program,program aktif rekreasi olahraga dan edukasi,16,617.399,38.5874375,32.045,28,1.75,2.0,2,0.125,0.0,5,44,16,9,4,5.125,42.5,7,5,42,2.6467822216,1,34.991,34.991,34.991,2,2.0,2.0,0,0.0,0.0,6,43,1,0,36,0.647201573121,1.0,2.0
local procurement,pengadaan setempat,13,252.873,19.4517692308,12.317,23,1.76923076923,2.0,2,0.153846153846,0.0,2,17,13,7,2,2.07692307692,16.0769230769,6,2,15,2.35353394858,1,36.072,36.072,36.072,1,1.0,1.0,0,0.0,0.0,2,18,1,0,14,0.471677559913,3.0,5.0
refugee emergencies,darurat pengungsian,17,460.119,27.0658235294,21.257,30,1.76470588235,2.0,2,0.117647058824,0.0,2,19,17,7,1,2.23529411765,19.4705882353,6,2,17,2.49807754662,1,26.544,26.544,26.544,2,2.0,2.0,0,0.0,0.0,2,19,1,0,14,0.550877192982,3.0,3.0
cold spells,hawa dingin,9,248.003,27.5558888889,27.22,11,1.22222222222,1.0,4,0.444444444444,0.0,2,11,9,6,0,2.22222222222,14.4444444444,3,2,13,2.41938194565,1,11.464,11.464,11.464,2,2.0,2.0,0,0.0,0.0,2,11,1,0,10,0.287878787879,1.0,3.0
flood levy,iuran banjir,16,453.402,28.337625,17.662,28,1.75,2.0,3,0.1875,0.0,2,10,16,10,0,2.0625,15.0,6,2,16,2.90563906223,1,6.041,6.041,6.041,2,2.0,2.0,0,0.0,0.0,2,12,1,0,11,0.394444444444,1.0,3.0
increase in temperature,kenaikan suhu udara,20,335.944,16.7972,10.58,36,1.8,2.0,3,0.15,0.0,3,23,20,9,2,2.2,16.05,7,2,13,2.56386512195,1,7.842,7.842,7.842,1,1.0,1.0,1,1.0,1.0,3,19,1,0,19,0.564523958117,3.0,5.0
staple food stock,kebutuhan makanan pokok,15,343.654,22.9102666667,15.625,29,1.93333333333,2.0,1,0.0666666666667,0.0,3,17,15,5,1,3.06666666667,21.3333333333,7,3,18,1.82281560035,1,11.18,11.18,11.18,2,2.0,2.0,0,0.0,0.0,3,23,1,0,19,0.522804774084,3.0,5.0
killed people,orang terbunuh,10,139.657,13.9657,12.3595,18,1.8,2.0,2,0.2,0.0,2,13,10,10,0,2.4,17.4,1,2,15,3.32192809489,1,16.137,16.137,16.137,2,2.0,2.0,0,0.0,0.0,2,14,1,0,13,0.265567765568,1.0,5.0
presumed dead,yang diperkirakan mati,15,209.7,13.98,13.14,27,1.8,2.0,2,0.133333333333,0.0,2,13,15,8,1,2.06666666667,16.8,5,2,16,2.6825887305,1,13.639,13.639,13.639,2,2.0,2.0,0,0.0,0.0,3,22,1,0,19,0.411421911422,3.0,5.0
help tornado,membantu tornado,13,184.383,14.1833076923,7.905,18,1.38461538462,1.0,4,0.307692307692,0.0,2,12,13,10,1,2.30769230769,17.0,4,2,15,3.23592635063,1,7.137,7.137,7.137,2,2.0,2.0,0,0.0,0.0,2,16,1,0,7,0.659722222222,1.0,3.0
flooding,kebanjiran,17,232.59,13.6817647059,6.258,30,1.76470588235,2.0,1,0.0588235294118,0.0,1,8,17,5,1,1.0,7.41176470588,11,1,6,1.56930782318,1,13.63,13.63,13.63,2,2.0,2.0,0,0.0,0.0,1,10,1,0,9,0.316666666667,3.0,3.0
casualties,hubungan sebab akibat,17,464.445,27.3202941176,22.952,29,1.70588235294,2.0,2,0.117647058824,0.0,1,10,17,9,1,1.35294117647,8.76470588235,9,1,6,2.40926725225,1,88.357,88.357,88.357,2,2.0,2.0,0,0.0,0.0,3,21,1,0,17,0.446031746032,3.0,2.0
seismic engineering designs,desain teknik gelombang bumi,16,514.242,32.140125,23.102,26,1.625,2.0,3,0.1875,0.0,3,27,16,11,3,3.3125,24.0625,6,3,21,3.03063906223,1,19.023,19.023,19.023,2,2.0,2.0,0,0.0,0.0,4,28,1,0,21,0.577601410935,2.0,5.0
multiple disciplines,beberapa disiplin,17,312.165,18.3626470588,10.674,30,1.76470588235,2.0,3,0.176470588235,0.0,2,20,17,12,2,2.11764705882,17.5294117647,3,3,22,3.45482239995,1,35.22,35.22,35.22,2,2.0,2.0,0,0.0,0.0,2,17,1,0,11,0.611140819964,3.0,5.0
social safety nets,jaringan pengamanan sosial,15,261.722,17.4481333333,11.983,28,1.86666666667,2.0,1,0.0666666666667,0.0,3,18,15,7,1,2.93333333333,23.2666666667,6,3,22,2.33957226199,1,13.302,13.302,13.302,1,1.0,1.0,0,0.0,0.0,3,26,1,0,21,0.459045584046,3.0,5.0
deepest sympathy,turut berduka cita,17,234.037,13.7668823529,10.017,28,1.64705882353,2.0,3,0.176470588235,0.0,2,16,17,6,2,2.17647058824,17.1176470588,10,2,16,1.89809337367,2,14.773,7.3865,7.3865,3,1.5,1.5,1,0.5,0.5,3,18,2,0,17,0.463425925926,3.0,5.0
pray,"berdoa, beribadah, shalat",16,190.195,11.8871875,5.6955,28,1.75,2.0,0,0.0,0.0,1,4,16,3,0,1.125,6.8125,13,1,6,0.86839272901,1,44.788,44.788,44.788,2,2.0,2.0,0,0.0,0.0,3,25,1,0,23,0.526666666667,3.0,5.0
reconnect power,terhubung kuat kembali,17,440.786,25.9285882353,18.041,24,1.41176470588,2.0,7,0.411764705882,0.0,2,15,17,14,1,3.11764705882,26.2352941176,3,3,27,3.69011651759,1,15.33,15.33,15.33,1,1.0,1.0,1,1.0,1.0,3,22,1,0,18,0.446464646465,1.0,1.0
missing explosion,ledakan terlewat,13,233.016,17.9243076923,13.864,24,1.84615384615,2.0,0,0.0,0.0,2,17,13,9,2,2.84615384615,20.0,5,3,19,2.80739045088,1,6.819,6.819,6.819,1,1.0,1.0,0,0.0,0.0,2,16,1,0,15,0.411764705882,1.0,3.0
local population,penduduk setempat,19,204.564,10.7665263158,7.694,36,1.89473684211,2.0,1,0.0526315789474,0.0,2,16,19,4,2,2.0,14.3157894737,14,2,14,1.19225086023,1,12.938,12.938,12.938,2,2.0,2.0,0,0.0,0.0,2,17,1,0,17,0.40931372549,3.0,5.0
multiple disciplines,banyak jurusan,17,312.165,18.3626470588,10.674,30,1.76470588235,2.0,3,0.176470588235,0.0,2,20,17,12,2,2.11764705882,17.5294117647,3,3,22,3.45482239995,1,4.272,4.272,4.272,1,1.0,1.0,0,0.0,0.0,2,14,1,0,18,0.411904761905,3.0,5.0
displacement sites,tempat geser,17,452.844,26.6378823529,22.061,29,1.70588235294,2.0,1,0.0588235294118,0.0,2,18,17,10,1,2.0,16.5294117647,4,2,18,3.10188122348,1,19.428,19.428,19.428,1,1.0,1.0,0,0.0,0.0,2,12,1,0,13,0.601851851852,3.0,1.0
footage,durasi film,15,404.343,26.9562,14.33,27,1.8,2.0,1,0.0666666666667,0.0,1,7,15,7,0,1.26666666667,8.13333333333,7,1,7,2.33012496531,1,78.446,78.446,78.446,1,1.0,1.0,1,1.0,1.0,2,11,1,0,11,0.411255411255,3.0,1.0
community based organization (CBO),lembaga swadaya masyarakat (lsm),12,342.048,28.504,18.925,20,1.66666666667,2.0,3,0.25,0.0,4,34,12,9,2,3.33333333333,31.9166666667,3,3,30,,1,104.198,104.198,104.198,2,2.0,2.0,0,0.0,0.0,4,32,1,0,27,0.586192810458,,4.0
volcanic eruption material,bahan letusan gunung berapi,19,575.024,30.2644210526,25.521,35,1.84210526316,2.0,2,0.105263157895,0.0,3,26,19,12,3,3.47368421053,25.6315789474,4,3,24,3.36609132912,1,33.013,33.013,33.013,1,1.0,1.0,0,0.0,0.0,4,27,1,0,22,0.566612399946,3.0,3.0
disaster risk management,manajemen pengelolaan risiko bencana,19,387.875,20.4144736842,14.88,33,1.73684210526,2.0,2,0.105263157895,0.0,3,24,19,7,2,3.10526315789,25.7368421053,6,3,24,2.40479330246,1,8.968,8.968,8.968,2,2.0,2.0,0,0.0,0.0,4,36,1,0,29,0.569989106754,3.0,5.0
reestablished,pembangunan kembali,13,246.192,18.9378461538,18.414,22,1.69230769231,2.0,2,0.153846153846,0.0,1,13,13,6,1,2.0,16.6923076923,7,2,16,2.03494091396,2,31.362,15.681,15.681,2,1.0,1.0,1,0.5,0.5,2,19,2,0,17,0.422739541161,3.0,5.0
main source of income,pemasukan utama,20,274.065,13.70325,10.6155,37,1.85,2.0,0,0.0,0.0,4,21,20,7,0,3.05,23.35,7,3,23,2.32612074684,1,5.83,5.83,5.83,1,1.0,1.0,0,0.0,0.0,2,15,1,0,17,0.513095238095,3.0,5.0
disaster risk reduction measures,ukuran pengurangan resiko bencana,12,322.643,26.8869166667,26.652,21,1.75,2.0,1,0.0833333333333,0.0,4,32,12,9,3,3.91666666667,36.0,3,4,42,3.02205520887,2,32.027,16.0135,16.0135,2,1.0,1.0,1,0.5,0.5,4,33,2,0,28,0.573021885522,2.0,1.0
principle,kepala sekolah,16,198.032,12.377,7.2995,31,1.9375,2.0,0,0.0,0.0,1,9,16,3,1,1.125,7.875,14,1,7,0.6685644432,1,6.343,6.343,6.343,1,1.0,1.0,0,0.0,0.0,2,14,1,0,12,0.515873015873,3.0,1.0
memories,kenangan-kenangan,18,102.72,5.70666666667,4.6805,35,1.94444444444,2.0,0,0.0,0.0,1,8,18,4,1,1.0,8.11111111111,12,1,8,1.40467847306,1,5.739,5.739,5.739,2,2.0,2.0,0,0.0,0.0,1,17,1,0,15,0.455882352941,3.0,1.0
accessible vacant land,lahan kosong yang dapat digunakan,15,353.767,23.5844666667,13.435,25,1.66666666667,2.0,3,0.2,0.0,3,22,15,8,2,4.6,28.4666666667,4,5,31,2.70689059561,1,118.34,118.34,118.34,2,2.0,2.0,0,0.0,0.0,5,33,1,0,26,0.497474747475,3.0,5.0
law enforcement mechanism,mekanisme pelaksanaan hukum,15,274.06,18.2706666667,15.067,26,1.73333333333,2.0,2,0.133333333333,0.0,3,25,15,5,2,3.0,25.4,11,3,25,1.62164076219,1,40.767,40.767,40.767,1,1.0,1.0,0,0.0,0.0,3,27,1,0,23,0.619197530864,3.0,5.0
Vitamin A Deficiency (VAD),kekurangan vitamin a (vad),19,426.097,22.4261578947,13.429,35,1.84210526316,2.0,1,0.0526315789474,0.0,4,26,19,5,2,2.94736842105,19.8421052632,15,3,20,,1,11.139,11.139,11.139,1,1.0,1.0,1,1.0,1.0,4,26,1,0,16,0.665242165242,,5.0
asset support,dukungan asset,18,232.395,12.9108333333,8.5605,34,1.88888888889,2.0,1,0.0555555555556,0.0,2,13,18,6,2,2.0,13.2222222222,12,2,13,1.66883888985,1,7.342,7.342,7.342,2,2.0,2.0,0,0.0,0.0,2,14,1,0,13,0.447252747253,3.0,3.0
damages,kerusakan-kerusakan,16,186.456,11.6535,9.899,27,1.6875,2.0,3,0.1875,0.0,1,7,16,5,1,1.25,10.0,10,1,9,1.62661447181,1,11.232,11.232,11.232,2,2.0,2.0,0,0.0,0.0,1,19,1,0,15,0.427318295739,3.0,5.0
other income-generating activities,aktivitas umum selain pemasukan,11,341.565,31.0513636364,20.171,20,1.81818181818,2.0,2,0.181818181818,0.0,3,34,11,8,2,4.36363636364,36.6363636364,4,5,42,2.91829583405,1,8.702,8.702,8.702,2,2.0,2.0,0,0.0,0.0,4,31,1,0,28,0.50834914611,3.0,2.0
symptoms of distress,gejala-gejala tertekan,13,366.736,28.2104615385,18.131,20,1.53846153846,2.0,3,0.230769230769,0.0,3,20,13,10,2,2.23076923077,17.5384615385,3,2,16,3.18083298721,1,17.672,17.672,17.672,2,2.0,2.0,0,0.0,0.0,2,22,1,0,20,0.425757575758,1.0,5.0
mandatory evacuation,evakuasi mendesak,21,330.389,15.7328095238,13.992,38,1.80952380952,2.0,1,0.047619047619,0.0,2,20,21,6,2,2.04761904762,15.0952380952,14,2,14,1.62765759368,1,26.001,26.001,26.001,0,0.0,0.0,1,1.0,1.0,2,17,1,0,17,0.498529411765,2.0,3.0
increases in government debt,peningkatan pada hutang pemerintah,20,401.462,20.0731,18.2335,33,1.65,2.0,4,0.2,0.0,4,28,20,9,1,3.15,28.4,6,3,29,2.80869496956,1,20.334,20.334,20.334,2,2.0,2.0,0,0.0,0.0,4,34,1,0,29,0.575941487706,3.0,5.0
debris management activities,aktivitas manajemen puing,18,472.659,26.2588333333,17.8215,27,1.5,2.0,5,0.277777777778,0.0,3,28,18,14,3,3.0,28.7222222222,3,3,31,3.64160416787,1,10.323,10.323,10.323,2,2.0,2.0,0,0.0,0.0,3,25,1,0,18,0.59130952381,3.0,4.0
electric utilities,perangkat listrik,15,313.663,20.9108666667,14.554,25,1.66666666667,2.0,2,0.133333333333,0.0,2,18,15,13,1,2.06666666667,18.2,3,2,17,3.70281953111,1,18.489,18.489,18.489,2,2.0,2.0,0,0.0,0.0,2,17,1,0,14,0.528322440087,3.0,1.0
common micronutrient deficiencies,kekurangan nutrisi mikro,17,407.538,23.9728235294,20.732,28,1.64705882353,2.0,3,0.176470588235,0.0,3,33,17,10,3,3.64705882353,30.5294117647,5,3,28,2.93395457805,1,47.265,47.265,47.265,1,1.0,1.0,0,0.0,0.0,3,24,1,0,26,0.502525252525,3.0,4.0
community based child protection mechanisms (CBCPM),komunitas berbasis mekanisme perlindungan anak,13,464.283,35.7140769231,21.731,23,1.76923076923,2.0,1,0.0769230769231,0.0,6,51,13,6,3,5.07692307692,46.8461538462,5,5,47,,1,50.461,50.461,50.461,2,2.0,2.0,0,0.0,0.0,5,46,1,0,38,0.591247513498,,2.0
clusters,tingkatan,24,295.977,12.332375,7.9705,40,1.66666666667,2.0,3,0.125,0.0,1,8,24,14,1,1.0,8.25,7,1,8,3.36991002327,1,13.772,13.772,13.772,2,2.0,2.0,0,0.0,0.0,1,9,1,0,9,0.412037037037,3.0,1.0
children,anak - anak,16,136.183,8.5114375,7.133,29,1.8125,2.0,0,0.0,0.0,1,8,16,3,0,1.3125,9.125,12,1,9,1.01409765557,1,13.55,13.55,13.55,2,2.0,2.0,0,0.0,0.0,3,11,1,0,10,0.405303030303,3.0,5.0
disease surveillance,surveillance penyakit,14,393.159,28.0827857143,21.0035,22,1.57142857143,2.0,2,0.142857142857,0.0,2,20,14,5,2,2.07142857143,19.5714285714,10,2,19,1.43454914,1,29.487,29.487,29.487,1,1.0,1.0,0,0.0,0.0,2,21,1,0,17,0.708134920635,3.0,4.0
public shelters,ruang publik,21,532.755,25.3692857143,14.947,34,1.61904761905,2.0,3,0.142857142857,0.0,2,15,21,16,1,2.66666666667,20.8571428571,5,3,23,3.74423930495,1,7.823,7.823,7.823,1,1.0,1.0,0,0.0,0.0,2,12,1,0,12,0.466666666667,3.0,3.0
technological hazards,bahaya yang berkaitan dengan teknologi,15,243.826,16.2550666667,11.946,25,1.66666666667,2.0,2,0.133333333333,0.0,2,21,15,7,2,2.26666666667,18.0,8,2,16,2.17355726228,1,13.179,13.179,13.179,2,2.0,2.0,0,0.0,0.0,5,38,1,0,33,0.490183792815,,5.0
natural processes,proses-proses natural,20,263.902,13.1951,9.7325,36,1.8,2.0,0,0.0,0.0,2,17,20,7,2,2.0,13.4,11,2,12,2.08149632953,1,12.306,12.306,12.306,2,2.0,2.0,0,0.0,0.0,2,21,1,0,17,0.554808590103,3.0,5.0
district-rural,daerah pinggir kota,14,285.777,20.4126428571,14.7605,23,1.64285714286,2.0,3,0.214285714286,0.0,1,14,14,12,1,1.71428571429,14.9285714286,3,1,18,3.58989809546,1,10.927,10.927,10.927,2,2.0,2.0,0,0.0,0.0,3,19,1,0,16,0.470342522974,2.0,2.0
pastoral communities,komunitas-komunitas pastoral,18,429.082,23.8378888889,18.023,29,1.61111111111,2.0,5,0.277777777778,0.0,2,20,18,11,2,1.94444444444,17.8333333333,6,2,18,3.08604861231,1,18.771,18.771,18.771,2,2.0,2.0,0,0.0,0.0,2,28,1,0,21,0.606349206349,2.0,4.0
switching facilities,pengubahan fasilitas,17,471.068,27.7098823529,16.402,29,1.70588235294,2.0,2,0.117647058824,0.0,2,20,17,15,2,2.0,18.5294117647,2,2,17,3.8521687236,1,8.823,8.823,8.823,2,2.0,2.0,0,0.0,0.0,2,20,1,0,12,0.609090909091,1.0,3.0
video explosion,peledakan video,11,145.573,13.2339090909,9.133,12,1.09090909091,1.0,7,0.636363636364,0.0,2,15,11,4,1,2.0,13.5454545455,5,2,13,1.78992907531,1,28.039,28.039,28.039,1,1.0,1.0,0,0.0,0.0,2,15,1,0,14,0.549206349206,3.0,3.0
commodities tracking,mengikuti jejak komoditas,14,361.027,25.7876428571,13.8785,23,1.64285714286,2.0,3,0.214285714286,0.0,2,20,14,8,2,2.14285714286,20.2142857143,6,2,19,2.55665670746,1,21.833,21.833,21.833,1,1.0,1.0,1,1.0,1.0,3,25,1,0,20,0.5,3.0,4.0
poor environmental conditions,kondisi lingkungan miskin,16,212.483,13.2801875,12.273,29,1.8125,2.0,2,0.125,0.0,3,29,16,7,2,3.875,28.9375,10,4,29,1.9237949407,1,19.982,19.982,19.982,2,2.0,2.0,0,0.0,0.0,3,25,1,0,23,0.594636015326,3.0,5.0
effective responses,respons efektif,24,402.786,16.78275,9.0475,42,1.75,2.0,2,0.0833333333333,0.0,2,19,24,8,2,2.45833333333,17.7916666667,7,2,14,2.60056029633,1,11.537,11.537,11.537,2,2.0,2.0,0,0.0,0.0,2,15,1,0,16,0.526461988304,3.0,5.0
civil authorities,lembaga sipil,18,375.633,20.8685,12.174,26,1.44444444444,1.5,6,0.333333333333,0.0,2,17,18,11,2,2.11111111111,15.1666666667,7,2,14,2.96706475398,1,33.579,33.579,33.579,1,1.0,1.0,1,1.0,1.0,2,13,1,0,14,0.492911010558,2.0,3.0
transparency,keterbukaan,14,156.045,11.1460714286,7.7725,25,1.78571428571,2.0,0,0.0,0.0,1,12,14,3,1,1.0,11.7857142857,12,1,12,0.734529921439,1,12.016,12.016,12.016,2,2.0,2.0,0,0.0,0.0,1,11,1,0,11,0.557070707071,3.0,5.0
responders,partisipan,16,303.478,18.967375,8.995,26,1.625,2.0,3,0.1875,0.0,1,10,16,9,1,1.0625,9.3125,7,1,9,2.6467822216,1,45.042,45.042,45.042,2,2.0,2.0,0,0.0,0.0,1,10,1,0,10,0.516666666667,1.0,1.0
losses,rugi,21,286.55,13.6452380952,9.778,34,1.61904761905,2.0,2,0.0952380952381,0.0,1,6,21,4,1,1.0,8.85714285714,10,1,10,1.45190761507,1,20.652,20.652,20.652,1,1.0,1.0,0,0.0,0.0,1,4,1,0,6,0.0,3.0,5.0
local authority for disaster management,otoritas lokal untuk penanganan bencana,18,583.853,32.4362777778,21.9835,28,1.55555555556,2.0,5,0.277777777778,0.0,5,39,18,13,4,5.11111111111,39.7777777778,6,5,38,3.30827083454,1,19.544,19.544,19.544,2,2.0,2.0,0,0.0,0.0,5,39,1,0,32,0.636752136752,3.0,5.0
emergency vaccination campaigns,kampanye vaksinasi daruat,17,304.072,17.8865882353,15.1,32,1.88235294118,2.0,1,0.0588235294118,0.0,3,31,17,5,3,3.0,25.4117647059,12,3,26,1.43925401721,1,6.144,6.144,6.144,2,2.0,2.0,0,0.0,0.0,3,25,1,0,20,0.572876344086,3.0,5.0
passengers disembarked,penurunan penumpang,16,340.77,21.298125,17.618,27,1.6875,2.0,2,0.125,0.0,2,22,16,6,2,2.125,17.6875,7,2,15,2.1467822216,1,42.989,42.989,42.989,2,2.0,2.0,0,0.0,0.0,2,19,1,0,18,0.516480595428,3.0,5.0
internally displaced persons,pengungsi,12,257.714,21.4761666667,20.1005,17,1.41666666667,1.0,4,0.333333333333,0.0,3,28,12,8,3,2.83333333333,23.25,4,2,18,2.75162916739,2,56.557,28.2785,28.2785,2,1.0,1.0,2,1.0,1.0,1,9,2,0,25,0.444708994709,1.0,3.0
seismic engineering designs,disain teknis seismik,16,514.242,32.140125,23.102,26,1.625,2.0,3,0.1875,0.0,3,27,16,11,3,3.3125,24.0625,6,3,21,3.03063906223,1,52.471,52.471,52.471,2,2.0,2.0,0,0.0,0.0,3,21,1,0,19,0.601058201058,2.0,5.0
eliminate,melenyapkan,18,223.57,12.4205555556,8.102,32,1.77777777778,2.0,3,0.166666666667,0.0,1,9,18,6,1,1.0,11.1111111111,6,1,12,2.28801928028,2,19.543,9.7715,9.7715,3,1.5,1.5,1,0.5,0.5,1,11,2,0,9,0.603367003367,3.0,5.0
