username,source-word,target-word,user_point,user_is_male,user_is_female,user_is_age_0,user_is_age_15,user_is_age_20,user_is_age_25,user_is_age_30,user_is_age_35,user_is_age_40,user_languages,user_number_duration_played,user_mean_duration_played,user_median_duration_played,user_total_duration_played,user_number_time_to_translate,user_mean_time_to_translate,user_median_time_to_translate,user_total_time_to_translate,user_number_time_to_alternate,user_mean_time_to_alternate,user_median_time_to_alternate,user_total_time_to_alternate,user_number_time_to_vote_up,user_mean_time_to_vote_up,user_median_time_to_vote_up,user_total_time_to_vote_up,user_number_time_to_vote_down,user_mean_time_to_vote_down,user_median_time_to_vote_down,user_total_time_to_vote_down,user_number_time_to_categorize,user_mean_time_to_categorize,user_median_time_to_categorize,user_total_time_to_categorize,user_number_skip_translate,user_mean_skip_translate,user_median_skip_translate,user_total_skip_translate,user_number_skip_alternate,user_mean_skip_alternate,user_median_skip_alternate,user_total_skip_alternate,user_number_skip_vote,user_mean_skip_vote,user_median_skip_vote,user_total_skip_vote,user_number_skip_categorize,user_mean_skip_categorize,user_median_skip_categorize,user_total_skip_categorize,origin_n_show,origin_total_duration,origin_mean_duration,origin_median_duration,origin_total_vote_up,origin_mean_vote_up,origin_median_vote_up,origin_total_vote_down,origin_mean_vote_down,origin_median_vote_down,origin_n_gram,origin_n_char,origin_n_user,origin_n_diff_translation,origin_readibility,origin_mean_n_gram_translation,origin_mean_n_char_translation,origin_num_most_common_translation,origin_most_common_n_gram,origin_most_common_n_char,origin_word_entropy,translation_n_show,translation_total_duration,translation_mean_duration,translation_median_duration,translation_total_vote_up,translation_mean_vote_up,translation_median_vote_up,translation_total_vote_down,translation_mean_vote_down,translation_median_vote_down,translation_n_gram,translation_n_char,translation_n_user,action_duration,action_vote_up,action_vote_down,is_top_translation,translation_lv_distance,translation_jaro_distance,manual_origin_source,manual_assessment
haris_ibrahimm,physician,tabib,4460,1,0,0,0,1,0,0,0,0,1,7,755.54,412.18,5288.77,97,19.15,13.62,1857.64,99,20.32,16.38,2011.51,70,5.08,3.5,355.45,14,6.2,4.75,86.73,82,7.7,6.15,631.2,2,52.04,52.04,104.08,0,,,0.0,0,,,0.0,4,24.7,15.01,98.78,21,294.947,14.0450952381,9.393,31,1.47619047619,2.0,7,0.333333333333,0.0,1,9,21,7,1,1.2380952381,7.57142857143,12,1,6,2.02210611274,3,37.072,12.3573333333,11.591,5,1.66666666667,2.0,1,0.333333333333,0.0,1,5,3,8.299,2,0,0,8,0.437037037037,1.0,5.0
andrewtirto,community health workers,pekerja yang membantu kesehatan masyarakat,11935,1,0,0,0,1,0,0,0,0,2,31,554.45,180.38,17188.01,370,17.29,12.93,6396.05,70,16.71,11.64,1169.45,316,3.58,2.42,1131.89,83,7.88,4.48,653.64,320,8.65,5.45,2767.45,50,19.24,13.94,962.23,271,7.25,4.77,1964.43,3,2.22,0.38,6.67,32,10.18,6.03,325.62,15,359.896,23.9930666667,18.313,25,1.66666666667,2.0,4,0.266666666667,0.0,3,24,15,8,2,3.2,29.0666666667,5,3,28,2.73291456398,1,64.765,64.765,64.765,1,1.0,1.0,1,1.0,1.0,5,42,1,64.765,1,1,0,34,0.547502334267,3.0,3.0
zahra,practices,pr,10660,0,1,0,0,1,0,0,0,0,1,27,363.73,310.33,9820.65,252,10.29,7.26,2593.21,245,8.55,6.46,2094.82,261,2.76,1.52,721.38,9,5.22,4.11,46.97,286,3.16,1.98,902.64,91,6.15,3.37,559.97,44,6.21,3.43,273.41,11,9.95,3.77,109.41,27,7.61,2.75,205.37,16,180.126,11.257875,6.4865,27,1.6875,2.0,4,0.25,0.0,1,9,16,7,1,1.125,7.8125,6,1,7,2.30503653258,1,4.481,4.481,4.481,0,0.0,0.0,2,2.0,2.0,1,2,1,4.481,0,2,0,7,0.740740740741,3.0,1.0
ErikSiant,dry walling,penggunaan dinding kering,130240,1,0,0,0,1,0,0,0,0,1,304,1241.14,765.06,377307.1,1337,37.2,29.99,49743.04,3063,29.97,21.74,91798.12,2804,10.41,6.54,29179.44,967,16.25,9.84,15713.72,4425,9.73,7.8,43052.35,741,30.97,21.54,22952.04,1422,21.59,12.37,30704.47,764,21.26,13.29,16244.95,133,27.21,13.51,3619.45,9,415.977,46.2196666667,60.944,13,1.44444444444,1.0,4,0.444444444444,0.0,2,11,9,8,0,2.33333333333,18.0,2,2,17,2.94770277922,1,64.241,64.241,64.241,1,1.0,1.0,1,1.0,1.0,3,25,1,64.241,1,1,0,21,0.48404040404,1.0,1.0
ErikSiant,division of roles for leadership,pembagian peran untuk kepemimpinan,130240,1,0,0,0,1,0,0,0,0,1,304,1241.14,765.06,377307.1,1337,37.2,29.99,49743.04,3063,29.97,21.74,91798.12,2804,10.41,6.54,29179.44,967,16.25,9.84,15713.72,4425,9.73,7.8,43052.35,741,30.97,21.54,22952.04,1422,21.59,12.37,30704.47,764,21.26,13.29,16244.95,133,27.21,13.51,3619.45,16,412.345,25.7715625,17.9375,28,1.75,2.0,3,0.1875,0.0,5,32,16,10,2,3.1875,28.5625,5,3,28,3.02439747035,1,82.965,82.965,82.965,2,2.0,2.0,0,0.0,0.0,4,34,1,82.965,2,0,0,28,0.437091503268,2.0,5.0
nyoman.sudarsana,niacin deficiency (pellagra),kekurangan niacin (vitamin b3,20945,1,0,0,0,0,0,1,0,0,1,59,812.25,459.11,47922.58,525,30.44,23.02,15978.76,316,37.08,31.02,11716.78,226,11.21,6.38,2534.49,89,20.46,13.3,1821.07,339,16.57,11.12,5617.55,2,41.39,41.39,82.77,5,61.39,61.77,306.96,4,49.64,39.86,198.56,3,71.87,72.31,215.6,8,269.742,33.71775,9.8885,12,1.5,2.0,4,0.5,0.0,3,28,8,6,2,2.5,20.5,3,2,17,,1,98.885,98.885,98.885,1,1.0,1.0,1,1.0,1.0,4,29,1,98.885,1,1,0,25,0.550985221675,3.0,5.0
pnrj,radio logs,catatan aktifitas radio,463845,0,1,0,0,0,1,0,0,0,1,1214,740.8,392.64,899331.38,2017,17.84,14.69,35974.45,3531,14.09,11.16,49739.6,48081,2.45,1.42,117676.27,2638,4.61,3.07,12158.73,9556,4.67,3.38,44629.81,5053,5.16,2.64,26066.77,38522,5.02,3.25,193242.8,5430,4.96,2.79,26911.79,46494,4.89,3.25,227132.94,9,197.247,21.9163333333,14.337,18,2.0,2.0,0,0.0,0.0,2,10,9,3,0,2.11111111111,12.7777777778,5,2,13,1.35164411515,1,14.337,14.337,14.337,2,2.0,2.0,0,0.0,0.0,3,23,1,14.337,2,0,0,20,0.441304347826,2.0,5.0
aprets,multiple vulnerabilities,kerentanan jamak,11320,0,1,0,0,0,0,1,0,0,1,18,815.02,423.24,14670.41,305,10.62,7.91,3238.38,114,17.44,13.39,1988.18,254,4.47,2.91,1135.72,39,6.45,5.63,251.46,312,7.31,5.16,2280.07,17,12.31,6.34,209.32,209,10.06,5.01,2101.82,9,6.53,6.58,58.79,8,15.72,9.76,125.78,8,195.724,24.4655,12.718,14,1.75,2.0,2,0.25,0.0,2,24,8,7,2,2.0,17.875,2,2,19,2.75,1,11.144,11.144,11.144,2,2.0,2.0,0,0.0,0.0,2,16,1,11.144,2,0,0,21,0.430555555556,3.0,5.0
rk1611,compassion,iba,875,0,1,0,1,0,0,0,0,0,2,3,644.49,583.47,1933.48,14,23.32,21.83,326.45,18,29.94,26.38,538.9,29,5.83,4.03,168.93,5,8.99,5.29,44.95,37,9.67,7.97,357.69,17,7.58,5.44,128.93,18,18.1,11.17,325.71,1,5.45,5.45,5.45,2,11.27,11.27,22.55,13,268.512,20.6547692308,17.828,19,1.46153846154,2.0,6,0.461538461538,0.0,1,10,13,5,1,1.76923076923,9.84615384615,8,2,11,1.70043971814,2,50.897,25.4485,25.4485,0,0.0,0.0,4,2.0,2.0,1,3,2,19.832,0,2,0,9,0.477777777778,3.0,2.0
RP2504,air controller service,layanan pengendalian udara,13185,1,0,0,0,0,0,1,0,0,1,29,849.6,509.0,24638.53,520,20.65,12.86,10740.24,89,36.81,29.79,3275.78,69,12.79,5.15,882.28,27,28.77,13.58,776.92,70,12.12,8.92,848.2,97,22.59,10.63,2191.47,36,29.44,21.35,1059.81,5,9.09,12.4,45.43,51,13.45,9.43,686.2,17,530.428,31.2016470588,28.34,32,1.88235294118,2.0,0,0.0,0.0,3,22,17,11,1,2.94117647059,22.7647058824,6,3,24,3.05747607629,1,30.634,30.634,30.634,2,2.0,2.0,0,0.0,0.0,3,26,1,30.634,2,0,0,23,0.47972027972,2.0,5.0
cleoindaryono,world humanitarian summit,perkumpulan kemanusiaan dunia,14035,0,1,0,0,1,0,0,0,0,1,6,2039.01,913.84,12234.07,343,14.03,10.28,4810.98,303,9.06,6.7,2743.8,305,3.07,1.76,935.08,13,3.39,2.78,44.01,339,4.39,2.98,1489.14,2,2.7,2.7,5.39,1,14.74,14.74,14.74,2,2.89,2.89,5.77,6,2.5,2.74,15.02,10,372.763,37.2763,29.7205,17,1.7,2.0,1,0.1,0.0,3,25,10,6,2,3.2,30.1,5,3,28,2.16096404744,1,28.372,28.372,28.372,0,0.0,0.0,1,1.0,1.0,3,29,1,28.372,0,1,0,19,0.605574712644,3.0,1.0
irfankresnadi,exposure,pajanan,3775,1,0,0,1,0,0,0,0,0,1,5,672.99,487.62,3364.95,75,14.73,11.1,1105.08,35,17.58,14.7,615.26,46,3.99,3.83,183.44,29,5.25,4.77,152.28,93,6.32,5.11,588.14,10,10.03,6.48,100.34,63,6.68,5.13,420.58,4,4.47,3.04,17.88,7,13.61,10.12,95.27,20,374.325,18.71625,11.958,33,1.65,2.0,3,0.15,0.0,1,8,20,12,1,1.0,8.85,4,1,9,3.28418371978,1,5.223,5.223,5.223,2,2.0,2.0,0,0.0,0.0,1,7,1,5.223,2,0,0,8,0.422619047619,3.0,5.0
mayamalidra,existing disaster risks,risiko bencana yang sudah ada,101830,0,1,0,0,0,1,0,0,0,1,156,629.92,543.92,98267.3,1761,11.27,9.28,19841.9,1545,11.81,9.75,18246.06,2248,3.35,2.31,7531.1,268,5.64,4.43,1512.31,3706,6.17,4.77,22857.87,1414,4.53,2.39,6410.7,2235,5.1,2.99,11397.11,1096,3.94,2.89,4322.84,95,10.87,7.13,1032.82,16,384.222,24.013875,17.573,29,1.8125,2.0,2,0.125,0.0,3,23,16,9,2,3.9375,24.0,6,4,23,2.73345859334,1,9.78,9.78,9.78,2,2.0,2.0,0,0.0,0.0,5,29,1,9.78,2,0,0,25,0.467675253282,3.0,5.0
LUFANDA,schmutzdecke,perlindungan langit langit,98155,0,1,0,0,1,0,0,0,0,2,149,1110.04,736.83,165395.99,1472,29.33,24.19,43169.56,3033,15.24,8.38,46219.2,2538,3.89,1.79,9883.49,195,8.55,3.71,1667.09,2804,5.48,3.6,15356.16,39,26.09,15.7,1017.49,362,6.13,1.1,2218.25,366,2.96,1.06,1083.18,383,6.31,1.02,2418.29,8,331.338,41.41725,43.049,11,1.375,1.5,4,0.5,0.5,1,12,8,7,0,2.625,18.75,2,1,12,2.75,1,73.686,73.686,73.686,0,0.0,0.0,1,1.0,1.0,3,26,1,73.686,0,1,0,24,0.344017094017,1.0,1.0
hkalenia,peaks deaths,tingkat kematian,1300,0,1,0,0,0,1,0,0,0,1,1,1107.01,1107.01,1107.01,14,17.13,17.32,239.85,17,23.45,16.26,398.66,12,8.74,3.5,104.89,5,5.29,3.41,26.44,18,9.33,7.52,167.85,2,16.59,16.59,33.17,2,10.43,10.43,20.86,0,,,0.0,2,18.16,18.16,36.33,11,201.75,18.3409090909,12.248,19,1.72727272727,2.0,2,0.181818181818,0.0,2,12,11,6,0,2.18181818182,16.5454545455,6,2,15,2.04945207279,1,9.356,9.356,9.356,1,1.0,1.0,1,1.0,1.0,2,16,1,9.356,1,1,0,11,0.458333333333,1.0,3.0
sema2t,disabled,tidak mampu,785,1,0,0,0,0,1,0,0,0,1,1,1191.79,1191.79,1191.79,14,14.76,13.58,206.64,13,36.51,31.25,474.6,12,5.53,5.15,66.31,7,16.78,6.51,117.47,18,6.8,5.8,122.49,3,37.24,22.21,111.71,2,34.33,34.33,68.65,1,10.27,10.27,10.27,0,,,0.0,16,376.979,23.5611875,16.3545,30,1.875,2.0,1,0.0625,0.0,1,8,16,8,1,1.25,7.875,8,1,5,2.375,1,8.038,8.038,8.038,2,2.0,2.0,0,0.0,0.0,2,11,1,8.038,2,0,0,9,0.438131313131,3.0,5.0
irf,reported injured,cedera yang dilaporkan,182375,1,0,0,0,0,0,1,0,0,3,474,627.85,278.04,297602.45,1696,26.12,18.41,44302.98,1668,25.89,20.32,43184.88,7216,3.65,2.09,26327.43,882,7.69,4.14,6784.93,7656,4.72,2.96,36130.79,3657,5.95,2.99,21758.65,5816,6.72,3.3,39098.91,448,9.02,3.83,4040.73,517,6.33,3.03,3271.71,14,206.567,14.7547857143,13.2765,24,1.71428571429,2.0,2,0.142857142857,0.0,2,16,14,5,2,2.5,20.8571428571,9,2,18,1.6266888497,1,15.377,15.377,15.377,2,2.0,2.0,0,0.0,0.0,3,22,1,15.377,2,0,0,17,0.546085858586,3.0,5.0
cutdhia,community participation,partisipasi dari komunitas,24135,0,1,0,0,1,0,0,0,0,1,25,1372.28,1013.92,34307.05,452,23.24,19.82,10506.41,402,25.67,17.85,10317.62,432,5.57,3.59,2404.31,45,15.83,8.91,712.4,464,5.77,4.27,2679.03,12,43.93,28.03,527.21,12,39.78,31.87,477.42,7,37.47,24.12,262.3,26,12.83,10.58,333.71,18,257.135,14.2852777778,9.282,31,1.72222222222,2.0,1,0.0555555555556,0.0,2,23,18,6,2,2.05555555556,21.8888888889,8,2,21,1.9749375012,1,20.902,20.902,20.902,2,2.0,2.0,0,0.0,0.0,3,26,1,20.902,2,0,0,21,0.572861920688,3.0,5.0
EdwardYo,empower,memperdayakan,12370,1,0,0,1,0,0,0,0,0,1,20,302.09,219.94,6041.89,322,5.72,5.03,1841.53,159,6.7,5.91,1065.04,372,1.75,1.55,649.9,37,2.28,2.18,84.48,357,2.69,2.42,961.3,67,3.79,1.81,254.15,203,2.27,1.51,460.15,7,0.66,0.55,4.64,23,7.5,2.41,172.56,19,312.52,16.4484210526,10.106,34,1.78947368421,2.0,2,0.105263157895,0.0,1,7,19,7,1,1.05263157895,11.7894736842,12,1,13,1.87847751299,1,4.798,4.798,4.798,2,2.0,2.0,0,0.0,0.0,1,13,1,4.798,2,0,0,10,0.632967032967,3.0,3.0
alfinuri05,destruction,perusakan,9130,0,1,0,0,1,0,0,0,0,2,12,889.95,813.83,10679.36,196,13.51,11.21,2647.82,73,16.18,15.17,1181.42,321,2.82,2.05,906.72,26,5.84,4.56,151.76,323,5.58,4.67,1803.43,168,9.2,4.02,1545.96,291,6.22,3.4,1810.25,24,13.13,4.18,315.13,8,16.81,8.27,134.48,19,296.157,15.5872105263,13.566,34,1.78947368421,2.0,2,0.105263157895,0.0,1,11,19,6,1,1.05263157895,11.2105263158,7,1,12,2.1470776734,1,3.157,3.157,3.157,1,1.0,1.0,0,0.0,0.0,1,9,1,3.157,1,0,0,7,0.603367003367,3.0,5.0
pnrj,municipally owned utilities,keperluan milik pemerintah kota,463845,0,1,0,0,0,1,0,0,0,1,1214,740.8,392.64,899331.38,2017,17.84,14.69,35974.45,3531,14.09,11.16,49739.6,48081,2.45,1.42,117676.27,2638,4.61,3.07,12158.73,9556,4.67,3.38,44629.81,5053,5.16,2.64,26066.77,38522,5.02,3.25,193242.8,5430,4.96,2.79,26911.79,46494,4.89,3.25,227132.94,15,594.445,39.6296666667,41.154,24,1.6,2.0,4,0.266666666667,0.0,3,27,15,12,2,3.8,28.9333333333,4,4,30,3.37355726228,1,37.857,37.857,37.857,1,1.0,1.0,1,1.0,1.0,4,31,1,37.857,1,1,0,26,0.56914283037,1.0,1.0
vidyanaputri,climate-related disaster risks,risiko bencana yang berkaitan dengan iklim,54285,0,1,0,0,1,0,0,0,0,1,95,574.19,320.48,54547.64,1289,14.44,11.15,18613.25,237,13.68,10.9,3242.06,2116,2.24,1.41,4743.23,13,5.15,4.01,66.92,2150,3.01,2.44,6480.87,885,7.43,3.25,6577.06,1865,3.84,2.37,7152.75,48,6.87,3.55,329.65,43,7.02,3.13,301.88,19,419.646,22.0866315789,18.23,30,1.57894736842,2.0,3,0.157894736842,0.0,3,30,19,10,2,4.42105263158,31.4736842105,7,4,28,2.79258622637,1,16.507,16.507,16.507,2,2.0,2.0,0,0.0,0.0,6,42,1,16.507,2,0,0,34,0.528042328042,3.0,5.0
mcyntiap,peer,lingkungan,1160,0,1,0,0,0,1,0,0,0,2,2,348.56,348.56,697.11,11,20.85,11.15,229.3,12,25.3,16.78,303.56,8,3.53,2.78,28.22,1,3.94,3.94,3.94,9,6.91,4.37,62.18,0,,,0.0,0,,,0.0,0,,,0.0,2,35.93,35.93,71.87,16,257.009,16.0630625,13.6435,30,1.875,2.0,2,0.125,0.0,1,4,16,7,0,1.1875,6.9375,6,1,5,2.48345859334,1,5.07,5.07,5.07,2,2.0,2.0,0,0.0,0.0,1,10,1,5.07,2,0,0,10,0.0,3.0,1.0
ErikSiant,affects,memengaruhi,130240,1,0,0,0,1,0,0,0,0,1,304,1241.14,765.06,377307.1,1337,37.2,29.99,49743.04,3063,29.97,21.74,91798.12,2804,10.41,6.54,29179.44,967,16.25,9.84,15713.72,4425,9.73,7.8,43052.35,741,30.97,21.54,22952.04,1422,21.59,12.37,30704.47,764,21.26,13.29,16244.95,133,27.21,13.51,3619.45,19,350.833,18.4648947368,18.355,33,1.73684210526,2.0,3,0.157894736842,0.0,1,7,19,4,1,1.0,11.1578947368,14,1,12,1.45677964945,2,54.43,27.215,27.215,3,1.5,1.5,1,0.5,0.5,1,11,2,46.732,2,0,0,10,0.411255411255,3.0,4.0
adinezia,recover,pulih,12265,0,1,0,0,0,1,0,0,0,1,4,3303.32,2414.13,13213.29,290,11.38,9.4,3299.7,239,14.5,12.11,3466.56,219,3.45,2.49,754.5,89,4.61,4.14,410.56,364,5.15,4.56,1875.86,40,7.6,4.59,303.97,137,6.77,4.59,928.0,64,3.36,2.87,215.2,3,4.61,4.09,13.84,16,142.864,8.929,6.969,26,1.625,2.0,2,0.125,0.0,1,7,16,8,1,1.0,8.0625,3,1,9,2.85845859334,3,19.426,6.47533333333,6.614,4,1.33333333333,1.0,1,0.333333333333,0.0,1,5,3,4.181,1,0,0,7,0.0,3.0,5.0
mayamalidra,capacity gaps,kekurangan kapasitas,101830,0,1,0,0,0,1,0,0,0,1,156,629.92,543.92,98267.3,1761,11.27,9.28,19841.9,1545,11.81,9.75,18246.06,2248,3.35,2.31,7531.1,268,5.64,4.43,1512.31,3706,6.17,4.77,22857.87,1414,4.53,2.39,6410.7,2235,5.1,2.99,11397.11,1096,3.94,2.89,4322.84,95,10.87,7.13,1032.82,14,285.676,20.4054285714,13.6485,22,1.57142857143,2.0,2,0.142857142857,0.0,2,13,14,6,1,2.07142857143,19.8571428571,7,2,21,2.11796317531,1,15.338,15.338,15.338,2,2.0,2.0,0,0.0,0.0,2,20,1,15.338,2,0,0,15,0.581868131868,3.0,2.0
lady.b,technicians emts,ahli emt,5780,0,1,0,0,0,0,0,1,0,1,4,1304.87,1167.44,5219.47,112,12.85,9.26,1438.93,133,13.18,10.72,1753.11,132,4.03,2.73,531.97,13,8.02,5.51,104.32,116,6.04,5.15,700.82,2,19.82,19.82,39.63,4,11.39,6.35,45.55,1,25.67,25.67,25.67,0,,,0.0,11,221.197,20.1088181818,14.482,18,1.63636363636,2.0,1,0.0909090909091,0.0,2,16,11,7,1,2.36363636364,14.4545454545,5,2,12,,1,14.117,14.117,14.117,1,1.0,1.0,1,1.0,1.0,2,8,1,14.117,1,1,0,10,0.541666666667,1.0,4.0
ayarisasia,provision of material,pengawasan material,1585,0,1,0,0,1,0,0,0,0,2,1,3286.2,3286.2,3286.2,32,19.88,16.77,636.31,16,29.83,20.48,477.33,24,6.22,6.09,149.39,8,9.42,8.45,75.35,31,8.02,5.81,248.59,16,17.29,9.33,276.6,29,11.91,8.23,345.26,2,9.56,9.56,19.13,17,11.09,7.41,188.56,13,250.083,19.2371538462,16.777,20,1.53846153846,2.0,5,0.384615384615,0.0,3,21,13,8,2,2.07692307692,18.0769230769,6,2,17,2.50738010242,1,12.221,12.221,12.221,2,2.0,2.0,0,0.0,0.0,2,19,1,12.221,2,0,0,11,0.59544695071,3.0,3.0
dinechandra,village-based distributions,penyaluran berbasis desa,67150,0,1,0,0,1,0,0,0,0,1,98,467.69,287.55,45834.08,1102,12.27,10.15,13522.5,1065,13.43,10.49,14299.24,1153,2.1,1.16,2421.42,10,6.2,3.93,62.02,1062,5.27,3.28,5593.63,10,28.82,31.31,288.23,30,30.4,16.55,912.06,11,13.6,2.66,149.58,88,8.68,3.09,763.66,19,407.196,21.4313684211,13.348,32,1.68421052632,2.0,1,0.0526315789474,0.0,2,27,19,8,2,2.94736842105,24.7368421053,5,3,24,2.67033970023,1,8.34,8.34,8.34,1,1.0,1.0,0,0.0,0.0,3,24,1,8.34,1,0,0,23,0.581569664903,3.0,5.0
pnrj,consumable nursing,makanan ketika dirawat,463845,0,1,0,0,0,1,0,0,0,1,1214,740.8,392.64,899331.38,2017,17.84,14.69,35974.45,3531,14.09,11.16,49739.6,48081,2.45,1.42,117676.27,2638,4.61,3.07,12158.73,9556,4.67,3.38,44629.81,5053,5.16,2.64,26066.77,38522,5.02,3.25,193242.8,5430,4.96,2.79,26911.79,46494,4.89,3.25,227132.94,10,418.92,41.892,42.0765,17,1.7,2.0,3,0.3,0.0,2,18,10,7,2,3.3,23.9,3,3,23,2.84535093662,1,20.924,20.924,20.924,2,2.0,2.0,0,0.0,0.0,3,22,1,20.924,2,0,0,19,0.477693602694,1.0,1.0
dinechandra,management services,managemen pelayanan,67150,0,1,0,0,1,0,0,0,0,1,98,467.69,287.55,45834.08,1102,12.27,10.15,13522.5,1065,13.43,10.49,14299.24,1153,2.1,1.16,2421.42,10,6.2,3.93,62.02,1062,5.27,3.28,5593.63,10,28.82,31.31,288.23,30,30.4,16.55,912.06,11,13.6,2.66,149.58,88,8.68,3.09,763.66,24,425.677,17.7365416667,12.2845,40,1.66666666667,2.0,6,0.25,0.0,2,19,24,12,2,2.04166666667,17.4583333333,9,2,17,3.03145364592,1,7.422,7.422,7.422,2,2.0,2.0,0,0.0,0.0,2,19,1,7.422,2,0,0,9,0.719298245614,3.0,1.0
pnrj,footprint hazard,jejak/jalur bencana,463845,0,1,0,0,0,1,0,0,0,1,1214,740.8,392.64,899331.38,2017,17.84,14.69,35974.45,3531,14.09,11.16,49739.6,48081,2.45,1.42,117676.27,2638,4.61,3.07,12158.73,9556,4.67,3.38,44629.81,5053,5.16,2.64,26066.77,38522,5.02,3.25,193242.8,5430,4.96,2.79,26911.79,46494,4.89,3.25,227132.94,11,343.962,31.2692727273,22.992,14,1.27272727273,1.0,6,0.545454545455,1.0,2,16,11,8,1,2.18181818182,14.0,3,2,12,2.84535093662,1,16.523,16.523,16.523,2,2.0,2.0,0,0.0,0.0,2,19,1,16.523,2,0,0,17,0.391885964912,3.0,5.0
cleoindaryono,affect,mengakibatkan,14035,0,1,0,0,1,0,0,0,0,1,6,2039.01,913.84,12234.07,343,14.03,10.28,4810.98,303,9.06,6.7,2743.8,305,3.07,1.76,935.08,13,3.39,2.78,44.01,339,4.39,2.98,1489.14,2,2.7,2.7,5.39,1,14.74,14.74,14.74,2,2.89,2.89,5.77,6,2.5,2.74,15.02,14,135.343,9.66735714286,8.0215,23,1.64285714286,2.0,2,0.142857142857,0.0,1,6,14,7,1,1.07142857143,11.0,7,1,12,2.26082031817,1,15.539,15.539,15.539,1,1.0,1.0,0,0.0,0.0,1,13,1,15.539,1,0,0,11,0.465811965812,3.0,5.0
Yani,local population,penduduk setempat,165,0,1,0,0,0,0,1,0,0,2,1,324.81,324.81,324.81,3,40.69,54.06,122.08,3,50.51,43.56,151.53,1,21.45,21.45,21.45,1,24.27,24.27,24.27,3,22.47,24.59,67.41,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,19,204.564,10.7665263158,7.694,36,1.89473684211,2.0,1,0.0526315789474,0.0,2,16,19,4,2,2.0,14.3157894737,14,2,14,1.19225086023,1,12.938,12.938,12.938,2,2.0,2.0,0,0.0,0.0,2,17,1,12.938,2,0,0,17,0.40931372549,3.0,5.0
raissa2606,acceptable risk,risiko yang diiyakan,31555,0,1,0,1,0,0,0,0,0,1,95,254.03,54.82,24133.04,693,7.98,5.8,5529.24,611,9.91,7.53,6057.17,725,2.88,1.36,2085.53,17,4.3,2.61,73.12,715,4.32,2.9,3086.06,109,6.39,2.91,696.31,106,9.33,4.14,989.11,14,12.99,8.42,181.84,32,12.32,7.05,394.29,18,284.945,15.8302777778,11.783,31,1.72222222222,2.0,2,0.111111111111,0.0,2,15,18,9,1,3.88888888889,25.0555555556,8,4,26,2.57243125132,1,6.586,6.586,6.586,2,2.0,2.0,0,0.0,0.0,3,20,1,6.586,2,0,0,17,0.405555555556,3.0,3.0
juliarotinsulu,increased risk of flooding,bahaya banjir yang meningkat,2380,0,1,0,0,0,0,1,0,0,1,3,1411.91,1358.42,4235.72,65,20.43,17.09,1327.95,15,30.06,25.39,450.86,74,4.34,3.25,321.09,5,6.55,6.52,32.73,96,7.47,6.24,717.42,18,16.66,6.76,299.85,77,10.84,5.49,834.9,2,6.42,6.42,12.84,5,6.33,3.23,31.67,17,334.679,19.687,13.802,29,1.70588235294,2.0,2,0.117647058824,0.0,4,26,17,13,2,3.29411764706,26.7647058824,3,3,25,3.52806431158,1,18.283,18.283,18.283,1,1.0,1.0,1,1.0,1.0,4,28,1,18.283,1,1,0,23,0.491147741148,3.0,5.0
selinafahriani,intensive disaster risk,resiko bencana intens,525,0,1,0,0,0,1,0,0,0,1,2,786.45,786.45,1572.91,15,33.51,26.81,502.63,10,35.52,26.81,355.19,8,7.55,5.9,60.38,2,23.9,23.9,47.79,11,12.63,10.37,138.97,0,,,0.0,0,,,0.0,1,3.85,3.85,3.85,2,22.34,22.34,44.67,16,438.118,27.382375,16.5285,23,1.4375,2.0,5,0.3125,0.0,3,23,16,8,2,3.4375,25.3125,6,3,23,2.60845859334,1,65.607,65.607,65.607,1,1.0,1.0,0,0.0,0.0,3,21,1,65.607,1,0,0,19,0.599883208579,3.0,3.0
mhafizhc,reinsurance contracts,kontrak-kontrak reasuransi,1680,1,0,0,1,0,0,0,0,0,1,1,1291.38,1291.38,1291.38,26,18.36,11.34,477.27,5,19.36,18.66,96.82,18,4.14,3.45,74.49,2,16.66,16.66,33.32,26,7.78,6.03,202.26,5,3.89,4.01,19.46,28,5.73,4.15,160.39,6,5.09,4.06,30.52,3,11.66,5.86,34.97,18,449.643,24.9801666667,19.21,31,1.72222222222,2.0,2,0.111111111111,0.0,2,21,18,9,2,2.33333333333,20.2222222222,10,2,18,2.32440939317,1,48.436,48.436,48.436,2,2.0,2.0,0,0.0,0.0,2,26,1,48.436,2,0,0,21,0.592185592186,1.0,3.0
AnggaPW,learning schools,sekolah percobaan,2925,1,0,0,0,1,0,0,0,0,2,14,507.81,267.38,7109.41,69,23.28,16.18,1606.5,56,26.92,21.34,1507.4,53,6.13,3.53,325.14,31,15.75,8.99,488.32,77,10.8,5.88,831.98,8,39.5,23.76,315.97,36,17.34,12.31,624.2,9,19.24,8.86,173.18,9,18.4,5.6,165.58,12,208.43,17.3691666667,13.1015,19,1.58333333333,2.0,3,0.25,0.0,2,16,12,8,1,2.16666666667,18.8333333333,4,2,20,2.75162916739,1,11.79,11.79,11.79,1,1.0,1.0,0,0.0,0.0,2,17,1,11.79,1,0,0,15,0.573529411765,1.0,3.0
