source-word,target-word,origin_n_show,origin_total_duration,origin_mean_duration,origin_median_duration,origin_total_vote_up,origin_mean_vote_up,origin_median_vote_up,origin_total_vote_down,origin_mean_vote_down,origin_median_vote_down,origin_n_gram,origin_n_char,origin_n_user,origin_n_diff_translation,origin_readibility,origin_mean_n_gram_translation,origin_mean_n_char_translation,origin_num_most_common_translation,origin_most_common_n_gram,origin_most_common_n_char,origin_word_entropy,translation_n_show,translation_total_duration,translation_mean_duration,translation_median_duration,translation_total_vote_up,translation_mean_vote_up,translation_median_vote_up,translation_total_vote_down,translation_mean_vote_down,translation_median_vote_down,translation_n_gram,translation_n_char,translation_n_user,is_top_translation,translation_lv_distance,translation_jaro_distance,manual_origin_source,manual_assessment
national-level plans,rencana skala nasional,18,268.352,14.90844444,12.3705,30,1.666666667,2,1,0.055555556,0,2,20,18,5,1,2.888888889,23.33333333,12,3,24,1.557727779,1,7.033,7.033,7.033,2,2,2,0,0,0,3,22,1,0,19,0.531818182,3,5
public facilities,fasilitas publik,22,247.824,11.26472727,7.188,40,1.818181818,2,1,0.045454545,0,2,17,22,4,1,2,14.86363636,11,2,14,1.432928309,9,78.184,8.687111111,7.13,16,1.777777778,2,0,0,0,2,16,9,0,15,0.549155773,3,5
criticisms,kritis,19,414.599,21.821,18.721,29,1.526315789,2,3,0.157894737,0,1,10,19,6,1,1,6.631578947,13,1,6,1.610784548,1,100.119,100.119,100.119,2,2,2,0,0,0,1,6,1,0,5,0.777777778,3,1
wintry conditions,kondisi yang dingin,14,360.849,25.77492857,25.8095,26,1.857142857,2,1,0.071428571,0,2,17,14,6,2,2.5,16.28571429,6,2,14,2.270942422,2,62.831,31.4155,31.4155,4,2,2,0,0,0,3,19,2,0,14,0.604850361,3,5
worst forms of child labor,pekerja di bawah umur,13,524.573,40.35176923,27.132,23,1.769230769,2,2,0.153846154,0,5,26,13,10,1,5.230769231,35.07692308,2,6,38,3.378783493,1,23.952,23.952,23.952,0,0,0,1,1,1,4,21,1,0,21,0.527750028,3,1
medications,medikasi,25,308.71,12.3484,9.508,44,1.76,2,1,0.04,0,1,11,25,6,1,1.12,9.8,15,1,10,1.755336213,1,27.839,27.839,27.839,1,1,1,1,1,1,1,8,1,0,5,0.789502165,3,1
forestry,hutan,20,245.342,12.2671,10.6385,39,1.95,2,0,0,0,1,8,20,4,0,1.05,9.1,17,1,9,0.84758468,1,3.188,3.188,3.188,2,2,2,0,0,0,1,5,1,0,7,0.441666667,3,3
socio-economic,sosio-ekonomi,16,175.484,10.96775,9.1,29,1.8125,2,1,0.0625,0,1,14,16,7,1,1.8125,13.6875,8,2,14,2.440404018,2,12.471,6.2355,6.2355,4,2,2,0,0,0,1,13,2,0,3,0.877289377,3,5
non-structural measures,pengukuran nonstruktural,13,337.99,25.99923077,18.493,23,1.769230769,2,2,0.153846154,0,2,23,13,7,2,2.692307692,24,4,2,23,2.565448372,1,12.521,12.521,12.521,1,1,1,0,0,0,2,24,1,0,19,0.64160628,1,1
emergency responder,responden darurat,14,294.237,21.01692857,22.402,27,1.928571429,2,1,0.071428571,0,2,19,14,8,2,2.142857143,17.64285714,6,2,17,2.556656707,6,121.47,20.245,17.984,13,2.166666667,2,0,0,0,2,17,6,1,17,0.556587547,1,1
downturn,kecenderungan untuk menurun,18,443.476,24.63755556,16.6705,30,1.666666667,2,5,0.277777778,0,1,8,18,7,1,1.666666667,14.44444444,7,1,9,2.43874392,3,37.87,12.62333333,12.654,5,1.666666667,2,1,0.333333333,0,3,27,3,0,21,0.546296296,3,5
resources,sumner daya,17,126.116,7.418588235,6.629,31,1.823529412,2,2,0.117647059,0,1,9,17,4,1,1.882352941,11.05882353,13,2,11,1.140067763,1,6.704,6.704,6.704,0,0,0,2,2,2,2,11,1,0,10,0.519360269,3,5
existing hazards,risiko nyata,11,174.993,15.90845455,17.323,22,2,2,0,0,0,2,16,11,3,2,3,15.27272727,9,3,15,0.865856617,1,27.744,27.744,27.744,2,2,2,0,0,0,2,12,1,0,11,0.638888889,3,1
intensive disaster risk,resiko bencana yang intensif,16,438.118,27.382375,16.5285,23,1.4375,2,5,0.3125,0,3,23,16,8,2,3.4375,25.3125,6,3,23,2.608458593,1,36.558,36.558,36.558,1,1,1,0,0,0,4,28,1,0,23,0.583850932,3,5
homeowners reconnect,menghubungkan kembali antar pemilik rumah,10,253.928,25.3928,16.6975,19,1.9,2,1,0.1,0,2,20,10,9,2,4.2,32.6,2,4,29,3.251629167,1,39.067,39.067,39.067,2,2,2,0,0,0,5,41,1,0,35,0.48488544,2,3
monitoring for multiple hazards,pengawasan untuk bencana ganda,21,573.05,27.28809524,19.61,35,1.666666667,2,4,0.19047619,0,4,31,21,18,3,3.666666667,29.47619048,4,3,24,4.011365042,1,19.61,19.61,19.61,0,0,0,2,2,2,4,30,1,0,26,0.512365591,5,3
claim insurance payments,mengklaim pembayaran asuransi,10,194.085,19.4085,15.3115,18,1.8,2,1,0.1,0,3,24,10,3,2,3,25.4,5,3,25,1.360964047,1,11.188,11.188,11.188,2,2,2,0,0,0,3,29,1,0,21,0.642081737,3,3
Indonesia,nusantara,16,191.955,11.9971875,9.131,31,1.9375,2,1,0.0625,0,1,9,16,4,1,1.125,9.25,11,1,9,,1,11.503,11.503,11.503,1,1,1,1,1,1,1,9,1,0,7,0.555555556,,5
pedestrian overpasses,jalan layang pejalan kaki,18,571.194,31.733,26.8505,33,1.833333333,2,2,0.111111111,0,2,21,18,12,2,3.611111111,25.72222222,3,4,25,3.46132014,3,58.606,19.53533333,23.542,6,2,2,0,0,0,4,25,3,1,21,0.397460317,2,4
malnutrition measurement methods,cara mengukur kekurangan gizi,13,285.515,21.96269231,15.216,24,1.846153846,2,1,0.076923077,0,3,32,13,5,3,3.384615385,29.92307692,7,3,28,1.823026491,1,12.915,12.915,12.915,2,2,2,0,0,0,4,29,1,0,27,0.497229064,3,5
restored,disimpan,12,160.821,13.40175,6.3475,21,1.75,2,2,0.166666667,0,1,8,12,8,1,1.083333333,9.166666667,3,1,5,2.855388542,1,6.368,6.368,6.368,2,2,2,0,0,0,1,8,1,0,7,0.416666667,3,5
risk transfer,risiko kiriman,21,311.913,14.853,11.739,34,1.619047619,2,3,0.142857143,0,2,13,21,11,1,2.047619048,16.14285714,5,2,15,3.096161187,1,18.51,18.51,18.51,2,2,2,0,0,0,2,14,1,0,10,0.728937729,3,2
functioning of institutions,fungsi lembaga-lembaga,19,449.546,23.66031579,14.573,33,1.736842105,2,2,0.105263158,0,3,27,19,11,2,2.315789474,19.57894737,4,3,24,3.155565013,1,10.316,10.316,10.316,2,2,2,0,0,0,2,22,1,0,22,0.442760943,3,5
sociocultural variability,variabilitas sosial budaya,11,358.47,32.58818182,18.716,16,1.454545455,2,2,0.181818182,0,2,25,11,10,2,2.727272727,25.09090909,2,3,28,3.277613437,1,12.764,12.764,12.764,2,2,2,0,0,0,3,26,1,0,20,0.621085973,3,5
grieves,berduka,17,230.316,13.548,11.159,28,1.647058824,2,3,0.176470588,0,1,7,17,9,0,1.294117647,8.705882353,4,2,12,3.05881389,4,29.657,7.41425,7.2065,8,2,2,0,0,0,1,7,4,0,7,0.357142857,3,5
vulnerable,kerentanan,15,344.532,22.9688,13.336,29,1.933333333,2,0,0,0,1,10,15,4,1,1,6.066666667,11,1,6,1.236640742,1,8.078,8.078,8.078,2,2,2,0,0,0,1,10,1,0,9,0.516666667,3,5
deck truss bridges,jembatan bergeladak,5,160.974,32.1948,31.499,4,0.8,1,4,0.8,1,3,18,5,5,0,2.2,16.6,1,2,19,2.321928095,1,31.499,31.499,31.499,2,2,2,0,0,0,2,19,1,1,16,0.538499025,1,3
public awareness raising,menggalakkan kepedulian masyarakat,20,517.18,25.859,24.2365,34,1.7,2,6,0.3,0,3,24,20,14,2,2.95,30.45,4,3,32,3.58418372,1,24.076,24.076,24.076,0,0,0,2,2,2,3,34,1,0,28,0.545985061,1,5
evacuated,terevakuasi,18,225.619,12.53438889,7.625,34,1.888888889,2,1,0.055555556,0,1,9,18,6,1,1.055555556,9.722222222,7,1,8,1.986426729,1,13.551,13.551,13.551,1,1,1,0,0,0,1,11,1,0,7,0.626262626,3,5
presumed dead,yang diperkirakan mati,15,209.7,13.98,13.14,27,1.8,2,2,0.133333333,0,2,13,15,8,1,2.066666667,16.8,5,2,16,2.682588731,1,13.639,13.639,13.639,2,2,2,0,0,0,3,22,1,0,19,0.411421911,3,5
restoring,pengembalian,22,356.973,16.22604545,10.6205,40,1.818181818,2,1,0.045454545,0,1,9,22,9,1,1.045454545,11.77272727,9,1,13,2.457654345,1,3.243,3.243,3.243,2,2,2,0,0,0,1,12,1,0,10,0.509259259,3,5
multi-hazard,bahaya yang beragam,18,417.209,23.17827778,10.5285,27,1.5,1.5,5,0.277777778,0,1,12,18,14,1,2.277777778,16,3,2,15,3.683542362,1,7.263,7.263,7.263,2,2,2,0,0,0,3,19,1,0,17,0.43128655,3,5
social infrastructure,infrastruktur sosial,15,174.665,11.64433333,10.328,30,2,2,0,0,0,2,21,15,3,2,2,19.06666667,11,2,20,1.052981575,11,116.405,10.58227273,9.347,22,2,2,0,0,0,2,20,11,1,15,0.665873016,3,5
partial destruction,kerusakan parsial,19,312.183,16.43068421,11.516,33,1.736842105,2,3,0.157894737,0,2,19,19,6,2,2,18.05263158,8,2,18,2.142664356,4,60.931,15.23275,14.924,7,1.75,2,0,0,0,2,17,4,0,15,0.547213622,3,5
frequent disasters,bencana biasa,16,533.232,33.327,28.5335,31,1.9375,2,0,0,0,2,18,16,6,2,3.625,24.0625,9,4,27,1.919736718,1,70.286,70.286,70.286,2,2,2,0,0,0,2,13,1,0,12,0.487179487,3,2
sendai framework for disaster risk reduction,kerangka kerja sendai untuk pengurangan risiko bencana,14,513.507,36.67907143,24.516,23,1.642857143,2,2,0.142857143,0,6,44,14,9,3,6.357142857,49.14285714,4,6,48,2.896291529,3,119.703,39.901,38.533,6,2,2,0,0,0,7,54,3,0,39,0.601346801,,5
reconnect power,menyambungkan kembali aliran listrik,17,440.786,25.92858824,18.041,24,1.411764706,2,7,0.411764706,0,2,15,17,14,1,3.117647059,26.23529412,3,3,27,3.690116518,1,11.725,11.725,11.725,2,2,2,0,0,0,4,36,1,0,30,0.466666667,1,5
empower people,memberdayakan masyarakat,16,343.029,21.4393125,22.7685,28,1.75,2,3,0.1875,0,2,14,16,7,1,2,21.1875,5,2,19,2.555036533,3,83.574,27.858,32.469,5,1.666666667,2,1,0.333333333,0,2,24,3,0,21,0.45515873,3,5
someone captured,seseorang tertangkap,15,233.291,15.55273333,11.128,25,1.666666667,2,2,0.133333333,0,2,16,15,5,1,2.066666667,19.6,5,2,20,2.041946032,5,76.138,15.2276,11.128,9,1.8,2,0,0,0,2,20,5,1,14,0.624621212,3,5
livelihoods,kehidupan,18,264.952,14.71955556,16.235,31,1.722222222,2,3,0.166666667,0,1,11,18,4,1,1.555555556,12.88888889,10,2,16,1.684977448,3,37.978,12.65933333,16.516,3,1,1,2,0.666666667,0,1,9,3,0,9,0.424242424,3,1
dead torrential,kematian yang banyak,11,426.84,38.80363636,31.714,11,1,1,8,0.727272727,1,2,15,11,9,1,2.454545455,16.36363636,2,3,20,3.095795255,2,93.905,46.9525,46.9525,2,1,1,2,1,1,3,20,2,1,16,0.51031746,1,3
crisis worsens,krisis yang semakin memburuk,18,270.709,15.03938889,14.9035,34,1.888888889,2,0,0,0,2,14,18,5,2,2.444444444,17.61111111,9,2,15,1.723308334,1,45.713,45.713,45.713,1,1,1,0,0,0,4,28,1,0,19,0.617724868,1,5
laundry facilities,fasilitas binatu,15,237.502,15.83346667,13.457,27,1.8,2,2,0.133333333,0,2,18,15,8,1,2.4,18.86666667,4,2,16,2.789898095,4,54.033,13.50825,12.706,7,1.75,2,1,0.25,0,2,16,4,1,15,0.576388889,3,5
customer health and safety issues,masalah keamanan dan kesehatan pelanggan,18,446.689,24.81605556,19.519,31,1.722222222,2,3,0.166666667,0,5,33,18,13,1,5,39.83333333,3,5,39,3.530493057,1,15.758,15.758,15.758,2,2,2,0,0,0,5,40,1,0,31,0.568686869,3,5
heart praying,hati yang berdoa,17,212.041,12.473,11.317,28,1.647058824,2,2,0.117647059,0,2,13,17,8,1,2.764705882,15.82352941,8,3,17,2.395998871,3,30.558,10.186,6.474,6,2,2,0,0,0,3,16,3,0,14,0.698076923,1,3
cautious,waspada,23,384.887,16.73421739,14.148,42,1.826086957,2,0,0,0,1,8,23,8,1,1.217391304,9.52173913,13,1,7,2.138318311,13,277.44,21.34153846,16.318,23,1.769230769,2,0,0,0,1,7,13,1,7,0.422619048,,5
rescuers help,penolong menolong,15,314.649,20.9766,17.574,24,1.6,2,3,0.2,0,2,13,15,12,1,2.6,21.13333333,3,3,23,3.456564762,1,16.8,16.8,16.8,2,2,2,0,0,0,2,17,1,0,13,0.430995475,3,3
wildland fires,api tanah liar,12,316.287,26.35725,20.378,18,1.5,1.5,3,0.25,0,2,14,12,6,1,2.5,16.5,4,3,20,2.355388542,1,15.33,15.33,15.33,1,1,1,1,1,1,3,14,1,0,11,0.571428571,3,3
money,"uang, dana",20,162.241,8.11205,6.1275,38,1.9,2,1,0.05,0,1,5,20,3,0,1.3,6.35,18,1,4,0.568995594,1,9.542,9.542,9.542,2,2,2,0,0,0,2,10,1,0,9,0.433333333,3,5
rapid response,jawaban cepat,25,447.41,17.8964,10.39,45,1.8,2,1,0.04,0,2,14,25,11,1,2.12,13.72,6,2,12,3.083074189,1,19.875,19.875,19.875,2,2,2,0,0,0,2,13,1,0,12,0.447252747,3,4
flood years,era banjir,13,109.824,8.448,8.733,20,1.538461538,2,5,0.384615385,0,2,11,13,6,0,2,14.07692308,4,2,12,2.315824334,1,8.733,8.733,8.733,2,2,2,0,0,0,2,10,1,0,10,0.524242424,1,3
effectuated,dipengaruhi,9,228.654,25.406,22.889,16,1.777777778,2,0,0,0,1,11,9,4,1,1,11.66666667,4,1,12,1.752715279,1,56.125,56.125,56.125,2,2,2,0,0,0,1,11,1,0,10,0.404040404,1,1
lurches fire,mudah terbakar,9,298.48,33.16444444,38.038,10,1.111111111,1,4,0.444444444,0,2,12,9,9,1,2.444444444,15.55555556,1,2,9,3.169925001,1,38.038,38.038,38.038,1,1,1,0,0,0,2,14,1,0,11,0.587301587,1,3
water supply and treatment,perawatan dan persediaan air,13,449.356,34.56584615,20.064,25,1.923076923,2,1,0.076923077,0,4,26,13,12,2,4,28.07692308,2,4,29,3.546593564,1,44.654,44.654,44.654,2,2,2,0,0,0,4,28,1,0,23,0.662762676,3,5
people injured,korban terluka,16,196.248,12.2655,10.0345,28,1.75,2,1,0.0625,0,2,14,16,7,1,2.1875,16.8125,6,2,19,2.305036533,1,3.725,3.725,3.725,1,1,1,1,1,1,2,14,1,0,13,0.523809524,3,5
food shortage,kekurangan pangan,15,335.728,22.38186667,19.276,28,1.866666667,2,1,0.066666667,0,2,13,15,3,1,2.066666667,18.13333333,11,2,18,1.052981575,3,32.772,10.924,7.037,6,2,2,0,0,0,2,17,3,0,15,0.347662142,3,5
landslides,tanah longsot,18,230.14,12.78555556,8.7445,33,1.833333333,2,0,0,0,1,10,18,3,1,1.777777778,11.66666667,13,2,13,1.052940761,1,7.793,7.793,7.793,1,1,1,0,0,0,2,13,1,0,9,0.569230769,3,5
massive manhunt,pemburuan orang secara massal,15,374.168,24.94453333,21.632,27,1.8,2,1,0.066666667,0,2,15,15,9,2,2.733333333,25.73333333,4,2,23,2.973557262,1,36.754,36.754,36.754,2,2,2,0,0,0,4,29,1,0,24,0.488633461,3,5
evidence-based treatment,perlakuan berbasis bukti,13,235.441,18.11084615,16.174,20,1.538461538,2,2,0.153846154,0,2,24,13,9,2,3.076923077,26.92307692,3,3,27,3.026986833,1,11.896,11.896,11.896,2,2,2,0,0,0,3,24,1,0,20,0.477777778,3,5
legal and budgetary capacities,kapasitas legal dan budget,18,584.55,32.475,17.7725,34,1.888888889,2,1,0.055555556,0,4,30,18,10,3,4.222222222,29.38888889,9,4,28,2.584962501,1,7.746,7.746,7.746,2,2,2,0,0,0,4,26,1,0,23,0.693040293,3,5
reconstruction,rekonstruksi,18,176.084,9.782444444,8.166,34,1.888888889,2,0,0,0,1,14,18,4,1,1.277777778,13.5,13,1,12,1.275162983,13,86.145,6.626538462,4.807,24,1.846153846,2,0,0,0,1,12,13,1,5,0.797619048,3,5
medical care,peduli kesehatan,17,274.298,16.13517647,10.502,33,1.941176471,2,0,0,0,2,12,17,7,1,1.941176471,15.58823529,9,2,15,2.173973135,1,10.502,10.502,10.502,2,2,2,0,0,0,2,16,1,0,12,0.638888889,3,1
live coverage,cakupan hidup,15,295.51,19.70066667,19.537,20,1.333333333,2,8,0.533333333,0,2,13,15,8,1,2.133333333,15.33333333,6,2,13,2.780639062,6,130.286,21.71433333,19.7405,11,1.833333333,2,0,0,0,2,13,6,1,13,0.376068376,3,1
alternative aircraft,pesawat terbang alternatif,16,463.934,28.995875,15.358,28,1.75,2,2,0.125,0,2,20,16,7,2,2.3125,19.8125,7,2,18,2.578551991,2,44.988,22.494,22.494,4,2,2,0,0,0,3,26,2,0,19,0.62008547,3,5
older people,orang tua,20,183.714,9.1857,7.8475,32,1.6,2,4,0.2,0,2,12,20,10,1,2.9,15.65,7,4,20,2.839353872,4,21.155,5.28875,5.071,5,1.25,1.5,2,0.5,0,2,9,4,0,10,0.527777778,3,2
electric utilities,barang-barang elektrik,15,313.663,20.91086667,14.554,25,1.666666667,2,2,0.133333333,0,2,18,15,13,1,2.066666667,18.2,3,2,17,3.702819531,1,12.355,12.355,12.355,1,1,1,1,1,1,2,22,1,0,20,0.424242424,3,1
downstream channels,saluran menghilir,14,471.092,33.64942857,24.4275,26,1.857142857,2,2,0.142857143,0,2,19,14,7,2,2.071428571,14.14285714,6,2,13,2.413799565,1,46.508,46.508,46.508,2,2,2,0,0,0,2,17,1,0,16,0.620789943,1,3
self-settled camps,pengungsian yang stabil,9,265.178,29.46422222,21.68,16,1.777777778,2,1,0.111111111,0,2,18,9,7,1,2.444444444,18.11111111,3,2,12,2.846439345,1,13.192,13.192,13.192,2,2,2,0,0,0,3,23,1,0,19,0.420289855,2,3
distribution of shelter materials,distribusi bahan dasar tempat berlindung,11,361.588,32.87163636,24.546,20,1.818181818,2,2,0.181818182,0,4,33,11,10,3,3.909090909,34.81818182,2,3,28,3.277613437,1,15.047,15.047,15.047,2,2,2,0,0,0,5,40,1,0,23,0.732295174,3,5
conditions of exposure,kondisi pencahayaan,14,351.389,25.09921429,20.363,22,1.571428571,2,5,0.357142857,0,3,22,14,8,2,2.071428571,18.07142857,4,2,19,2.753434386,4,168.272,42.068,42.2195,6,1.5,1.5,2,0.5,0.5,2,19,4,1,16,0.593620415,2,3
subsectors,subsektor,16,190.439,11.9024375,10.3865,25,1.5625,2,4,0.25,0,1,10,16,9,1,1.625,10.6875,5,1,9,2.852217001,5,44.234,8.8468,9.721,9,1.8,2,0,0,0,1,9,5,1,2,0.896296296,3,5
relocation,penataan kembali,14,114.287,8.163357143,6.174,26,1.857142857,2,0,0,0,1,10,14,4,1,1.142857143,9.642857143,9,1,8,1.429911171,1,20.509,20.509,20.509,2,2,2,0,0,0,2,16,1,0,14,0.466666667,3,4
basic health units,unit kesehatan dasar,18,416.534,23.14077778,13.1595,33,1.833333333,2,0,0,0,3,18,18,3,1,3.222222222,22.38888889,16,3,20,0.614369446,16,261.131,16.3206875,12.2525,29,1.8125,2,0,0,0,3,20,16,1,16,0.644444444,3,5
increase in temperature,kenaikan pada suhu,20,335.944,16.7972,10.58,36,1.8,2,3,0.15,0,3,23,20,9,2,2.2,16.05,7,2,13,2.563865122,1,16.25,16.25,16.25,2,2,2,0,0,0,3,18,1,0,18,0.575245206,3,5
please join,dimohon bergabung,18,241.76,13.43111111,9.4385,34,1.888888889,2,0,0,0,2,11,18,10,0,2.055555556,15.22222222,5,2,18,3.080500531,1,22.077,22.077,22.077,1,1,1,0,0,0,2,17,1,0,15,0.36631016,3,5
hazard occurrence,munculnya bahaya,12,245.396,20.44966667,14.835,21,1.75,2,2,0.166666667,0,2,17,12,7,2,2.083333333,16.16666667,5,2,15,2.450825795,1,6.831,6.831,6.831,1,1,1,1,1,1,2,16,1,0,17,0.328431373,3,5
vaccination,vaksinasi,11,107.837,9.803363636,7.56,16,1.454545455,2,1,0.090909091,0,1,11,11,2,1,1,9.090909091,10,1,9,0.439496987,10,85.181,8.5181,7.315,16,1.6,2,0,0,0,1,9,10,1,5,0.737373737,3,5
prayers involved,dibantu doa,10,322.211,32.2211,22.673,14,1.4,1,3,0.3,0,2,16,10,10,1,2.5,16.2,1,2,16,3.321928095,1,22.706,22.706,22.706,1,1,1,1,1,1,2,11,1,0,14,0.473484848,1,3
even scary,bahkan menakutkan,13,179.867,13.83592308,10.874,23,1.769230769,2,3,0.230769231,0,2,10,13,7,0,1.923076923,16.53846154,6,2,17,2.353533949,6,90.153,15.0255,12.94,11,1.833333333,2,1,0.166666667,0,2,17,6,1,14,0.461764706,1,5
text donation,donasi via sms,19,285.864,15.04547368,11.443,30,1.578947368,2,5,0.263157895,0,2,13,19,10,1,2.263157895,14,5,2,14,2.965583936,1,11.33,11.33,11.33,2,2,2,0,0,0,3,14,1,0,13,0.463369963,1,3
trade for rural farmers,perdagangan untuk petani pedesaan,13,391.146,30.08815385,25.759,24,1.846153846,2,0,0,0,4,23,13,8,2,4.153846154,31.15384615,4,4,33,2.719294526,4,115.294,28.8235,33.321,7,1.75,2,0,0,0,4,33,4,1,26,0.550488159,1,5
residual risk,risiko tersisa,14,415.472,29.67657143,26.5605,24,1.714285714,2,2,0.142857143,0,2,13,14,9,1,2.142857143,15,5,2,15,2.835237745,1,63.553,63.553,63.553,2,2,2,0,0,0,2,14,1,0,8,0.584249084,1,5
sexual violence,kekerasan seksual,15,253.077,16.8718,9.118,29,1.933333333,2,0,0,0,2,15,15,3,2,2,16.93333333,12,2,17,0.905587262,12,174.635,14.55291667,8.354,24,2,2,0,0,0,2,17,12,1,15,0.483286648,3,5
epidemic measures,penanganan wabah,20,554.484,27.7242,19.325,33,1.65,2,6,0.3,0,2,17,17,13,2,2,16.15,3,2,15,3.617809684,1,12.12,12.12,12.12,2,2,2,0,0,0,2,16,1,0,16,0.328431373,1,2
relief efforts,usaha penyelamatan,17,255.873,15.05135294,9.259,31,1.823529412,2,2,0.117647059,0,2,14,17,8,2,2.058823529,15.17647059,6,2,13,2.492203107,1,8.058,8.058,8.058,2,2,2,0,0,0,2,18,1,0,15,0.419312169,3,5
prevention and control of micronutrients,pencegahan dan kontrol untuk kekurangan nutrisi,17,550.573,32.38664706,28.703,29,1.705882353,2,3,0.176470588,0,5,40,17,12,3,4.411764706,39.35294118,4,4,40,3.503258335,1,43.22,43.22,43.22,1,1,1,1,1,1,6,47,1,0,29,0.640543735,3,2
disputes,perihal,15,208.556,13.90373333,13.051,26,1.733333333,2,1,0.066666667,0,1,8,15,6,1,1,10.13333333,8,1,12,1.989898095,1,3.208,3.208,3.208,1,1,1,0,0,0,1,7,1,0,8,0.345238095,3,1
massive manhunt,perburuan besar-besaran,15,374.168,24.94453333,21.632,27,1.8,2,1,0.066666667,0,2,15,15,9,2,2.733333333,25.73333333,4,2,23,2.973557262,4,79.247,19.81175,18.393,7,1.75,2,0,0,0,2,23,4,1,21,0.50205314,3,4
destruction,"pengrusakan, penghancuran",19,296.157,15.58721053,13.566,34,1.789473684,2,2,0.105263158,0,1,11,19,6,1,1.052631579,11.21052632,7,1,12,2.147077673,1,22.82,22.82,22.82,1,1,1,1,1,1,2,25,1,0,20,0.484848485,3,5
greywater,air butek,29,758.291,26.14796552,14.811,44,1.517241379,2,10,0.344827586,0,1,9,26,18,1,2.172413793,11.55172414,8,2,9,3.630062358,1,16.05,16.05,16.05,2,2,2,0,0,0,2,9,1,0,7,0.555555556,1,3
impartiality,ketidakberpihakkan,16,299.276,18.70475,14.947,29,1.8125,2,2,0.125,0,1,12,16,8,1,1.0625,14.3125,9,1,17,2.216917187,1,13.9,13.9,13.9,2,2,2,0,0,0,1,18,1,0,14,0.60978836,3,5
death toll,korban meninggal atau tewas,10,250.961,25.0961,22.349,17,1.7,2,1,0.1,0,2,10,10,5,0,2.2,14.2,5,2,12,1.960964047,1,23.953,23.953,23.953,2,2,2,0,0,0,4,27,1,0,22,0.496296296,3,5
temporary basis,landasan sementara,11,194.249,17.659,14.48,16,1.454545455,1,2,0.181818182,0,2,15,11,7,2,2.090909091,16.72727273,4,2,15,2.55034071,1,32.375,32.375,32.375,2,2,2,0,0,0,2,18,1,0,17,0.47037037,2,3
emerging priority fields,lahan pembangunan utama,11,387.833,35.25754545,33.859,16,1.454545455,2,5,0.454545455,0,3,24,11,10,2,3.363636364,26.09090909,2,4,28,3.418295834,1,27.695,27.695,27.695,1,1,1,1,1,1,3,23,1,0,23,0.393719807,2,1
disabled,tidak mampu,16,376.979,23.5611875,16.3545,30,1.875,2,1,0.0625,0,1,8,16,8,1,1.25,7.875,8,1,5,2.375,1,8.038,8.038,8.038,2,2,2,0,0,0,2,11,1,0,9,0.438131313,3,5
health and hygiene,sehat dan kebersihan,32,526.074,16.4398125,11.5595,59,1.84375,2,1,0.03125,0,3,18,25,8,1,2.96875,22.53125,22,3,24,1.723050528,1,17.544,17.544,17.544,2,2,2,0,0,0,3,20,1,0,15,0.706878307,3,5
supporting,mendukung,19,168.611,8.874263158,6.339,34,1.789473684,2,2,0.105263158,0,1,10,19,4,1,1,8.947368421,15,1,9,1.058277043,15,133.679,8.911933333,6.339,28,1.866666667,2,0,0,0,1,9,15,1,8,0.544444444,3,5
red cross,palang merah,21,257.513,12.26252381,9.202,35,1.666666667,2,2,0.095238095,0,2,9,21,3,0,1.952380952,11.52380952,19,2,12,0.548954434,19,216.048,11.37094737,8.54,33,1.736842105,2,1,0.052631579,0,2,12,19,1,11,0.462962963,3,5
cash for work,upah,17,314.508,18.50047059,13.33,25,1.470588235,2,7,0.411764706,0,3,13,17,15,0,2.647058824,15.47058824,2,1,4,3.852168724,1,29.008,29.008,29.008,2,2,2,0,0,0,1,4,1,0,12,0.551282051,1,3
rapid response,respon kilat,25,447.41,17.8964,10.39,45,1.8,2,1,0.04,0,2,14,25,11,1,2.12,13.72,6,2,12,3.083074189,2,18.474,9.237,9.237,4,2,2,0,0,0,2,12,2,0,12,0.621031746,3,5
field hospital,rumah sakit spesialis,14,251.813,17.98664286,15.3605,22,1.571428571,2,5,0.357142857,0,2,14,14,6,0,3.5,22.21428571,5,3,20,2.298825245,1,14.961,14.961,14.961,1,1,1,1,1,1,3,21,1,0,16,0.579365079,3,1
livelihoods restoration,pemulihan hajat hidup,9,195.823,21.75811111,22.899,16,1.777777778,2,0,0,0,2,23,9,5,2,2.555555556,22.88888889,4,3,26,2.05881389,1,22.899,22.899,22.899,1,1,1,0,0,0,3,21,1,0,19,0.495514148,3,5
non-food item,benda non-makanan,15,334.816,22.32106667,16.715,21,1.4,1,4,0.266666667,0,2,13,15,11,1,2.6,18.26666667,4,3,20,3.240223929,1,18.039,18.039,18.039,1,1,1,0,0,0,2,17,1,0,15,0.55483732,3,5
imminent danger,bahaya yang akan terjadi,18,556.93,30.94055556,23.622,34,1.888888889,2,2,0.111111111,0,2,15,18,11,1,3.611111111,21.66666667,5,4,24,3.191611642,5,80.446,16.0892,14.574,10,2,2,0,0,0,4,24,5,1,18,0.497222222,3,5
high-severity risk,beresiko tinggi,14,353.596,25.25685714,19.7025,24,1.714285714,2,0,0,0,2,18,14,10,1,2.785714286,20.21428571,3,2,15,3.128085279,1,22.156,22.156,22.156,2,2,2,0,0,0,2,15,1,0,15,0.588888889,3,5
